date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20190410,0,SO2,2,1,3,3,3,,1,1,,1,1,1,1,3,1,2,3,3,3,3,3,2,4,3,1,1,3,3,1,,2,7,3,1,3
20190410,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,0,NO2,33,26,38,36,47,,45,49,,56,20,12,44,48,54,58,33,24,14,13,10,35,30,17,59,4,50,76,30,,38,30,38,61,46
20190410,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,0,O3,43,22,31,31,41,,23,6,,20,66,70,42,29,22,19,34,41,69,58,54,25,44,54,22,78,16,1,35,,36,56,45,22,35
20190410,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,0,CO,0.5,0.5,0.5,0.5,0.4,,0.4,0.6,,0.5,0.4,0.4,0.8,0.5,0.5,0.7,0.5,0.4,0.5,0.3,0.4,0.5,0.6,0.4,0.5,0.3,0.5,0.5,0.5,,0.6,0.4,0.5,0.5,0.5
20190410,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,1,SO2,1,1,3,3,3,3,1,3,,1,,1,1,3,1,2,3,3,3,3,3,2,4,3,1,1,3,3,3,3,2,6,3,1,3
20190410,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,1,NO2,32,29,34,26,70,39,34,45,,64,,16,36,64,34,45,31,17,16,25,9,42,30,34,75,4,54,80,29,34,38,57,47,53,52
20190410,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,1,O3,41,25,36,35,15,37,40,7,,11,,64,43,9,41,27,37,56,56,29,56,28,45,28,10,77,8,1,29,22,33,14,35,23,24
20190410,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,1,CO,0.5,0.5,0.5,0.4,0.4,0.5,0.3,0.6,,0.5,,0.4,0.9,0.5,0.5,0.6,0.4,0.4,0.5,0.4,0.3,0.4,0.5,0.4,0.6,0.3,0.4,0.6,0.5,0.4,0.5,0.4,0.6,0.5,0.4
20190410,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,2,SO2,1,1,3,3,3,3,1,,,1,2,1,1,3,1,2,3,3,3,3,3,2,4,3,2,1,3,3,3,3,2,5,3,1,3
20190410,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,2,NO2,63,30,30,26,83,49,35,,,65,16,13,63,68,47,49,38,16,21,42,11,23,26,17,80,16,54,82,27,32,40,65,47,56,69
20190410,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,2,O3,10,37,33,30,2,24,29,,,10,61,65,17,1,24,20,24,58,54,7,52,47,49,53,7,44,7,1,25,15,28,1,34,17,8
20190410,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,2,CO,0.5,0.5,0.5,0.4,0.5,0.5,0.3,,,0.5,0.4,0.4,0.9,0.5,0.5,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.5,0.4,0.5,0.3,0.4,0.6,0.5,0.4,0.5,0.4,0.5,0.5,0.4
20190410,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,3,SO2,1,1,3,3,3,3,1,3,,,1,1,1,3,1,1,3,3,3,3,3,2,3,3,1,3,3,3,3,3,2,6,1,4,3
20190410,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,3,NO2,71,26,43,36,80,45,56,30,,,18,18,57,60,68,56,45,57,26,27,8,18,26,11,82,14,49,81,33,33,48,56,67,70,66
20190410,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,3,O3,3,15,16,18,5,29,7,13,,,59,59,20,4,1,14,19,10,49,12,54,48,45,61,9,38,14,1,17,8,21,3,12,2,11
20190410,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,3,CO,0.5,0.4,0.7,0.4,0.4,0.4,0.4,0.5,,,0.4,0.4,0.8,0.5,0.5,0.6,0.4,0.4,0.4,0.4,0.3,0.4,0.5,0.4,0.5,0.3,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4
20190410,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,4,SO2,2,1,3,3,3,3,1,1,,1,2,1,1,3,1,1,3,4,1,3,3,1,3,3,1,3,3,1,3,3,2,5,1,3,3
20190410,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,4,NO2,65,28,62,40,62,40,69,51,,74,16,11,44,63,70,66,38,33,27,27,8,35,37,24,71,7,58,80,36,32,60,52,82,68,54
20190410,4,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,4,O3,7,7,1,13,25,35,3,1,,2,59,65,37,2,2,4,30,39,50,8,52,22,23,37,7,49,3,1,16,11,10,2,2,1,27
20190410,4,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,4,CO,0.6,0.4,0.5,0.4,0.4,0.4,0.4,0.6,,0.6,0.4,0.5,0.8,0.5,0.6,0.6,0.3,0.4,0.5,0.4,0.3,0.4,0.6,0.4,0.6,0.3,0.4,0.5,0.7,0.5,0.5,0.4,0.6,0.4,0.4
20190410,4,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,5,SO2,1,1,3,3,3,3,1,1,,1,1,2,1,1,1,1,3,4,1,3,3,1,4,2,1,3,3,1,3,3,2,7,1,2,3
20190410,5,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,5,NO2,58,36,67,53,71,31,65,46,,68,17,17,45,61,67,72,33,63,18,39,14,48,52,13,58,15,58,80,36,31,69,56,83,67,50
20190410,5,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,5,O3,10,2,2,6,12,44,2,2,,4,57,58,28,2,2,2,34,5,58,2,39,5,13,62,12,35,1,1,11,10,3,2,2,2,27
20190410,5,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,5,CO,0.5,0.5,0.5,0.4,0.4,0.4,0.3,0.6,,0.7,0.4,0.5,0.9,0.5,0.6,0.6,0.4,0.5,0.5,0.4,0.4,0.4,0.6,0.5,0.7,0.3,0.4,0.5,0.7,0.5,0.5,0.4,0.6,0.4,0.4
20190410,5,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,6,SO2,1,1,3,3,3,1,1,1,,1,2,2,2,1,1,2,3,4,1,3,3,2,4,5,3,1,3,2,3,3,2,7,1,3,3
20190410,6,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,6,NO2,72,55,65,60,76,34,62,40,,61,21,23,66,58,67,73,38,59,21,38,18,47,53,16,49,9,48,77,36,25,74,62,77,71,52
20190410,6,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,6,O3,2,1,2,2,4,39,2,2,,9,54,49,1,2,2,2,26,7,51,2,34,2,10,57,18,43,12,1,4,21,2,2,2,3,25
20190410,6,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,6,CO,0.7,0.5,0.5,0.5,0.5,0.5,0.4,0.6,,0.6,0.5,0.6,1,0.6,0.5,0.6,0.4,0.6,0.6,0.4,0.4,0.5,0.7,0.6,0.7,0.3,0.4,0.5,0.6,0.5,0.6,0.5,0.7,0.5,0.4
20190410,6,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,7,SO2,2,1,4,3,3,3,1,1,,1,2,3,2,,2,3,3,7,2,3,3,2,4,5,4,1,3,3,3,3,2,7,2,,1
20190410,7,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,7,NO2,64,55,64,52,71,41,58,40,,58,20,22,66,,64,71,46,47,20,34,26,41,44,21,42,12,47,75,35,19,69,67,76,,44
20190410,7,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,7,O3,1,4,1,19,11,32,10,2,,12,57,52,2,,2,3,15,18,59,11,28,7,19,48,29,39,14,2,8,29,5,6,2,,32
20190410,7,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,7,CO,0.9,0.6,0.7,0.6,0.6,0.7,0.5,0.7,,0.7,0.6,0.6,1.1,,0.7,0.6,0.5,0.8,0.6,0.4,0.4,0.5,0.8,0.6,1,0.3,0.4,0.6,0.6,0.5,0.7,0.6,0.9,,0.5
20190410,7,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,8,SO2,6,3,6,2,4,7,3,1,,3,5,4,3,3,4,6,1,11,3,3,3,2,5,6,5,2,2,4,3,3,5,8,2,5,7
20190410,8,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,8,NO2,53,65,47,44,63,39,54,48,,52,19,22,59,70,59,63,36,29,19,28,28,41,34,14,32,10,38,69,35,18,64,54,69,72,40
20190410,8,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,8,O3,21,16,22,35,21,37,19,17,,22,56,56,16,10,15,12,32,41,66,33,33,11,35,61,41,42,29,10,21,36,12,27,10,19,39
20190410,8,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,8,CO,0.8,0.8,0.7,0.7,0.8,0.8,0.7,0.7,,0.8,0.6,0.6,1,0.7,0.8,0.7,0.4,0.7,0.5,0.4,0.4,0.6,0.8,0.5,0.9,0.3,0.4,0.5,0.6,0.5,0.8,0.7,0.9,0.8,0.7
20190410,8,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,9,SO2,8,6,,5,7,7,5,2,,4,5,4,6,4,7,8,2,10,3,1,3,3,5,6,8,2,1,6,6,6,7,11,2,6,10
20190410,9,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,9,NO2,33,52,,33,31,29,45,43,,36,22,22,60,42,33,44,16,16,13,10,22,24,29,11,32,8,13,39,17,14,57,46,62,55,36
20190410,9,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,9,O3,46,30,,51,64,54,32,29,,43,64,61,35,47,51,31,58,65,83,68,42,41,48,71,50,53,64,43,57,55,24,45,23,36,49
20190410,9,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,9,CO,0.7,0.8,,0.7,0.7,0.7,0.7,0.7,,0.8,0.6,0.6,1.1,0.7,0.7,0.7,0.4,0.6,0.4,0.3,0.3,0.5,0.9,0.5,1,0.3,0.4,0.5,0.6,0.5,0.8,0.7,0.8,0.7,0.6
20190410,9,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,10,SO2,7,7,9,5,5,5,6,3,,5,4,4,6,4,7,7,4,7,3,2,1,4,6,4,9,2,2,5,5,5,7,11,7,,9
20190410,10,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,10,NO2,16,31,25,26,17,17,21,24,,25,21,19,33,26,21,30,13,11,11,5,18,6,23,10,26,7,15,26,15,9,39,33,41,,25
20190410,10,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,10,O3,69,50,60,63,86,73,66,59,,60,71,68,81,71,70,51,70,76,89,83,52,74,69,75,63,64,66,61,68,76,44,71,47,,67
20190410,10,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,10,CO,0.5,0.6,0.6,0.6,0.5,0.5,0.5,0.6,,0.7,0.5,0.5,0.9,0.6,0.5,0.6,0.3,0.4,0.4,0.2,0.3,0.4,0.8,0.4,0.9,0.3,0.4,0.5,0.5,0.4,0.7,0.5,0.6,,0.5
20190410,10,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,11,SO2,,6,6,3,2,2,3,3,,4,3,,4,4,4,6,3,6,2,1,1,4,6,2,7,3,,3,3,3,5,10,5,6,6
20190410,11,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,11,NO2,12,21,16,14,10,14,8,10,,15,12,,17,17,15,20,10,9,10,5,12,6,17,7,21,6,,15,13,9,32,21,30,39,32
20190410,11,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,11,O3,73,64,75,78,90,80,84,76,,75,88,,109,84,80,66,78,83,92,87,67,81,83,83,71,76,,76,75,87,53,87,64,61,67
20190410,11,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,11,CO,0.4,0.5,0.4,0.4,0.4,0.4,0.3,0.4,,0.5,0.4,,0.8,0.5,0.4,0.5,0.3,0.3,0.3,0.2,0.3,0.3,0.6,0.3,0.6,0.3,,0.4,0.4,0.4,0.6,0.4,0.5,0.5,0.4
20190410,11,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,12,SO2,2,3,5,1,,3,2,2,,2,2,2,3,3,2,3,1,4,1,1,3,3,5,1,4,2,1,3,2,3,4,8,3,5,3
20190410,12,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,12,NO2,,12,11,10,7,11,8,7,,11,8,6,12,11,14,9,6,6,9,3,9,6,13,7,15,5,15,8,11,12,34,18,20,42,29
20190410,12,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,12,O3,82,75,85,86,,87,89,81,,84,96,94,122,96,85,82,90,91,98,94,77,86,91,87,,87,84,87,81,82,58,95,76,67,80
20190410,12,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,12,CO,,0.3,0.3,0.3,,0.4,0.2,0.3,,0.3,0.3,0.3,0.7,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.3,0.4,0.3,0.2,0.3,0.4,0.4,0.5,0.3,0.4,0.4,0.4
20190410,12,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,13,SO2,1,2,,1,3,3,2,2,,2,2,2,2,2,1,1,1,4,1,1,1,3,5,1,3,2,3,3,2,2,3,7,1,,2
20190410,13,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,13,NO2,8,12,,8,11,9,7,7,,10,7,5,10,10,11,8,5,7,8,3,7,5,10,6,,4,6,6,8,10,26,15,24,,28
20190410,13,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,13,O3,,83,,91,102,92,95,84,,90,102,97,132,103,95,88,95,95,101,98,82,96,96,91,52,98,95,91,89,89,67,105,79,,88
20190410,13,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,13,CO,0.2,0.3,,0.3,0.3,0.3,0.2,0.3,,0.3,0.2,0.3,0.6,0.3,0.2,0.3,0.2,0.2,0.2,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.2,0.4,,0.3
20190410,13,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,14,SO2,1,2,4,3,3,3,1,1,,1,2,1,2,1,1,1,1,4,1,3,1,3,4,1,1,1,3,3,2,2,3,7,1,,1
20190410,14,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,14,NO2,6,11,10,6,8,6,6,9,,10,9,6,9,7,9,7,4,6,10,3,7,5,9,6,,4,5,5,8,9,24,13,18,,22
20190410,14,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,14,O3,95,86,95,98,108,99,101,88,,93,104,101,137,110,101,93,98,100,103,101,86,98,100,96,53,101,99,93,95,99,71,111,89,,96
20190410,14,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,14,CO,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.3,,0.3,0.2,0.3,0.6,0.2,0.2,0.2,0.2,0.2,0.3,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.2,0.3,,0.3
20190410,14,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,15,SO2,1,1,3,3,3,3,1,1,,1,1,1,2,1,1,2,1,4,1,3,1,3,4,1,1,1,1,3,1,1,3,7,1,3,2
20190410,15,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,15,NO2,7,11,,8,11,6,7,9,,9,9,6,9,8,10,7,4,8,12,3,8,5,8,7,9,4,8,5,8,8,24,15,23,49,31
20190410,15,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190410,15,O3,97,90,89,100,109,100,104,90,,96,109,104,140,112,102,94,101,102,104,101,89,99,104,99,89,104,97,99,99,107,73,114,87,77,94
