date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20190712,0,PM2.5,18,16,21,20,34,15,28,23,,22,29,32,23,21,16,23,12,20,28,18,14,12,28,22,23,13,20,49,24,28,25,25,,19,18
20190712,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,0,PM10,54,47,42,54,79,65,62,37,,81,75,75,63,44,40,43,13,23,64,32,25,20,30,24,23,19,25,50,46,55,36,53,,57,44
20190712,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,0,AQI,52,47,42,52,65,58,56,37,,66,63,63,57,44,40,43,33,29,57,32,28,24,40,31,33,30,29,68,46,53,36,52,,54,44
20190712,1,PM2.5,26,13,24,27,18,29,31,25,,26,28,33,26,26,20,30,12,20,23,15,12,17,25,22,21,17,19,53,31,23,23,25,,25,24
20190712,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,1,PM10,74,45,50,56,,71,59,29,,59,68,87,70,47,62,76,28,23,43,16,19,22,,,24,22,22,55,57,27,87,54,,65,65
20190712,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,1,AQI,62,45,50,53,26,61,55,36,,55,59,69,60,47,56,63,31,29,43,25,25,24,36,31,30,28,27,73,54,33,69,52,,58,58
20190712,2,PM2.5,21,18,25,23,13,23,21,25,,29,24,26,28,34,21,28,12,24,27,19,13,17,21,19,21,14,17,59,43,20,27,28,,36,19
20190712,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,2,PM10,56,50,57,59,31,49,37,36,,62,54,57,84,59,63,74,24,26,61,,19,22,23,20,28,18,19,66,61,36,45,65,,62,71
20190712,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,2,AQI,53,50,54,55,31,49,37,36,,56,52,54,67,55,57,62,26,34,56,27,23,24,30,27,38,25,24,80,60,36,45,58,,56,62
20190712,3,PM2.5,17,21,21,24,14,17,20,24,,28,28,23,29,41,24,31,14,18,25,16,17,17,24,20,22,15,17,69,44,22,24,30,,31,24
20190712,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,3,PM10,44,56,37,42,39,43,27,36,,67,63,36,75,64,65,58,21,22,33,18,22,24,,,38,21,20,75,60,45,,44,,64,71
20190712,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,3,AQI,44,53,37,42,39,43,29,36,,59,57,36,63,58,58,54,21,26,36,23,24,24,34,29,38,22,24,93,61,45,34,44,,57,62
20190712,4,PM2.5,16,19,16,13,19,19,14,28,,13,21,26,19,43,25,28,15,22,24,13,20,15,26,21,23,15,18,65,57,26,11,21,,22,23
20190712,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,4,PM10,40,44,32,38,28,42,24,50,,41,41,35,50,65,87,47,19,,34,21,25,24,,,28,21,,85,61,63,29,31,,38,66
20190712,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,4,AQI,40,44,32,38,28,42,25,50,,41,41,37,50,60,69,47,21,31,34,21,29,24,37,30,37,21,26,88,78,57,29,31,,38,58
20190712,5,PM2.5,15,16,19,20,19,21,18,24,,14,19,24,17,47,21,25,14,29,23,20,19,16,27,19,26,14,19,64,68,30,20,17,,23,24
20190712,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190712,5,PM10,38,36,28,35,27,37,21,30,,39,36,34,40,71,59,43,25,,31,30,25,26,32,20,39,19,25,,73,46,24,30,,33,43
