"Date","Source","Site ID","POC","Daily Mean PM10 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/04/2015","AQS","120110010","3","11","ug/m3 SC","10","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/05/2015","AQS","120110010","3","5","ug/m3 SC","5","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/06/2015","AQS","120110010","3","3","ug/m3 SC","3","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/07/2015","AQS","120110010","3","13","ug/m3 SC","12","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/08/2015","AQS","120110010","3","13","ug/m3 SC","12","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/09/2015","AQS","120110010","3","12","ug/m3 SC","11","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/10/2015","AQS","120110010","3","15","ug/m3 SC","14","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/11/2015","AQS","120110010","3","6","ug/m3 SC","6","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/12/2015","AQS","120110010","3","14","ug/m3 SC","13","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/13/2015","AQS","120110010","3","1","ug/m3 SC","1","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/14/2015","AQS","120110010","3","5","ug/m3 SC","5","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/15/2015","AQS","120110010","3","10","ug/m3 SC","9","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/16/2015","AQS","120110010","3","5","ug/m3 SC","5","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/17/2015","AQS","120110010","3","6","ug/m3 SC","6","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/18/2015","AQS","120110010","3","9","ug/m3 SC","8","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/19/2015","AQS","120110010","3","14","ug/m3 SC","13","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/20/2015","AQS","120110010","3","13","ug/m3 SC","12","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/21/2015","AQS","120110010","3","11","ug/m3 SC","10","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/22/2015","AQS","120110010","3","6","ug/m3 SC","6","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/23/2015","AQS","120110010","3","6","ug/m3 SC","6","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/24/2015","AQS","120110010","3","7","ug/m3 SC","6","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/25/2015","AQS","120110010","3","14","ug/m3 SC","13","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/26/2015","AQS","120110010","3","18","ug/m3 SC","17","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/27/2015","AQS","120110010","3","13","ug/m3 SC","12","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/28/2015","AQS","120110010","3","11","ug/m3 SC","10","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/29/2015","AQS","120110010","3","13","ug/m3 SC","12","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/30/2015","AQS","120110010","3","19","ug/m3 SC","18","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"01/31/2015","AQS","120110010","3","17","ug/m3 SC","16","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/01/2015","AQS","120110010","3","15","ug/m3 SC","14","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/02/2015","AQS","120110010","3","17","ug/m3 SC","16","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/03/2015","AQS","120110010","3","14","ug/m3 SC","13","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/04/2015","AQS","120110010","3","15","ug/m3 SC","14","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/05/2015","AQS","120110010","3","8","ug/m3 SC","7","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/06/2015","AQS","120110010","3","15","ug/m3 SC","14","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/07/2015","AQS","120110010","3","12","ug/m3 SC","11","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/08/2015","AQS","120110010","3","10","ug/m3 SC","9","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/09/2015","AQS","120110010","3","9","ug/m3 SC","8","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/10/2015","AQS","120110010","3","9","ug/m3 SC","8","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/11/2015","AQS","120110010","3","11","ug/m3 SC","10","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/12/2015","AQS","120110010","3","12","ug/m3 SC","11","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/13/2015","AQS","120110010","3","19","ug/m3 SC","18","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/14/2015","AQS","120110010","3","21","ug/m3 SC","19","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/15/2015","AQS","120110010","3","17","ug/m3 SC","16","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/16/2015","AQS","120110010","3","19","ug/m3 SC","18","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/17/2015","AQS","120110010","3","22","ug/m3 SC","20","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/18/2015","AQS","120110010","3","6","ug/m3 SC","6","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/19/2015","AQS","120110010","3","16","ug/m3 SC","15","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/20/2015","AQS","120110010","3","11","ug/m3 SC","10","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/21/2015","AQS","120110010","3","12","ug/m3 SC","11","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
"02/22/2015","AQS","120110010","3","14","ug/m3 SC","13","Lincoln Park Elementary","1","100.0000","81102","PM10 Total 0-10um STP","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.128611","-80.167222"
