Date,PM2.5 AQI Value,Site Name,Site ID,Source
12/13/2020,73,Long Beach (south),06-037-4004,AQS
12/14/2020,43,Long Beach-route 710 Near Road,06-037-4008,AQS
12/15/2020,64,Long Beach (south),06-037-4004,AQS
12/16/2020,68,Long Beach (south),06-037-4004,AQS
12/17/2020,71,Long Beach-route 710 Near Road,06-037-4008,AQS
12/18/2020,69,Long Beach-route 710 Near Road,06-037-4008,AQS
12/19/2020,77,Long Beach-route 710 Near Road,06-037-4008,AQS
12/20/2020,68,Long Beach-route 710 Near Road,06-037-4008,AQS
12/21/2020,61,Long Beach-route 710 Near Road,06-037-4008,AQS
12/22/2020,68,North Hollywood (noho),06-037-4010,AQS
12/23/2020,88,Long Beach-route 710 Near Road,06-037-4008,AQS
12/24/2020,67,North Hollywood (noho),06-037-4010,AQS
12/25/2020,72,Long Beach (south),06-037-4004,AQS
12/26/2020,101,Long Beach-route 710 Near Road,06-037-4008,AQS
12/27/2020,64,North Hollywood (noho),06-037-4010,AQS
12/28/2020,37,North Hollywood (noho),06-037-4010,AQS
12/29/2020,64,Compton,06-037-1302,AirNow
12/30/2020,74,Compton,06-037-1302,AirNow
12/31/2020,113,Compton,06-037-1302,AirNow
01/01/2021,174,Compton,06-037-1302,AirNow
01/02/2021,75,Compton,06-037-1302,AirNow
01/03/2021,80,Compton,06-037-1302,AirNow
01/04/2021,67,Long Beach-route 710 Near Road,06-037-4008,AirNow
01/05/2021,80,Long Beach-route 710 Near Road,06-037-4008,AirNow
01/06/2021,89,Long Beach-route 710 Near Road,06-037-4008,AirNow
01/07/2021,82,Long Beach-route 710 Near Road,06-037-4008,AirNow
01/08/2021,81,Long Beach-route 710 Near Road,06-037-4008,AirNow
01/09/2021,91,Compton,06-037-1302,AirNow
01/10/2021,67,Compton,06-037-1302,AirNow
01/11/2021,65,Long Beach-route 710 Near Road,06-037-4008,AirNow
01/12/2021,65,Long Beach (south),06-037-4004,AirNow
01/13/2021,74,Long Beach (south),06-037-4004,AirNow
