Date,AQI Value,Main Pollutant,Site Name,Site ID,Source
12/26/2015,38,PM2.5,Union City,34-017-2002,AQS
12/27/2015,43,PM2.5,Fort Lee Near Road,34-003-0010,AQS
12/28/2015,35,PM2.5,Ps 19,36-061-0128,AQS
12/29/2015,41,NO2,Elizabeth Lab,34-039-0004,AQS
12/30/2015,66,PM2.5,Elizabeth Lab,34-039-0004,AQS
12/31/2015,40,PM2.5,Maspeth Library,36-081-0120,AQS
01/01/2016,50,PM2.5,Intermediate School 143,36-061-0115,AQS
01/02/2016,63,PM2.5,Intermediate School 143,36-061-0115,AQS
01/03/2016,73,PM2.5,Intermediate School 143,36-061-0115,AQS
01/04/2016,48,PM2.5,Intermediate School 143,36-061-0115,AQS
01/05/2016,59,PM2.5,Is 74,36-005-0112,AQS
