date, pm25, pm10, o3, no2, so2, co
2017/10/28, 61, 22, 21, 27, , 3
2017/10/29, 40, 34, 19, 42, 1, 4
2017/10/30, 57, 51, 5, 53, 1, 7
2017/10/31, 84, 49, 9, 49, 1, 7
2017/11/1, 87, 45, 13, 45, 1, 8
2017/11/2, 87, 57, 9, 48, , 9
2017/11/3, 96, 33, 17, 38, , 5
2017/11/4, 69, 22, 26, 39, , 4
2017/11/5, 43, 36, 17, 46, 1, 5
2017/11/6, 62, 51, 6, 57, 1, 9
2017/11/7, 85, 59, 2, 56, 1, 10
2017/11/8, 114, 48, 11, 49, 1, 6
2017/11/9, 91, 28, 14, 39, , 6
2017/11/10, 51, 22, 18, 30, , 4
2017/11/11, 47, 15, 25, 26, , 3
2017/11/12, 42, 28, 20, 29, , 5
2017/11/13, 43, 42, 11, 43, 1, 7
2017/11/14, 71, 50, 2, 42, , 8
2017/11/15, 93, 50, 5, 52, 1, 8
2017/11/16, 94, 54, 3, 49, 1, 9
2017/11/17, 112, 45, 10, 49, , 6
2017/11/18, 81, 27, 21, 38, , 4
2017/11/19, 56, 43, 12, 44, , 6
2017/11/20, 92, 33, 13, 42, , 5
2017/11/21, 63, 39, 13, 41, , 6
2017/11/22, 72, 36, 21, 38, , 5
2017/11/23, 57, 31, 18, 44, , 6
2017/11/24, 57, 24, 18, 42, , 4
2017/11/25, 51, 21, 19, 38, , 3
2017/11/26, 45, 23, 17, 36, , 3
2017/11/27, 45, 21, 22, 45, , 5
2017/11/28, 59, 35, 11, 52, 1, 6
2017/11/29, 66, 30, 15, 47, , 5
2017/11/30, 53, 28, 17, 47, , 5
2017/12/1, 60, 52, 5, 44, , 5
2017/12/2, 117, 44, 3, 34, , 7
2017/12/3, 104, 55, 8, 43, 1, 9
2017/12/4, 121, 58, 4, 55, 1, 9
2017/12/5, 102, 56, 6, 44, 1, 7
2017/12/6, 96, 30, 17, 32, , 4
2017/12/7, 62, 26, 17, 44, , 4
2017/12/8, 47, 24, 18, 44, , 3
2017/12/9, 50, 25, 22, 33, , 3
2017/12/10, 51, 28, 20, 37, , 4
2017/12/11, 41, 30, 19, 47, 1, 5
2017/12/12, 52, 25, 12, 40, , 4
2017/12/13, 54, 23, 29, 36, , 3
2017/12/14, 37, 20, 21, 42, , 4
2017/12/15, 44, 27, 17, 42, , 4
2017/12/16, 52, 35, 11, 46, , 4
2017/12/17, 74, 32, 17, 36, , 5
2017/12/18, 55, 51, 5, 48, 1, 7
2017/12/19, 78, 50, 6, 49, 1, 7
2017/12/20, 84, 28, 6, 46, 1, 6
2017/12/21, 65, 24, 25, 46, , 6
2017/12/22, 56, 29, 14, 47, , 5
2017/12/23, 69, 20, 16, 31, , 3
2017/12/24, 44, 15, 20, 26, , 2
2017/12/25, 36, 20, 17, 33, , 2
2017/12/26, 45, 15, 23, 31, , 2
2017/12/27, 35, 29, 19, 41, , 3
2017/12/28, 47, 29, 17, 40, , 4
2017/12/29, 68, 22, 21, 36, , 2
2017/12/30, 41, 24, 18, 26, , 
2017/12/31, 45, 20, 27, 21, , 2
2017/4/1, 48, 36, 34, 46, , 4
2017/4/2, 58, 53, 35, 59, 1, 5
2017/4/3, 81, 47, 28, 50, 1, 5
2017/4/4, 74, 48, 29, 38, , 3
2017/4/5, 72, 53, 32, 48, , 4
2017/4/6, 62, 62, 32, 59, 1, 5
2017/4/7, 96, 81, 34, 64, 1, 4
2017/4/8, 123, 83, 42, 72, 1, 5
2017/4/9, 97, 37, 29, 39, , 4
2017/4/10, 63, 59, 32, 52, 1, 5
2017/4/11, 63, 56, 35, 43, 1, 4
2017/4/12, 52, 50, 29, 44, , 5
2017/4/13, 59, 51, 36, 47, , 4
2017/4/14, 61, 29, 29, 40, , 3
2017/4/15, 48, 33, 33, 40, , 3
2017/4/16, 40, 30, 29, 32, , 3
2017/4/17, 42, 41, 30, 47, , 4
2017/4/18, 47, 64, 33, 48, 1, 4
2017/4/19, 69, 62, 33, 56, 1, 5
2017/4/20, 70, 63, 34, 61, 1, 6
2017/4/21, 84, 52, 23, 46, , 4
2017/4/22, 71, 48, 35, 47, , 3
2017/4/23, 55, 47, 36, 55, 1, 5
2017/4/24, 60, 31, 29, 44, , 4
2017/4/25, 47, 39, 28, 50, 1, 5
2017/4/26, 50, 43, 29, 53, 1, 5
2017/4/27, 52, 36, 24, 54, , 5
2017/4/28, 65, 56, 36, 44, , 4
2017/4/29, 68, 46, 37, 35, , 3
2017/4/30, 44, 38, 35, 26, , 2
2017/5/1, 50, 33, 31, 45, , 4
2017/5/2, 52, 37, 22, 50, , 5
2017/5/3, 84, 47, 26, 51, , 6
2017/5/4, 92, 62, 34, 49, 4, 6
2017/5/5, 117, 35, 21, 40, , 4
2017/5/6, 76, 31, 29, 34, , 3
2017/5/7, 70, 29, 28, 31, , 2
2017/5/8, 55, 45, 35, 49, 3, 7
2017/5/9, 68, 41, 40, 62, , 6
2017/5/10, 68, 34, 33, 48, 1, 5
2017/5/11, 58, 33, 29, 50, , 6
2017/5/12, 55, 31, 35, 39, , 4
2017/5/13, 51, 25, 33, 35, , 3
2017/5/14, 42, 35, 33, 52, , 5
2017/5/15, 55, 43, 36, 61, 1, 6
2017/5/16, 64, 49, 43, 60, , 6
2017/5/17, 68, 25, 22, 39, , 5
2017/5/18, 37, 32, 28, 41, , 4
2017/5/19, 52, 26, 30, 40, 1, 4
2017/5/20, 52, 29, 34, 41, , 3
2017/5/21, 50, 40, 41, 62, , 6
2017/5/22, 60, 32, 30, 38, , 4
2017/5/23, 45, 34, 37, 49, , 4
2017/5/24, 53, 43, 36, 44, , 3
2017/5/25, 53, 50, 40, 56, , 4
2017/5/26, 51, 34, 52, 47, , 3
2017/5/27, 57, 41, 49, 52, , 4
2017/5/28, 82, 40, 41, 54, , 5
2017/5/29, 59, 28, 29, 36, , 4
2017/5/30, 38, 44, 32, 48, , 4
2017/5/31, 68, 65, 48, 60, , 5
2017/6/1, 78, 47, 33, 60, , 6
2017/6/2, 68, 29, 21, 37, , 4
2017/6/3, 53, 41, 33, 38, , 3
2017/6/4, 48, 39, 33, 31, , 3
2017/6/5, 67, 38, 25, 29, , 3
2017/6/6, 51, 30, 25, 36, , 4
2017/6/7, 71, 35, 31, 50, , 5
2017/6/8, 55, 32, 29, 46, , 5
2017/6/9, 51, 35, 42, 53, , 5
2017/6/10, 63, 31, 45, 45, , 4
2017/6/11, 55, 32, 30, 36, , 4
2017/6/12, 43, 39, 30, 48, , 4
2017/6/13, 56, 37, 21, 49, , 3
2017/6/14, 60, , , , , 
2017/1/2, 79, 39, 4, 57, , 5
2017/1/3, 78, 33, 11, 47, 1, 5
2017/1/4, 61, 44, 13, 53, 1, 6
2017/1/5, 66, 53, 10, 48, 1, 6
2017/1/6, 90, 53, 6, 44, , 5
2017/1/7, 103, 38, 4, 45, , 6
2017/1/8, 98, 29, 12, 37, , 5
2017/1/9, 108, 30, 15, 54, 1, 6
2017/1/10, 54, 33, 19, 43, , 4
2017/1/11, 55, 38, 20, 47, , 4
2017/1/12, 56, , , , , 
2017/1/16, 100, 53, 8, 41, 1, 5
2017/1/17, 101, 47, 11, 44, 2, 5
2017/1/18, 82, 54, 10, 48, 1, 6
2017/1/19, 107, 57, 9, 51, 1, 6
2017/1/20, 113, 76, 5, 58, 1, 8
2017/1/21, 159, 84, 5, 60, 2, 10
2017/1/22, 166, 74, 3, 50, 1, 8
2017/1/23, 163, 59, 4, 50, 1, 8
2017/1/24, 136, 53, 11, 40, 1, 5
2017/1/25, 112, 68, 9, 41, 1, 7
2017/1/26, 150, 65, 9, 55, , 7
2017/1/27, 107, 49, 16, 49, , 4
2017/1/28, 71, 25, 16, 40, , 4
2017/1/29, 64, 23, 16, 42, , 5
2017/1/30, 60, 40, 7, 46, 1, 7
2017/1/31, 84, 36, 9, 39, , 4
2017/2/1, 71, 37, 19, 45, , 5
2017/2/2, 66, 27, 25, 42, , 3
2017/2/3, 47, 24, 21, 48, , 4
2017/2/4, 54, 25, 26, 43, , 3
2017/2/5, 51, 35, 20, 44, , 5
2017/2/6, 56, 38, 22, 54, , 6
2017/2/7, 60, 41, 11, 41, , 5
2017/2/8, 74, 59, 8, 39, 1, 6
2017/2/9, 111, 57, 11, 43, 1, 5
2017/2/10, 119, 65, 4, 44, 1, 6
2017/2/11, 155, 49, 8, 40, , 5
2017/2/12, 117, 52, 14, 36, , 5
2017/2/13, 99, 58, 8, 44, , 6
2017/2/14, 107, 55, 19, 52, , 7
2017/2/15, 82, 56, 5, 61, 1, 8
2017/2/16, 110, 56, 7, 57, 1, 7
2017/2/17, 114, 53, 17, 54, 1, 6
2017/2/18, 108, 46, 23, 52, , 5
2017/2/19, 106, 36, 21, 41, , 4
2017/2/20, 61, 28, 17, 38, , 4
2017/2/21, 41, 31, 22, 41, , 3
2017/2/22, 44, 28, 27, 36, , 3
2017/2/23, 36, 42, 27, 55, , 5
2017/2/24, 54, 35, 28, 50, , 4
2017/2/25, 74, 24, 26, 32, , 3
2017/2/26, 50, 21, 33, 30, , 3
2017/2/27, 30, 21, 31, 40, , 3
2017/2/28, 36, 22, 29, 43, , 4
2017/3/1, 33, 46, 30, 48, , 5
2017/3/2, 48, 41, 17, 53, , 5
2017/3/3, 58, 24, 23, 55, , 4
2017/3/4, 53, 18, 32, 36, , 3
2017/3/5, 38, 28, 27, 46, , 4
2017/3/6, 46, 36, 25, 52, 1, 6
2017/3/7, 54, 21, 17, 39, , 5
2017/3/8, 45, 36, 18, 40, , 5
2017/3/9, 46, 49, 17, 48, 1, 6
2017/3/10, 94, 46, 20, 58, 1, 6
2017/3/11, 85, 48, 21, 42, , 5
2017/3/12, 101, 48, 21, 38, , 5
2017/3/13, 99, 39, 24, 46, 1, 5
2017/3/14, 71, 46, 25, 53, 1, 6
2017/3/15, 76, 60, 23, 63, 1, 7
2017/3/16, 103, 36, 25, 45, , 4
2017/3/17, 64, 29, 26, 38, , 3
2017/3/18, 41, 34, 24, 38, , 3
2017/3/19, 46, 26, 27, 37, , 3
2017/3/20, 39, 31, 28, 55, 1, 5
2017/3/21, 49, 34, 29, 44, , 4
2017/3/22, 52, 28, 20, 44, , 5
2017/3/23, 59, 46, 12, 46, , 5
2017/3/24, 93, 42, 33, 47, 1, 4
2017/3/25, 81, 38, 31, 48, , 4
2017/3/26, 75, 56, 33, 60, 1, 6
2017/3/27, 96, 44, 33, 57, 1, 5
2017/3/28, 74, 43, 32, 61, 1, 6
2017/3/29, 63, 47, 33, 64, , 6
2017/3/30, 62, 35, 33, 48, , 4
2017/3/31, 55, 28, 35, 44, , 3
2016/10/1, 57, 23, 23, 34, , 3
2016/10/2, 43, 43, 19, 55, , 5
2016/10/3, 69, 47, 25, 49, 1, 5
2016/10/4, 61, 41, 20, 42, , 4
2016/10/5, 48, 40, 17, 42, , 4
2016/10/6, 44, 38, 8, 38, , 5
2016/10/7, 63, 51, 12, 36, , 4
2016/10/8, 75, 54, 19, 46, , 4
2016/10/9, 76, 48, 11, 59, 1, 7
2016/10/10, 83, 41, 11, 44, 1, 5
2016/10/11, 80, 53, 9, 45, 1, 6
2016/10/12, 104, 56, 6, 39, , 5
2016/10/13, 67, 35, 4, 42, , 6
2016/10/14, 70, 39, 19, 41, , 5
2016/10/15, 76, 35, 22, 48, , 4
2016/10/16, 66, 27, 21, 47, , 6
2016/10/17, 50, 32, 20, 48, 1, 5
2016/10/18, 56, 32, 17, 47, , 5
2016/10/19, 46, 29, 15, 46, , 6
2016/10/20, 51, 31, 13, 49, , 6
2016/10/21, 55, 43, 14, 51, , 6
2016/10/22, 81, 35, 14, 42, 1, 4
2016/10/23, 72, 40, 4, 42, , 7
2016/10/24, 86, 50, 5, 45, , 7
2016/10/25, 95, 51, 4, 40, , 7
2016/10/26, 92, 55, 3, 50, , 8
2016/10/27, 118, 51, 17, 55, 1, 8
2016/10/28, 104, 35, 17, 43, , 4
2016/10/29, 72, 45, 13, 40, , 4
2016/10/30, 82, 42, 9, 44, , 5
2016/10/31, 70, 41, 5, 44, , 6
2016/11/1, 82, 38, 17, 47, , 6
2016/11/2, 71, 62, 10, 61, 1, 8
2016/11/3, 80, 45, 3, 48, 1, 6
2016/11/4, 90, 33, 19, 43, , 5
2016/11/5, 72, 28, 18, 46, , 4
2016/11/6, 62, 59, 13, 42, , 4
2016/11/7, 53, 32, 10, 46, 1, 5
2016/11/8, 62, 27, 16, 38, , 4
2016/11/9, 51, 21, 18, 50, , 5
2016/11/10, 44, 48, 16, 38, , 4
2016/11/11, 49, 61, 4, 41, , 5
2016/11/12, 113, 34, 7, 35, , 4
2016/11/13, 68, 41, 7, 42, , 5
2016/11/14, 81, 35, 3, 41, , 6
2016/11/15, 73, 23, 10, 37, , 5
2016/11/16, 49, 21, 20, 35, , 4
2016/11/17, 34, 22, 28, 38, , 3
2016/11/18, 38, 23, 23, 37, , 3
2016/11/19, 42, 25, 24, 32, , 3
2016/11/20, 42, 23, 18, 46, , 4
2016/11/21, 54, 34, 21, 45, , 5
2016/11/22, 57, 38, 5, 49, 1, 7
2016/11/23, 76, 42, 2, 43, 1, 7
2016/11/24, 78, 48, 1, 38, 1, 5
2016/11/25, 89, 52, 1, 39, 1, 6
2016/11/26, 97, 59, 6, 40, 1, 5
2016/11/27, 100, 41, 18, 43, 1, 4
2016/11/28, 58, 38, 12, 46, 1, 5
2016/11/29, 62, 64, 2, 68, 3, 10
2016/11/30, 117, 97, 4, 90, 3, 18
2016/12/1, 170, 95, 2, 86, 2, 11
2016/12/2, 176, 59, 12, 47, 1, 5
2016/12/3, 89, 65, 7, 43, 1, 5
2016/12/4, 83, 67, 2, 54, 1, 9
2016/12/5, 127, 74, 1, 58, 1, 11
2016/12/6, 155, 76, 1, 53, 1, 10
2016/12/7, 151, 67, 2, 53, 1, 9
2016/12/8, 139, 61, 3, 54, 1, 7
2016/12/9, 119, 55, 2, 48, , 6
2016/12/10, 114, 46, 15, 47, , 5
2016/12/11, 74, 39, 12, 46, , 5
2016/12/12, 69, 41, 3, 46, , 6
2016/12/13, 82, 75, 2, 49, , 8
2016/12/14, 95, 61, 2, 49, , 9
2016/12/15, 123, 56, 4, 48, , 7
2016/12/16, 100, 61, 4, 46, 1, 7
2016/12/17, 107, 44, 5, 36, , 4
2016/12/18, 78, 42, 8, 39, 1, 5
2016/12/19, 73, 42, 7, 39, 1, 5
2016/12/20, 80, 42, 9, 39, , 5
2016/12/21, 78, 31, 7, 46, , 5
2016/12/22, 66, 42, 8, 47, , 6
2016/12/23, 76, 29, 18, 38, , 3
2016/12/24, 50, 32, 20, 32, , 2
2016/12/25, 49, 27, 19, 40, , 3
2016/12/26, 46, 53, 11, 59, 1, 5
2016/12/27, 85, 52, 11, 48, 1, 5
2016/12/28, 83, 57, 7, 45, 1, 5
2016/12/29, 101, 63, 2, 48, 1, 8
2016/12/30, 141, 49, 2, 33, , 5
2016/12/31, 104, 31, 6, 27, , 4
2017/1/1, 77, 37, 5, 42, , 5
2016/7/1, 35, 24, 24, 28, , 3
2016/7/2, 40, 24, 20, 33, , 2
2016/7/3, 49, 30, 21, 35, , 4
2016/7/4, 59, 28, 21, 36, , 5
2016/7/5, 58, 37, 38, 47, , 5
2016/7/6, 60, 45, 53, 64, , 5
2016/7/7, 69, 53, 45, 63, , 5
2016/7/8, 73, 30, 31, 35, , 3
2016/7/9, 59, 44, 35, 45, , 4
2016/7/10, 65, 45, 23, 34, , 3
2016/7/11, 47, 33, 24, 37, , 4
2016/7/12, 43, 30, 22, 39, , 4
2016/7/13, 35, 31, 26, 29, , 3
2016/7/14, 49, 42, 37, 44, , 4
2016/7/15, 62, 48, 26, 43, , 4
2016/7/16, 64, 52, 35, 37, , 3
2016/7/17, 59, 53, 34, 47, , 4
2016/7/18, 58, 66, 41, 64, , 5
2016/7/19, 67, 55, 42, 64, , 5
2016/7/20, 73, 42, 34, 41, , 5
2016/7/21, 68, 43, 34, 36, , 4
2016/7/22, 57, 47, 37, 32, , 3
2016/7/23, 57, 62, 34, 35, , 3
2016/7/24, 53, 60, 24, 39, , 4
2016/7/25, 65, 33, 27, 33, , 4
2016/7/26, 52, 34, 26, 40, , 4
2016/7/27, 60, 25, 25, 33, , 4
2016/7/28, 46, 23, 23, 31, , 3
2016/7/29, 44, 25, 24, 38, , 4
2016/7/30, 49, 35, 32, 35, , 3
2016/7/31, 52, 30, 32, 39, , 3
2016/8/1, 48, 26, 23, 32, , 3
2016/8/2, 50, 26, 20, 29, , 3
2016/8/3, 54, 26, 18, 28, , 3
2016/8/4, 52, 29, 29, 32, , 3
2016/8/5, 53, 37, 26, 38, , 3
2016/8/6, 60, 32, 26, 36, , 3
2016/8/7, 55, 30, 26, 30, , 3
2016/8/8, 50, 41, 29, 31, , 2
2016/8/9, 52, 51, 25, 32, 1, 3
2016/8/10, 74, 33, 27, 32, , 3
2016/8/11, 49, 37, 25, 31, , 3
2016/8/12, 63, 47, 39, 32, , 3
2016/8/13, 58, 47, 31, 26, , 2
2016/8/14, 51, 53, 40, 38, , 2
2016/8/15, 63, 47, 51, 54, , 3
2016/8/16, 74, 61, 51, 56, , 4
2016/8/17, 72, 39, 30, 54, , 4
2016/8/18, 75, 34, 28, 40, , 3
2016/8/19, 72, 26, 30, 24, , 2
2016/8/20, 46, 22, 26, 25, , 2
2016/8/21, 41, 33, 36, 48, , 4
2016/8/22, 57, 110, 34, 52, , 4
2016/8/23, 91, 56, 53, 62, , 5
2016/8/24, 58, 109, 71, 81, , 6
2016/8/25, 87, 80, 80, 85, , 5
2016/8/26, 92, 63, 56, 57, , 4
2016/8/27, 93, 50, 31, 44, , 3
2016/8/28, 59, 29, 23, 37, , 3
2016/8/29, 50, 48, 37, 58, , 4
2016/8/30, 75, 51, 45, 63, , 5
2016/8/31, 81, 42, 27, 49, , 5
2016/9/1, 57, 47, 43, 59, 1, 5
2016/9/2, 65, 41, 30, 46, , 4
2016/9/3, 59, 29, 19, 39, , 3
2016/9/4, 54, 29, 19, 44, , 5
2016/9/5, 58, 32, 8, 38, , 6
2016/9/6, 64, 44, 38, 60, 1, 5
2016/9/7, 67, 50, 28, 62, , 6
2016/9/8, 70, 50, 33, 62, 1, 6
2016/9/9, 65, 47, 33, 57, , 4
2016/9/10, 65, 36, 19, 37, , 4
2016/9/11, 60, 59, 40, 64, , 5
2016/9/12, 71, 60, 36, 75, , 5
2016/9/13, 72, 47, 39, 60, , 5
2016/9/14, 62, 33, 29, 48, 1, 4
2016/9/15, 62, 30, 22, 37, , 4
2016/9/16, 53, 24, 13, 29, , 3
2016/9/17, 52, 29, 28, 31, , 3
2016/9/18, 64, 34, 24, 46, , 6
2016/9/19, 71, 39, 22, 49, , 5
2016/9/20, 75, 50, 21, 64, 1, 8
2016/9/21, 86, 55, 29, 72, , 8
2016/9/22, 91, 45, 26, 65, 1, 7
2016/9/23, 84, 48, 36, 63, , 6
2016/9/24, 79, 33, 23, 48, , 4
2016/9/25, 64, 43, 19, 56, 1, 6
2016/9/26, 70, 41, 25, 54, , 5
2016/9/27, 61, 35, 20, 49, , 5
2016/9/28, 58, 29, 15, 36, , 4
2016/9/29, 49, 36, 21, 53, , 6
2016/9/30, 57, 26, 22, 40, , 4
2016/4/1, 98, 44, 15, 46, 1, 5
2016/4/2, 94, 39, 28, 43, , 4
2016/4/3, 83, 25, 29, 44, 1, 4
2016/4/4, 57, 41, 28, 49, 1, 5
2016/4/5, 70, 42, 27, 49, , 4
2016/4/6, 65, 26, 28, 43, , 4
2016/4/7, 53, 31, 22, 47, , 5
2016/4/8, 59, 38, 26, 50, , 4
2016/4/9, 71, 31, 32, 48, , 4
2016/4/10, 69, 29, 26, 50, , 5
2016/4/11, 63, 32, 24, 54, , 5
2016/4/12, 65, 31, 29, 52, , 5
2016/4/13, 68, 33, 26, 54, 1, 6
2016/4/14, 65, 28, 27, 42, , 4
2016/4/15, 52, 22, 30, 41, , 3
2016/4/16, 54, 24, 29, 42, , 3
2016/4/17, 59, 30, 31, 54, 1, 4
2016/4/18, 62, 47, 34, 64, 1, 5
2016/4/19, 71, 50, 35, 51, 1, 4
2016/4/20, 74, 45, 29, 56, , 5
2016/4/21, 68, 58, 17, 54, , 6
2016/4/22, 94, 43, 26, 38, , 3
2016/4/23, 77, 24, 27, 42, , 3
2016/4/24, 52, 29, 28, 48, , 3
2016/4/25, 56, 22, 30, 42, 1, 4
2016/4/26, 44, 23, 31, 35, , 4
2016/4/27, 37, 27, 32, 46, 1, 5
2016/4/28, 47, 29, 30, 39, , 4
2016/4/29, 45, 23, 28, 36, , 3
2016/4/30, 45, 29, 38, 31, , 3
2016/5/1, 45, 30, 32, 49, 1, 5
2016/5/2, 52, 31, 33, 42, , 4
2016/5/3, 62, 38, 39, 54, 1, 5
2016/5/4, 76, 50, 45, 51, , 3
2016/5/5, 64, 51, 44, 58, 1, 4
2016/5/6, 74, 58, 43, 56, , 4
2016/5/7, 88, 58, 47, 59, 1, 4
2016/5/8, 92, 42, 42, 46, , 5
2016/5/9, 61, 30, 27, 45, , 5
2016/5/10, 62, 36, 20, 49, , 6
2016/5/11, 78, 35, 29, 50, , 6
2016/5/12, 74, 63, 31, 47, , 6
2016/5/13, 134, 47, 33, 36, , 2
2016/5/14, 63, 33, 36, 42, , 3
2016/5/15, 63, 39, 34, 50, , 3
2016/5/16, 72, 41, 34, 59, , 5
2016/5/17, 67, 43, 38, 50, , 4
2016/5/18, 62, 31, 31, 39, , 5
2016/5/19, 53, 32, 24, 47, , 5
2016/5/20, 64, 32, 27, 41, , 4
2016/5/21, 65, 27, 25, 45, , 4
2016/5/22, 70, 25, 23, 37, , 4
2016/5/23, 61, 33, 25, 44, , 4
2016/5/24, 60, 43, 28, 46, , 4
2016/5/25, 70, 48, 24, 51, , 5
2016/5/26, 88, 44, 39, 55, , 6
2016/5/27, 82, 43, 32, 54, , 4
2016/5/28, 85, 53, 22, 40, , 4
2016/5/29, 120, 34, 26, 40, , 4
2016/5/30, 81, 18, 22, 38, , 5
2016/5/31, 43, 39, 14, 40, , 6
2016/6/1, 81, 31, 21, 38, , 5
2016/6/2, 62, 28, 20, 43, , 6
2016/6/3, 62, 34, 20, 36, , 5
2016/6/4, 69, 43, 23, 37, , 4
2016/6/5, 97, 55, 21, 53, , 6
2016/6/6, 118, 51, 47, 59, , 8
2016/6/7, 95, 52, 40, 46, , 5
2016/6/8, 90, 46, 34, 47, , 5
2016/6/9, 77, 48, 44, 63, , 6
2016/6/10, 77, 37, 37, 53, , 4
2016/6/11, 68, 33, 30, 40, , 3
2016/6/12, 69, 28, 22, 35, , 4
2016/6/13, 50, 26, 21, 33, , 4
2016/6/14, 49, 25, 21, 37, , 4
2016/6/15, 38, 29, 17, 46, , 5
2016/6/16, 55, 34, 26, 43, , 4
2016/6/17, 52, 28, 27, 40, , 4
2016/6/18, 51, 31, 34, 39, , 3
2016/6/19, 57, 27, 21, 41, , 4
2016/6/20, 52, 26, 11, 31, , 5
2016/6/21, 48, 36, 18, 48, , 6
2016/6/22, 62, 38, 41, 56, 1, 6
2016/6/23, 63, 31, 30, 36, , 5
2016/6/24, 52, 27, 27, 33, , 3
2016/6/25, 41, 25, 29, 30, , 3
2016/6/26, 37, 40, 24, 38, , 4
2016/6/27, 52, 29, 24, 43, , 5
2016/6/28, 49, 28, 26, 37, , 3
2016/6/29, 38, 29, 23, 37, , 4
2016/6/30, 48, 23, 17, 31, , 4
2016/1/4, 47, 24, 20, 41, 1, 4
2016/1/5, 51, 24, 16, 40, , 5
2016/1/6, 51, 24, 22, 40, , 4
2016/1/7, 54, 40, 16, 53, , 6
2016/1/8, 73, 29, 18, 41, , 4
2016/1/9, 65, 17, 24, 38, , 4
2016/1/10, 41, 20, 20, 44, , 4
2016/1/11, 47, 20, 21, 41, , 4
2016/1/12, 43, 33, 23, 45, , 5
2016/1/13, 53, 28, 17, 48, 1, 5
2016/1/14, 59, 27, 20, 47, , 5
2016/1/15, 48, 44, 14, 58, , 5
2016/1/16, 71, 60, 13, 52, , 5
2016/1/17, 87, 41, 15, 40, , 5
2016/1/18, 76, 52, 4, 46, 1, 6
2016/1/19, 112, 64, 3, 52, 1, 8
2016/1/20, 143, 61, 5, 51, , 8
2016/1/21, 140, 51, 3, 48, , 6
2016/1/22, 109, 37, 13, 44, , 4
2016/1/23, 73, 39, 5, 38, , 5
2016/1/24, 85, 51, 6, 46, , 6
2016/1/25, 92, 43, 18, 39, 1, 5
2016/1/26, 77, 41, 23, 31, , 3
2016/1/27, 53, 39, 20, 52, 1, 7
2016/1/28, 59, 37, 17, 46, , 5
2016/1/29, 56, 17, 22, 33, 1, 3
2016/1/30, 37, 17, 19, 40, , 3
2016/1/31, 46, 28, 25, 40, 1, 4
2016/2/1, 45, 23, 22, 35, , 4
2016/2/2, 44, 27, 23, 41, 1, 4
2016/2/3, 46, 27, 15, 44, , 5
2016/2/4, 51, 29, 17, 47, , 6
2016/2/5, 54, 34, 21, 44, , 4
2016/2/6, 62, 20, 27, 31, , 2
2016/2/7, 44, 23, 28, 32, , 3
2016/2/8, 41, 20, 26, 39, , 3
2016/2/9, 44, 22, 26, 41, , 4
2016/2/10, 40, 34, 22, 51, , 5
2016/2/11, 57, 28, 17, 45, , 4
2016/2/12, 62, 28, 17, 49, , 5
2016/2/13, 68, 22, 18, 42, 1, 4
2016/2/14, 56, 31, 22, 40, , 4
2016/2/15, 54, 40, 14, 47, 1, 5
2016/2/16, 66, 55, 10, 56, 1, 8
2016/2/17, 103, 48, 10, 49, , 6
2016/2/18, 100, 41, 19, 53, , 5
2016/2/19, 69, 20, 21, 35, , 3
2016/2/20, 47, 15, 21, 29, , 3
2016/2/21, 36, 24, 25, 35, , 3
2016/2/22, 46, 26, 25, 48, 1, 5
2016/2/23, 55, 45, 19, 56, 1, 7
2016/2/24, 84, 44, 18, 49, 1, 6
2016/2/25, 86, 59, 22, 59, 1, 7
2016/2/26, 119, 46, 19, 44, , 4
2016/2/27, 95, 44, 23, 34, , 3
2016/2/28, 93, 41, 24, 37, , 4
2016/2/29, 77, 39, 14, 47, 1, 4
2016/3/1, 76, 22, 24, 39, , 3
2016/3/2, 45, 28, 24, 41, , 4
2016/3/3, 47, 29, 22, 51, , 5
2016/3/4, 58, 28, 24, 49, , 4
2016/3/5, 62, 29, 26, 44, , 3
2016/3/6, 61, 29, 22, 47, , 5
2016/3/7, 59, 37, 22, 52, 1, 5
2016/3/8, 64, 31, 21, 43, , 4
2016/3/9, 60, 41, 17, 50, 1, 6
2016/3/10, 74, 71, 24, 50, 2, 6
2016/3/11, 135, 62, 30, 50, 1, 5
2016/3/12, 142, 54, 26, 42, , 4
2016/3/13, 118, 47, 20, 44, , 4
2016/3/14, 92, 51, 18, 48, 1, 5
2016/3/15, 101, 51, 22, 40, 1, 5
2016/3/16, 99, 48, 21, 48, , 6
2016/3/17, 98, 67, 13, 49, 1, 6
2016/3/18, 148, 45, 18, 42, , 4
2016/3/19, 94, 39, 21, 40, , 3
2016/3/20, 83, 39, 24, 46, 1, 5
2016/3/21, 72, 45, 29, 50, , 5
2016/3/22, 80, 45, 22, 48, 1, 5
2016/3/23, 84, 53, 22, 57, 1, 5
2016/3/24, 102, 39, 20, 47, 1, 5
2016/3/25, 82, 32, 23, 41, , 3
2016/3/26, 68, 18, 31, 28, , 2
2016/3/27, 40, 20, 28, 25, , 2
2016/3/28, 40, 25, 26, 40, , 4
2016/3/29, 47, 29, 22, 52, , 5
2016/3/30, 59, 24, 22, 44, , 4
2016/3/31, 62, 44, 23, 46, , 5
2015/10/1, 66, 51, 21, 60, 1, 7
2015/10/2, 75, 63, 18, 65, 1, 7
2015/10/3, 102, 56, 18, 42, , 5
2015/10/4, 101, 32, 13, 43, , 6
