date, pm25, pm10, o3, no2, so2, co
2018/3/14, 56, 21, 28, 56, 5, 6
2018/3/15, 59, 30, 31, 61, 6, 7
2018/3/16, 63, 25, 24, 30, 2, 7
2018/3/17, 63, 32, 23, 29, 2, 7
2018/3/18, 72, 36, 32, 35, 1, 9
2018/3/19, 60, 33, 32, 43, , 8
2018/3/20, 52, 35, 26, 83, 3, 11
2018/3/21, 68, 32, 31, 58, 2, 5
2018/3/22, 59, 37, 34, 59, 4, 6
2018/3/23, 56, 42, 19, 42, 3, 5
2018/3/24, 93, 45, 27, 35, 2, 5
2018/3/25, 101, 35, 30, 50, 3, 9
2018/3/26, 66, 23, 31, 51, 4, 7
2018/3/27, 57, 22, 27, 58, 4, 7
2018/3/28, 57, 26, 28, 60, 4, 8
2018/3/29, 53, 17, 25, 47, 4, 6
2018/3/30, 52, 17, 23, 36, 4, 6
2018/3/31, 55, 17, 27, 32, 3, 6
2017/10/1, 48, 26, 24, 47, 4, 2
2017/10/2, 60, 20, 23, 37, 3, 3
2017/10/3, 58, 23, 22, 52, 5, 3
2017/10/4, 57, 15, 24, 31, 2, 2
2017/10/5, 48, 19, 21, 38, 2, 4
2017/10/6, 54, 16, 20, 39, 4, 4
2017/10/7, 55, 18, 20, 33, 3, 4
2017/10/8, 57, 25, 12, 51, 6, 6
2017/10/9, 71, 21, 17, 44, 4, 5
2017/10/10, 59, 22, 20, 44, 4, 5
2017/10/11, 51, 38, 17, 53, 6, 6
2017/10/12, 68, 27, 16, 43, 4, 5
2017/10/13, 68, 28, 17, 40, 4, 5
2017/10/14, 75, 35, 29, 42, 4, 6
2017/10/15, 87, 40, 27, 43, 4, 6
2017/10/16, 87, 38, 25, 52, 5, 7
2017/10/17, 69, 44, 8, 40, 5, 6
2017/10/18, 103, 37, 21, 42, 4, 5
2017/10/19, 91, 24, 25, 59, 5, 6
2017/10/20, 55, 23, 28, 37, 3, 4
2017/10/21, 56, 15, 26, 37, 3, 4
2017/10/22, 49, 24, 18, 53, 5, 7
2017/10/23, 61, 22, 20, 48, 4, 6
2017/10/24, 66, 27, 25, 55, 4, 7
2017/10/25, 72, 30, 6, 48, 6, 7
2017/10/26, 89, 27, 17, 37, 3, 5
2017/10/27, 75, 24, 17, 44, 5, 6
2017/10/28, 66, 16, 25, 27, 4, 3
2017/10/29, 52, 29, 16, 45, 4, 6
2017/10/30, 71, 35, 13, 69, 6, 10
2017/10/31, 75, 38, 12, 69, 7, 10
2017/11/1, 84, 52, 3, 52, 9, 10
2017/11/2, 110, 54, 11, 64, 10, 9
2017/11/3, 123, 35, 13, 35, 28, 5
2017/11/4, 88, 30, 20, 30, 9, 4
2017/11/5, 82, 40, 11, 52, 11, 7
2017/11/6, 94, 24, 20, 47, 9, 6
2017/11/7, 60, 23, 22, 35, 7, 4
2017/11/8, 60, 34, 4, 50, 9, 8
2017/11/9, 75, 25, 24, 41, 7, 6
2017/11/10, 57, 28, 16, 42, 2, 5
2017/11/11, 65, 17, 25, 26, 2, 4
2017/11/12, 53, 24, 17, 34, 2, 4
2017/11/13, 67, 33, 11, 56, 6, 8
2017/11/14, 64, 34, 8, 49, 5, 8
2017/11/15, 81, 30, 14, 47, 4, 7
2017/11/16, 71, 35, 14, 52, 3, 7
2017/11/17, 85, 29, 11, 44, 5, 5
2017/11/18, 72, 25, 12, 42, 3, 4
2017/11/19, 61, 25, 15, 47, 7, 6
2017/11/20, 61, 30, 20, 48, 7, 6
2017/11/21, 63, 33, 27, 44, 5, 5
2017/11/22, 66, 27, 27, 54, 7, 6
2017/11/23, 54, 31, 10, 45, 5, 6
2017/11/24, 88, 29, 17, 40, 6, 7
2017/11/25, 78, 23, 19, 38, 4, 6
2017/11/26, 52, 19, 22, 42, 6, 6
2017/11/27, 49, 22, 14, 35, 4, 5
2017/11/28, 57, 18, 16, 35, 2, 4
2017/11/29, 52, 21, 20, 29, 2, 4
2017/11/30, 51, 20, 25, 29, 2, 4
2017/12/1, 52, 35, 8, 47, 6, 8
2017/12/2, 82, 32, 8, 35, 3, 5
2017/12/3, 67, 31, 7, 43, 4, 6
2017/12/4, 65, 26, 13, 54, 7, 8
2017/12/5, 57, 23, 22, 64, 7, 8
2017/12/6, 56, 22, 22, 39, 4, 8
2017/12/7, 57, 17, 19, 41, 3, 7
2017/12/8, 50, 31, 13, 53, 6, 9
2017/12/9, 78, 27, 16, 38, 3, 8
2017/12/10, 55, 14, 15, 33, 2, 6
2017/12/11, 53, 33, 4, 63, 10, 11
2017/12/12, 86, 20, 19, 57, 9, 10
2017/12/13, 58, 28, 23, 64, 13, 8
2017/12/14, 61, 19, 14, 33, 14, 4
2017/12/15, 57, 22, 7, 35, 13, 4
2017/12/16, 57, 24, 9, 40, 14, 5
2017/12/17, 68, 32, 16, 38, 15, 6
2017/12/18, 76, 46, 2, 57, 20, 9
2017/12/19, 107, 35, 2, 48, 13, 7
2017/12/20, 86, 31, 12, 49, 6, 6
2017/12/21, 76, 27, 12, 42, 2, 5
2017/12/22, 67, 18, 19, 34, 2, 5
2017/12/23, 52, 12, 24, 29, 5, 4
2017/12/24, 42, 16, 27, 19, 14, 4
2017/12/25, 49, 12, 26, 31, 22, 5
2017/12/26, 37, 10, 27, 24, 21, 4
2017/12/27, 39, 25, 12, 45, 6, 5
2017/12/28, 55, 21, 26, 45, 4, 4
2017/12/29, 54, 29, 28, 38, 4, 3
2017/12/30, 60, 9, 30, 7, 1, 3
2017/12/31, 24, 18, 28, 40, 4, 4
2017/7/1, 63, 18, 31, 25, 1, 2
2017/7/2, 51, 21, 26, 53, 4, 3
2017/7/3, 56, 21, 26, 63, 5, 4
2017/7/4, 60, 26, 31, 53, 3, 2
2017/7/5, 66, 35, 56, 67, 3, 4
2017/7/6, 84, 23, 34, 47, 3, 3
2017/7/7, 67, 19, 34, 31, 2, 4
2017/7/8, 58, 24, 43, 59, 3, 5
2017/7/9, 63, 21, 29, 47, 3, 3
2017/7/10, 57, 20, 21, 57, 4, 4
2017/7/11, 56, 18, 25, 31, 2, 2
2017/7/12, 52, 25, 35, 61, 5, 4
2017/7/13, 60, 21, 26, 27, 2, 5
2017/7/14, 64, 21, 20, 36, 4, 5
2017/7/15, 59, 15, 14, 24, 3, 3
2017/7/16, 49, 24, 35, 37, 2, 4
2017/7/17, 54, 34, 42, 50, 3, 5
2017/7/18, 68, 32, 33, 47, 3, 6
2017/7/19, 74, 24, 23, 42, 4, 4
2017/7/20, 59, 21, 28, 42, 3, 5
2017/7/21, 59, 17, 25, 41, 3, 4
2017/7/22, 50, 18, 23, 35, 4, 4
2017/7/23, 54, 15, 23, 27, 2, 3
2017/7/24, 52, 21, 29, 32, 2, 2
2017/7/25, 64, 25, 21, 44, 4, 4
2017/7/26, 62, 27, 22, 39, 4, 5
2017/7/27, 58, 27, 23, 35, 3, 6
2017/7/28, 53, 22, 24, 39, 4, 3
2017/7/29, 52, 20, 28, 29, 3, 3
2017/7/30, 48, 33, 27, 36, 4, 3
2017/7/31, 54, 23, 29, 39, 5, 2
2017/8/1, 53, 17, 25, 35, 5, 2
2017/8/2, 52, 30, 27, 33, 4, 3
2017/8/3, 53, 25, 28, 43, 4, 4
2017/8/4, 58, 22, 29, 26, 2, 3
2017/8/5, 57, 20, 32, 34, 2, 5
2017/8/6, 53, 21, 25, 38, 3, 5
2017/8/7, 57, 17, 72, 27, 3, 4
2017/8/8, 67, 15, 74, 29, 2, 3
2017/8/9, 59, 25, 29, 33, 1, 3
2017/8/10, 63, 28, 27, 51, 4, 3
2017/8/11, 67, 14, 27, 28, 2, 3
2017/8/12, 51, 17, 36, 31, 1, 2
2017/8/13, 55, 24, 35, 56, 3, 3
2017/8/14, 61, 21, 30, 43, 2, 3
2017/8/15, 60, 22, 39, 50, 3, 3
2017/8/16, 58, 21, 30, 44, 3, 3
2017/8/17, 58, 22, 24, 46, 4, 3
2017/8/18, 56, 17, 29, 34, 2, 3
2017/8/19, 49, 18, 30, 38, 2, 3
2017/8/20, 51, 20, 19, 38, 3, 3
2017/8/21, 54, 35, 17, 42, 3, 4
2017/8/22, 90, 44, 35, 40, 2, 4
2017/8/23, 92, 21, 44, 46, 4, 3
2017/8/24, 57, 35, 58, 56, 4, 4
2017/8/25, 77, 28, 40, 42, 2, 4
2017/8/26, 78, 27, 35, 34, 1, 4
2017/8/27, 79, 45, 49, 52, 2, 5
2017/8/28, 117, 32, 23, 45, 4, 4
2017/8/29, 83, 55, 19, 29, 2, 4
2017/8/30, 71, 27, 26, 45, 4, 3
2017/8/31, 63, 23, 29, 36, 2, 3
2017/9/1, 73, 23, 31, 44, 2, 3
2017/9/2, 66, 18, 32, 40, 2, 3
2017/9/3, 52, 18, 22, 42, 4, 4
2017/9/4, 57, 17, 21, 44, 4, 3
2017/9/5, 52, , , , , 
2017/9/8, 24, 9, 22, 19, 2, 3
2017/9/9, 25, 17, 25, 32, 3, 3
2017/9/10, 46, 18, 26, 41, 4, 3
2017/9/11, 53, 17, 27, 46, 4, 3
2017/9/12, 50, 17, 36, 44, 4, 3
2017/9/13, 50, 14, 43, 34, 2, 3
2017/9/14, 51, 15, 41, 38, 3, 3
2017/9/15, 57, 15, 22, 28, 2, 4
2017/9/16, 62, 13, 27, 26, 1, 4
2017/9/17, 53, 21, 24, 36, 1, 3
2017/9/18, 70, 23, 18, 42, 2, 3
2017/9/19, 78, 28, 18, 55, 5, 3
2017/9/20, 68, 23, 24, 56, 4, 3
2017/9/21, 63, 23, 21, 56, 6, 3
2017/9/22, 63, 19, 24, 43, 3, 3
2017/9/23, 59, 29, 32, 40, 2, 3
2017/9/24, 88, 43, 13, 46, 3, 4
2017/9/25, 120, 43, 12, 44, 3, 4
2017/9/26, 119, 49, 27, 53, 4, 4
2017/9/27, 146, 25, 24, 59, 5, 3
2017/9/28, 65, 28, 19, 55, 5, 3
2017/9/29, 73, 20, 24, 50, 4, 3
2017/9/30, 56, 13, 23, 35, 3, 3
2017/4/1, 60, 23, 34, 33, 2, 3
2017/4/2, 65, 34, 37, 56, 4, 5
2017/4/3, 93, 27, 28, 37, 2, 3
2017/4/4, 70, 28, 33, 38, 1, 2
2017/4/5, 77, 35, 30, 46, 2, 4
2017/4/6, 87, 36, 33, 40, 2, 5
2017/4/7, 88, 47, 43, 67, 4, 7
2017/4/8, 110, 46, 44, 49, 3, 6
2017/4/9, 102, 24, 36, 32, 1, 4
2017/4/10, 62, 25, 34, 38, 2, 5
2017/4/11, 57, 27, 34, 41, 3, 6
2017/4/12, 65, 26, 34, 35, 2, 5
2017/4/13, 66, 20, 30, 39, 3, 6
2017/4/14, 51, 17, 39, 29, 1, 5
2017/4/15, 47, 17, 35, 30, 1, 6
2017/4/16, 54, 18, 32, 28, 1, 6
2017/4/17, 49, 23, 36, 34, , 6
2017/4/18, 47, 25, 33, 55, 1, 4
2017/4/19, 59, 32, 33, 54, 4, 3
2017/4/20, 77, 36, 45, 37, 3, 3
2017/4/21, 81, 22, 70, 33, 1, 2
2017/4/22, 60, 25, 47, 37, 2, 3
2017/4/23, 58, 29, 24, 39, 4, 4
2017/4/24, 73, 20, 28, 29, 2, 3
2017/4/25, 55, 20, 24, 31, 1, 3
2017/4/26, 58, 28, 28, 45, 4, 5
2017/4/27, 62, 28, 24, 41, 3, 4
2017/4/28, 70, 26, 35, 50, 4, 5
2017/4/29, 64, 27, 37, 32, 3, 4
2017/4/30, 67, 16, 30, 30, 2, 4
2017/5/1, 45, 33, 29, 37, 2, 4
2017/5/2, 70, 35, 32, 35, 1, 4
2017/5/3, 77, 39, 30, 37, 1, 3
2017/5/4, 78, 29, 33, 36, 1, 3
2017/5/5, 57, 33, 29, 29, 2, 2
2017/5/6, 89, 30, 36, 25, 1, 3
2017/5/7, 78, 31, 32, 29, 1, 2
2017/5/8, 62, 31, 32, 36, 1, 2
2017/5/9, 61, 31, 29, 54, 3, 4
2017/5/10, 67, 47, 27, 55, 5, 5
2017/5/11, 112, 33, 33, 52, 5, 5
2017/5/12, 84, 31, 38, 48, 3, 3
2017/5/13, 72, 21, 33, 35, 2, 3
2017/5/14, 51, 24, 25, 48, 4, 4
2017/5/15, 57, 26, 24, 46, 4, 5
2017/5/16, 60, 28, 16, 42, 5, 5
2017/5/17, 78, 28, 25, 40, 3, 5
2017/5/18, 72, 22, 30, 44, 3, 6
2017/5/19, 61, 21, 32, 49, 3, 6
2017/5/20, 53, 19, 38, 46, 2, 5
2017/5/21, 51, 29, 41, 61, 3, 7
2017/5/22, 72, 23, 25, 47, 3, 7
2017/5/23, 59, 26, 95, 47, 2, 5
2017/5/24, 71, 35, 57, 60, 3, 6
2017/5/25, 73, 30, 40, 56, 3, 6
2017/5/26, 70, 28, 40, 48, 2, 6
2017/5/27, 73, 23, 33, 38, 2, 5
2017/5/28, 62, 24, 34, 40, 2, 6
2017/5/29, 63, 20, 28, 47, 4, 6
2017/5/30, 58, 25, 22, 40, 4, 5
2017/5/31, 59, 25, 35, 54, 5, 5
2017/6/1, 63, 30, 32, 52, 4, 5
2017/6/2, 85, 23, 34, 32, 3, 3
2017/6/3, 59, 18, 30, 35, 3, 4
2017/6/4, 48, 21, 30, 43, 4, 4
2017/6/5, 53, 19, 27, 43, 5, 5
2017/6/6, 51, 89, 27, 46, 4, 5
2017/6/7, 53, 22, 25, 50, 4, 5
2017/6/8, 62, 27, 27, 49, 5, 5
2017/6/9, 63, 22, 29, 36, 3, 4
2017/6/10, 59, 19, 32, 32, 3, 4
2017/6/11, 53, 21, 27, 43, 4, 5
2017/6/12, 55, 24, 27, 44, 4, 4
2017/6/13, 61, 29, 43, 48, 3, 4
2017/6/14, 67, 31, 32, 50, 4, 5
2017/6/15, 71, 25, 29, 33, 3, 4
2017/6/16, 63, 27, 38, 37, 2, 5
2017/6/17, 74, 28, 63, 47, 2, 5
2017/6/18, 77, 39, 67, 66, 3, 6
2017/6/19, 92, 45, 38, 63, 2, 6
2017/6/20, 105, 43, 81, 63, 3, 6
2017/6/21, 96, 36, 45, 52, 4, 6
2017/6/22, 81, 22, 27, 46, 4, 5
2017/6/23, 56, 20, 22, 34, 3, 5
2017/6/24, 52, 15, 22, 27, 3, 4
2017/6/25, 44, 23, 30, 36, 2, 3
2017/6/26, 52, 28, 22, 45, 3, 4
2017/6/27, 67, 21, 21, 33, 2, 3
2017/6/28, 68, 20, 20, 57, 5, 3
2017/6/29, 58, 20, 25, 32, 2, 2
2017/6/30, 61, 22, 27, 33, 2, 2
2017/1/2, 72, 28, 13, 49, 6, 4
2017/1/3, 64, 33, 19, 45, 3, 2
2017/1/4, 73, 45, 11, 57, 4, 7
2017/1/5, 98, 46, 13, 72, 7, 7
2017/1/6, 101, 26, 13, 38, 4, 4
2017/1/7, 86, 29, 11, 45, 5, 5
2017/1/8, 89, 24, 19, 52, 6, 4
2017/1/9, 71, 34, 13, 50, 6, 4
2017/1/10, 82, 56, 27, 42, 5, 3
2017/1/11, 74, 24, 24, 51, 7, 4
2017/1/12, 68, 24, 25, 35, 8, 2
2017/1/13, 70, 24, 19, 36, 4, 3
2017/1/14, 68, 24, 13, 39, 4, 3
2017/1/15, 64, 30, 11, 52, 4, 3
2017/1/16, 80, 45, 12, 59, 5, 4
2017/1/17, 99, 61, 6, 72, 7, 7
2017/1/18, 125, 60, 6, 61, 5, 5
2017/1/19, 132, 49, 10, 58, 4, 4
2017/1/20, 97, 50, 9, 54, 5, 5
2017/1/21, 104, 73, 6, 63, 8, 13
2017/1/22, 164, 83, 6, 74, 13, 15
2017/1/23, 177, 66, 6, 71, 11, 12
2017/1/24, 155, 47, 7, 64, 8, 10
2017/1/25, 119, 59, 12, 47, 5, 5
2017/1/26, 143, 62, 6, 47, 5, 5
2017/1/27, 143, 39, 25, 45, 5, 4
2017/1/28, 69, 23, 24, 41, 4, 3
2017/1/29, 50, 31, 16, 41, 5, 3
2017/1/30, 79, 33, 11, 40, 5, 4
2017/1/31, 97, 24, 18, 44, 6, 5
2017/2/1, 73, 26, 26, 39, 5, 3
2017/2/2, 59, 31, 31, 50, 5, 4
2017/2/3, 54, 33, 19, 64, 6, 6
2017/2/4, 68, 28, 17, 43, 4, 4
2017/2/5, 78, 42, 20, 54, 6, 7
2017/2/6, 103, 35, 24, 55, 5, 5
2017/2/7, 79, 41, 10, 44, 3, 2
2017/2/8, 91, 41, 17, 52, 2, 2
2017/2/9, 104, 50, 12, 43, 3, 3
2017/2/10, 133, 43, 17, 34, 3, 4
2017/2/11, 123, 49, 13, 35, 3, 5
2017/2/12, 133, 59, 11, 35, 3, 4
2017/2/13, 144, 50, 9, 46, 4, 4
2017/2/14, 108, 35, 19, 50, 4, 3
2017/2/15, 82, 36, 21, 57, 6, 4
2017/2/16, 69, 37, 20, 54, 6, 5
2017/2/17, 80, 37, 27, 49, 4, 4
2017/2/18, 92, 30, 24, 43, 4, 5
2017/2/19, 77, 25, 18, 40, 5, 4
2017/2/20, 66, 22, 23, 47, 5, 5
2017/2/21, 57, 19, 30, 50, 5, 2
2017/2/22, 59, 21, 32, 34, 3, 2
2017/2/23, 48, 25, 30, 44, 2, 3
2017/2/24, 61, 28, 31, 41, 3, 4
2017/2/25, 62, 15, 33, 34, 2, 4
2017/2/26, 47, 17, 36, 51, 5, 6
2017/2/27, 53, 25, 33, 49, 6, 5
2017/2/28, 55, 29, 33, 55, 5, 2
2017/3/1, 60, 32, 34, 48, 4, 2
2017/3/2, 60, 32, 29, 48, 3, 2
2017/3/3, 71, 26, 38, 45, 4, 2
2017/3/4, 60, 17, 36, 39, 3, 2
2017/3/5, 46, 26, 34, 37, 3, 2
2017/3/6, 57, 27, 31, 47, 3, 2
2017/3/7, 61, 27, 38, 51, 5, 2
2017/3/8, 77, 24, 31, 46, 3, 2
2017/3/9, 68, 28, 19, 56, 4, 4
2017/3/10, 69, 37, 20, 50, 4, 4
2017/3/11, 90, 39, 17, 38, 3, 3
2017/3/12, 102, 29, 29, 42, 2, 3
2017/3/13, 65, 28, 22, 43, 4, 4
2017/3/14, 72, 36, 19, 52, 5, 5
2017/3/15, 81, 37, 20, 50, 6, 6
2017/3/16, 92, 26, 28, 47, 4, 5
2017/3/17, 56, 21, 26, 37, 4, 5
2017/3/18, 53, 18, 29, 32, 3, 5
2017/3/19, 48, 23, 28, 46, 5, 6
2017/3/20, 53, 26, 30, 50, 5, 7
2017/3/21, 54, 24, 30, 51, 3, 7
2017/3/22, 55, 32, 26, 41, 2, 3
2017/3/23, 86, 40, 26, 37, 1, 2
2017/3/24, 96, 23, 37, 39, 1, 2
2017/3/25, 59, 19, 32, 33, 1, 2
2017/3/26, 53, 46, 24, 41, 2, 4
2017/3/27, 118, 50, 34, 50, 4, 5
2017/3/28, 121, 27, 35, 50, 3, 4
2017/3/29, 65, 28, 41, 59, 3, 4
2017/3/30, 64, 27, 38, 60, 4, 4
2017/3/31, 65, 24, 38, 50, 4, 4
2016/10/1, 63, 21, 23, 32, 3, 2
2016/10/2, 63, 29, 18, 53, 6, 5
2016/10/3, 71, 29, 17, 41, 9, 4
2016/10/4, 70, 28, 20, 38, 7, 2
2016/10/5, 57, 22, 26, 46, 3, 2
2016/10/6, 55, 26, 17, 45, 4, 2
2016/10/7, 72, 22, 26, 32, 4, 2
2016/10/8, 67, 17, 26, 29, 4, 2
2016/10/9, 53, 23, 24, 36, 5, 2
2016/10/10, 63, 23, 18, 42, 6, 3
2016/10/11, 65, 23, 18, 37, 7, 4
2016/10/12, 64, 26, 13, 36, 9, 6
2016/10/13, 71, 33, 11, 41, 11, 6
2016/10/14, 83, 31, 27, 50, 12, 7
2016/10/15, 77, 21, 29, 40, 8, 5
2016/10/16, 57, 28, 27, 59, 10, 8
2016/10/17, 65, 21, 28, 43, 8, 6
2016/10/18, 54, 22, 22, 36, 6, 5
2016/10/19, 66, 25, 19, 36, 7, 4
2016/10/20, 65, 24, 17, 41, 7, 4
2016/10/21, 74, 22, 18, 34, 8, 4
2016/10/22, 66, 24, 17, 33, 10, 3
2016/10/23, 70, 33, 11, 44, 10, 3
2016/10/24, 86, 44, 7, 52, 10, 5
2016/10/25, 109, 41, 20, 59, 8, 6
2016/10/26, 95, 33, 20, 57, 8, 6
2016/10/27, 80, 35, 24, 47, 8, 4
2016/10/28, 86, 46, 7, 55, 10, 7
2016/10/29, 106, 55, 3, 49, 16, 7
2016/10/30, 140, 58, 3, 50, 13, 7
2016/10/31, 141, 47, 17, 52, 6, 7
2016/11/1, 108, 34, 15, 63, 3, 4
2016/11/2, 89, 44, 11, 78, 8, 7
2016/11/3, 102, 36, 11, 65, 7, 5
2016/11/4, 84, 38, 21, 38, 5, 3
2016/11/5, 86, 25, 19, 26, 6, 3
2016/11/6, 74, 22, 21, 38, 5, 3
2016/11/7, 59, 33, 8, 51, 7, 4
2016/11/8, 80, 21, 13, 42, 6, 4
2016/11/9, 58, 30, 15, 51, 7, 6
2016/11/10, 65, 36, 13, 53, 4, 6
2016/11/11, 83, 27, 14, 45, 3, 5
2016/11/12, 75, 30, 18, 39, 2, 4
2016/11/13, 68, 39, 9, 59, 7, 5
2016/11/14, 85, 33, 15, 47, 7, 5
2016/11/15, 72, 27, 21, 56, 7, 3
2016/11/16, 62, 30, 24, 59, 7, 3
2016/11/17, 62, 28, 27, 66, 8, 5
2016/11/18, 59, 26, 17, 54, 6, 4
2016/11/19, 57, 17, 24, 37, 7, 4
2016/11/20, 62, 25, 24, 46, 8, 4
2016/11/21, 85, 25, 26, 50, 7, 7
2016/11/22, 53, 55, 12, 43, 7, 7
2016/11/23, 70, 23, 26, 41, 5, 5
2016/11/24, 48, 23, 25, 46, 4, 2
2016/11/25, 52, 29, 14, 38, 6, 6
2016/11/26, 76, 23, 23, 36, 5, 6
2016/11/27, 67, 26, 25, 48, 4, 7
2016/11/28, 57, 43, 6, 63, 6, 10
2016/11/29, 97, 83, 3, 86, 13, 18
2016/11/30, 151, 60, 3, 74, 12, 12
2016/12/1, 139, 52, 3, 56, 12, 6
2016/12/2, 124, 29, 20, 48, 10, 3
2016/12/3, 58, 31, 13, 47, 11, 3
2016/12/4, 67, 58, 1, 51, 15, 7
2016/12/5, 130, 59, 3, 59, 20, 8
2016/12/6, 147, 46, 9, 58, 15, 4
2016/12/7, 104, 40, 13, 53, 10, 3
2016/12/8, 96, 40, 12, 52, 7, 3
2016/12/9, 93, 34, 21, 43, 5, 3
2016/12/10, 82, 28, 14, 48, 5, 4
2016/12/11, 70, 32, 10, 49, 5, 5
2016/12/12, 75, 34, 13, 52, 6, 5
2016/12/13, 87, 43, 11, 55, 5, 5
2016/12/14, 98, 44, 4, 47, 4, 5
2016/12/15, 102, 53, 2, 49, 4, 5
2016/12/16, 125, 46, 2, 55, 5, 6
2016/12/17, 118, 36, 2, 56, 3, 4
2016/12/18, 100, 47, 3, 54, 4, 4
2016/12/19, 112, 40, 6, 45, 4, 5
2016/12/20, 102, 35, 21, 53, 5, 5
2016/12/21, 72, 38, 10, 67, 6, 6
2016/12/22, 76, 23, 25, 52, 4, 4
2016/12/23, 56, 32, 25, 46, 3, 3
2016/12/24, 58, 16, 29, 23, 3, 2
2016/12/25, 39, 20, 28, 72, 3, 4
2016/12/26, 47, 47, 3, 92, 5, 11
2016/12/27, 100, 60, 2, 92, 7, 13
2016/12/28, 141, 52, 4, 70, 6, 9
2016/12/29, 126, 46, 4, 49, 7, 7
2016/12/30, 119, 32, 8, 41, 4, 4
2016/12/31, 83, 16, 27, 13, 3, 2
2017/1/1, 48, 27, 23, 32, 2, 2
2016/7/1, 59, 19, 22, 39, 4, 5
2016/7/2, 60, 20, 27, 40, 4, 5
2016/7/3, 55, 22, 22, 46, 4, 5
2016/7/4, 63, 19, 28, 26, 3, 4
2016/7/5, 46, 21, 31, 35, 3, 1
2016/7/6, 53, 27, 29, 64, 6, 6
2016/7/7, 70, 24, 23, 41, 5, 9
2016/7/8, 71, 22, 17, 37, 4, 8
2016/7/9, 71, 18, 24, 31, 6, 8
2016/7/10, 64, 22, 20, 40, 6, 9
2016/7/11, 69, 26, 17, 38, 6, 8
2016/7/12, 73, 21, 19, 26, 6, 4
2016/7/13, 67, 20, 25, 31, 5, 2
2016/7/14, 68, 23, 19, 47, 6, 5
2016/7/15, 63, 17, 17, 29, 5, 4
2016/7/16, 54, 16, 20, 25, 5, 5
2016/7/17, 55, 24, 42, 48, 6, 7
2016/7/18, 65, 30, 40, 61, 7, 8
2016/7/19, 75, 37, 48, 59, 8, 9
2016/7/20, 87, 22, 28, 34, 7, 6
2016/7/21, 71, 35, 21, 45, 4, 7
2016/7/22, 94, 28, 42, 50, 4, 7
2016/7/23, 75, 20, 27, 34, 4, 6
2016/7/24, 54, 21, 25, 33, 4, 9
2016/7/25, 55, 24, 22, 40, 5, 11
2016/7/26, 62, 24, 18, 39, 4, 9
2016/7/27, 67, 26, 23, 49, 4, 7
2016/7/28, 62, 28, 17, 50, 6, 6
2016/7/29, 60, 23, 25, 30, 3, 7
2016/7/30, 69, 15, 26, 27, 3, 6
2016/7/31, 50, 23, 17, 47, 5, 9
2016/8/1, 58, 24, 16, 42, 5, 10
2016/8/2, 61, 26, 21, 44, 4, 9
2016/8/3, 58, 24, 22, 40, 4, 7
2016/8/4, 58, 22, 29, 40, 4, 7
2016/8/5, 61, 25, 34, 38, 4, 6
2016/8/6, 65, 21, 26, 32, 3, 7
2016/8/7, 53, 21, 23, 29, 3, 5
2016/8/8, 62, 25, 24, 29, 2, 4
2016/8/9, 64, 22, 23, 29, 3, 7
2016/8/10, 59, 22, 18, 32, 4, 8
2016/8/11, 61, 26, 29, 49, 5, 6
2016/8/12, 66, 19, 24, 38, 4, 3
2016/8/13, 55, 18, 27, 30, 2, 1
2016/8/14, 54, 21, 25, 43, 4, 2
2016/8/15, 56, 24, 31, 44, 4, 2
2016/8/16, 60, 32, 36, 53, 4, 2
2016/8/17, 74, 33, 37, 48, 4, 2
2016/8/18, 73, 34, 30, 54, 5, 3
2016/8/19, 86, 26, 27, 35, 4, 2
2016/8/20, 58, 16, 27, 32, 3, 2
2016/8/21, 48, 28, 26, 45, 4, 2
2016/8/22, 64, 29, 40, 65, 5, 2
2016/8/23, 69, 38, 53, 67, 6, 3
2016/8/24, 91, 40, 38, 51, 4, 4
2016/8/25, 101, 28, 28, 45, 5, 3
2016/8/26, 84, 31, 34, 41, 4, 3
2016/8/27, 77, 25, 27, 35, 4, 6
2016/8/28, 67, 23, 30, 31, 3, 3
2016/8/29, 72, 30, 39, 66, 5, 5
2016/8/30, 71, 29, 23, 57, 6, 4
2016/8/31, 68, 28, 26, 48, 6, 4
2016/9/1, 64, 27, 15, 44, 5, 7
2016/9/2, 67, 24, 22, 39, 5, 6
2016/9/3, 62, 20, 22, 26, 6, 6
2016/9/4, 52, 28, 12, 42, 5, 8
2016/9/5, 65, 32, 9, 41, 5, 8
2016/9/6, 80, 33, 37, 56, 3, 7
2016/9/7, 75, 33, 28, 56, 5, 6
2016/9/8, 77, 26, 25, 48, 5, 3
2016/9/9, 62, 24, 20, 40, 4, 2
2016/9/10, 60, 24, 29, 45, 4, 2
2016/9/11, 57, 27, 24, 50, 4, 3
2016/9/12, 62, 44, 44, 67, 4, 3
2016/9/13, 93, 40, 42, 69, 3, 2
2016/9/14, 94, 41, 47, 60, 3, 4
2016/9/15, 100, 37, 26, 29, 2, 3
2016/9/16, 81, 19, 18, 22, 2, 6
2016/9/17, 60, 21, 31, 28, 3, 6
2016/9/18, 70, 34, 20, 34, 3, 6
2016/9/19, 92, 28, 17, 38, 3, 5
2016/9/20, 83, 35, 36, 63, 4, 8
2016/9/21, 85, 34, 23, 59, 5, 8
2016/9/22, 78, 29, 28, 65, 6, 6
2016/9/23, 63, 23, 36, 54, 7, 2
2016/9/24, 61, 24, 30, 41, 7, 4
