date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210203,0,SO2,4,1,10,2,7,3,4,3,2,2,2,4,2,3,2,3,5,2,2,3,4,3,3,2,1,2,3,2,1,3,3,2,3,2,4
20210203,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,0,NO2,63,57,63,69,69,51,66,47,61,27,48,57,19,38,14,17,24,45,18,29,23,21,25,28,32,62,63,58,55,62,57,26,24,59,13
20210203,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,0,O3,2,2,2,2,2,2,1,4,1,25,1,4,32,8,37,35,31,10,30,19,30,29,15,28,21,5,2,10,6,2,1,23,17,5,37
20210203,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,0,CO,0.9,0.9,1.1,0.8,0.8,0.9,0.8,0.6,0.9,0.4,0.7,0.7,0.4,0.7,0.5,0.7,1,0.7,0.6,0.7,0.6,0.6,0.7,0.5,0.6,0.7,0.6,1,0.6,0.7,0.8,0.7,0.9,0.6,0.7
20210203,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,1,SO2,3,1,8,,5,4,3,5,6,2,1,6,2,3,1,3,4,2,2,4,4,3,3,2,1,3,4,1,1,3,4,1,1,2,
20210203,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,1,NO2,65,63,65,,66,52,64,52,65,33,43,59,17,31,14,18,35,37,16,30,13,16,29,33,34,61,57,69,54,66,53,22,21,58,
20210203,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,1,O3,2,1,2,,2,2,1,1,1,17,2,2,31,8,33,31,15,15,27,17,38,31,8,20,15,4,2,2,4,2,1,25,18,5,
20210203,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,1,CO,0.9,1,1.1,,0.6,0.8,0.8,0.7,0.9,0.5,0.7,0.8,0.4,0.7,0.5,0.8,1,0.7,0.6,0.8,0.6,0.5,0.7,0.5,0.6,0.8,0.7,1,0.6,1,0.8,0.6,0.8,0.5,
20210203,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,2,SO2,3,1,4,3,4,3,6,3,6,1,4,7,1,3,8,1,3,2,1,3,3,1,3,3,1,2,8,2,1,5,6,1,1,3,3
20210203,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,2,NO2,62,63,61,72,55,49,62,52,65,32,35,58,12,23,17,18,27,18,14,36,12,14,32,30,32,55,59,71,59,67,51,20,18,61,9
20210203,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,2,O3,1,2,2,2,6,2,1,2,1,17,8,3,33,13,28,26,19,28,29,9,38,27,3,19,13,3,2,1,2,2,1,26,19,4,37
20210203,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,2,CO,0.8,1,0.9,0.9,0.5,0.7,0.8,0.7,1,0.5,0.6,0.7,0.4,0.6,0.6,0.6,0.9,0.5,0.5,0.8,0.6,0.5,0.7,0.5,0.5,0.7,0.9,0.9,0.7,1,0.7,0.6,0.8,0.5,0.7
20210203,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,3,SO2,3,1,5,3,4,4,5,2,5,2,4,6,1,3,3,1,2,1,3,3,2,1,3,2,1,1,7,2,2,5,6,1,1,4,3
20210203,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,3,NO2,58,62,52,68,52,49,59,55,59,32,47,61,13,21,14,17,28,19,14,34,29,18,32,32,36,51,56,72,66,66,45,16,18,62,9
20210203,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,3,O3,2,2,2,2,5,2,2,2,3,17,3,1,32,9,30,28,11,26,26,8,19,26,2,18,9,3,2,1,2,2,1,28,19,4,36
20210203,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,3,CO,0.6,0.9,0.8,0.6,0.5,0.8,0.8,0.8,0.6,0.5,0.6,0.8,0.4,0.5,0.4,0.6,0.9,0.4,0.4,0.6,0.5,0.5,0.7,0.5,0.6,0.6,0.8,1,0.8,0.9,0.8,0.5,0.8,0.6,0.7
20210203,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,4,SO2,3,3,5,3,4,4,5,1,5,1,4,5,1,3,3,1,2,1,3,3,2,2,3,2,1,1,4,3,1,4,5,1,3,3,3
20210203,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,4,NO2,55,59,51,59,48,49,58,52,48,31,51,60,11,21,15,15,26,21,14,29,27,17,31,30,31,49,50,73,62,65,53,15,11,63,11
20210203,4,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210203,4,O3,2,1,2,1,6,2,1,2,12,15,2,1,31,8,27,22,13,22,22,9,20,24,7,18,12,6,2,1,1,1,1,28,25,,28
20210203,4,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
