date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210223,0,SO2,2,2,3,3,3,3,2,1,3,3,2,2,1,2,2,1,3,2,2,2,4,3,3,1,1,1,2,1,1,3,1,3,4,1,4
20210223,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,0,NO2,33,31,30,29,35,30,35,33,33,40,33,33,23,26,24,9,12,22,17,23,21,19,16,15,13,20,20,41,21,24,20,37,22,46,28
20210223,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,0,O3,38,40,35,40,33,48,33,28,31,24,28,33,34,33,36,68,65,56,53,40,47,54,55,55,59,55,46,35,46,47,52,29,38,32,39
20210223,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,0,CO,0.4,0.5,0.5,0.5,0.5,0.4,0.8,0.8,0.7,0.9,0.7,0.7,0.5,0.5,0.6,0.2,0.3,0.5,0.5,0.6,0.6,0.7,0.5,0.4,0.3,0.4,0.4,0.7,0.3,0.3,0.3,0.6,0.7,0.7,0.7
20210223,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,1,SO2,2,2,2,2,4,4,2,1,3,4,2,2,2,2,2,2,3,3,2,2,4,3,4,2,1,1,2,3,1,3,1,2,4,1,3
20210223,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,1,NO2,22,18,22,20,26,26,28,26,26,29,28,29,17,19,23,12,16,19,15,19,19,19,18,14,13,22,21,27,15,18,21,34,24,39,33
20210223,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210223,1,O3,53,57,47,55,48,55,43,36,42,37,32,37,45,43,40,62,58,58,54,45,52,43,48,55,55,49,41,49,53,55,52,30,32,38,32
20210223,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
