date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210320,0,SO2,3,3,2,3,4,3,3,1,3,3,3,1,1,3,3,3,2,1,3,1,1,3,3,3,3,3,1,3,3,3,3,1,1,3,3
20210320,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,0,NO2,28,32,31,34,35,52,32,27,32,21,25,23,26,21,15,36,36,18,13,39,28,21,19,40,32,35,30,19,25,23,24,34,16,23,21
20210320,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,0,O3,24,23,24,28,24,16,29,22,31,40,31,37,28,30,33,14,13,43,45,20,30,41,42,25,20,29,30,42,33,35,38,20,31,40,36
20210320,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,0,CO,0.8,0.8,0.7,0.6,0.8,0.9,0.7,0.8,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.9,1.1,0.7,0.8,0.7,0.7,0.6,0.7,0.6,0.9,0.7,0.7,0.9,0.7,0.7,0.7,0.8,0.7,1.2,0.7
20210320,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,1,SO2,3,3,2,3,4,3,3,1,3,3,3,1,1,3,3,3,2,1,3,1,3,3,3,3,3,3,3,3,3,,1,1,1,3,3
20210320,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,1,NO2,27,32,28,35,42,56,29,23,39,20,24,26,31,20,14,30,29,24,14,34,23,22,21,45,34,35,31,24,28,24,38,35,28,25,20
20210320,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,1,O3,22,20,26,24,13,10,30,19,21,38,29,30,19,28,29,17,17,35,42,21,35,36,37,16,15,26,27,35,26,30,19,19,13,34,37
20210320,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,1,CO,0.8,0.8,0.7,0.6,0.8,0.8,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,0.9,1,0.8,0.8,0.7,0.7,0.6,0.7,0.8,1,0.7,0.7,0.9,0.7,0.7,0.7,0.8,0.7,1.2,0.8
20210320,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,2,SO2,3,3,2,3,4,3,3,3,3,3,3,1,1,3,3,3,2,1,3,1,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3
20210320,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,2,NO2,28,34,33,41,36,43,31,29,43,25,23,28,43,23,13,32,30,29,28,31,22,27,26,49,37,37,36,23,33,,39,44,32,29,18
20210320,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,2,O3,20,18,18,14,18,19,27,10,13,30,28,26,9,23,24,15,13,25,28,21,34,27,28,12,8,20,19,29,19,23,15,8,12,27,32
20210320,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,2,CO,0.7,0.8,0.7,0.7,0.8,0.8,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.7,1,1,0.8,0.8,0.7,0.7,0.7,0.7,0.7,1.1,0.7,0.7,0.9,0.7,0.7,0.7,0.8,0.8,1.2,0.8
20210320,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,3,SO2,3,3,1,3,4,3,1,3,3,3,3,1,1,3,3,3,2,1,3,1,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3
20210320,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,3,NO2,25,35,35,44,41,38,36,30,40,23,32,24,42,24,12,35,34,27,18,23,20,32,33,61,43,50,43,21,32,,33,46,29,29,22
20210320,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,3,O3,23,14,14,10,9,22,21,8,13,31,14,26,6,22,29,10,8,25,33,27,31,18,17,3,4,7,11,26,17,16,18,3,12,23,28
20210320,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,3,CO,0.7,0.8,0.7,0.6,0.7,0.8,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,1,1.1,0.8,0.8,0.7,0.7,0.7,0.8,0.7,1,0.7,0.7,1,0.8,3,0.8,0.7,0.8,1.2,0.8
20210320,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,4,SO2,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3,3,2,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3
20210320,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,4,NO2,32,33,42,42,32,41,29,27,33,19,22,23,42,24,19,36,34,29,15,24,20,38,36,64,51,52,52,22,24,23,37,31,25,29,18
20210320,4,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,4,O3,15,15,6,10,19,18,25,10,19,28,21,25,6,18,26,6,5,22,32,25,27,11,13,2,2,4,1,23,21,,12,14,17,19,16
20210320,4,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,4,CO,0.7,0.8,0.7,0.6,0.7,0.8,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.7,1,1.1,0.7,0.8,0.7,0.7,0.7,0.8,0.7,0.9,0.7,0.7,1,0.8,0.8,0.9,0.7,0.8,1.2,0.8
20210320,4,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,5,SO2,3,3,2,3,4,3,3,3,3,3,3,1,1,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3
20210320,5,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210320,5,NO2,29,29,35,,,38,29,24,29,23,17,20,43,41,18,37,32,29,18,27,33,46,44,60,48,48,45,21,24,24,36,27,25,25,15
