date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210225,0,SO2,5,1,3,2,5,6,2,3,1,3,2,2,2,3,2,3,2,1,3,3,1,1,3,1,3,3,6,3,1,3,1,1,1,1,2
20210225,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,0,NO2,39,40,40,72,69,48,54,45,64,30,50,39,17,24,19,36,44,14,14,42,17,25,31,44,56,49,48,66,56,40,58,37,44,57,21
20210225,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,0,O3,23,19,16,4,5,29,7,1,2,34,6,25,23,16,21,14,7,33,36,12,45,34,14,24,2,24,17,8,7,25,2,18,2,16,40
20210225,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,0,CO,0.8,0.8,0.8,0.8,1.2,0.8,0.8,0.8,0.7,0.6,0.8,0.8,0.6,0.6,0.6,0.8,0.9,0.7,0.6,0.9,0.6,0.8,0.8,0.9,0.9,0.8,0.8,1,0.8,0.8,1.1,0.8,1.5,0.8,0.7
20210225,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,1,SO2,4,1,3,2,4,6,2,3,1,3,1,1,2,3,2,3,2,1,3,3,1,1,3,1,3,3,6,3,1,2,3,1,1,1,2
20210225,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,1,NO2,43,48,35,69,58,44,57,45,65,25,50,52,15,21,19,47,45,14,13,42,16,18,25,57,48,63,56,63,64,43,50,36,40,70,20
20210225,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,1,O3,16,13,20,4,8,30,1,2,1,39,2,10,24,18,24,3,4,30,34,9,35,35,12,10,2,9,8,7,3,21,2,16,2,2,38
20210225,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,1,CO,0.8,0.9,0.8,0.8,1,0.8,0.8,0.8,0.8,0.7,0.8,0.9,0.6,0.6,0.6,0.9,1,0.7,0.6,0.8,0.7,0.7,0.7,0.9,0.8,0.7,0.8,1,0.8,0.8,1.1,1,1.7,0.9,0.7
20210225,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,2,SO2,4,1,4,8,5,3,3,3,1,3,1,3,3,3,3,3,2,3,1,3,1,3,3,1,3,2,4,1,1,2,4,1,2,3,3
20210225,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,2,NO2,44,52,45,69,64,49,56,46,66,20,48,54,18,23,17,38,35,15,13,29,16,16,30,56,48,67,60,65,64,53,50,33,40,61,17
20210225,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,2,O3,12,5,10,1,1,21,1,2,1,45,1,6,20,15,23,7,9,27,28,19,33,27,5,5,2,3,3,2,2,12,2,16,2,4,39
20210225,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210225,2,CO,0.8,0.8,0.7,0.8,1.3,0.8,0.8,0.8,0.8,0.7,0.7,0.9,0.6,0.6,0.6,0.9,1,0.7,0.6,0.8,0.6,0.6,0.7,0.9,0.8,0.7,0.8,0.9,0.8,0.8,1.1,0.8,1.5,1,0.7
