"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"03/13/2011","51","Ozone","Perdue","12-086-0029","AQS"
"03/14/2011","54","PM2.5","Miami Fire Station","12-086-1016","AQS"
"03/15/2011","51","PM2.5","Belle Glade","12-099-0008","AQS"
"03/16/2011","48","Ozone","Royal Palm Beach","12-099-0009","AQS"
"03/17/2011","56","PM2.5","Belle Glade","12-099-0008","AQS"
"03/18/2011","64","Ozone","Royal Palm Beach","12-099-0009","AQS"
"03/19/2011","74","Ozone","Royal Palm Beach","12-099-0009","AQS"
"03/20/2011","74","Ozone","Royal Palm Beach","12-099-0009","AQS"
"03/21/2011","64","Ozone","Rosenstiel","12-086-0027","AQS"
"03/22/2011","56","PM2.5","Miami Fire Station","12-086-1016","AQS"
"03/23/2011","67","Ozone","AG Holley","12-099-0020","AQS"
"03/24/2011","48","PM2.5","Miami Fire Station","12-086-1016","AQS"
"03/25/2011","52","PM2.5","Belle Glade","12-099-0008","AQS"
"03/26/2011","46","PM2.5","Royal Palm Beach","12-099-0009","AQS"
