"Date","PM2.5 AQI Value","Main Pollutant","Site Name","Site ID","Source"
"05/20/2011","61","","Jersey City Firehouse","34-017-1003","AQS"
"05/21/2011","66","","DIVISION STREET","36-061-0134","AQS"
"05/22/2011","48","","Flemington","34-019-0001","AQS"
"05/23/2011","52","","PS 19","36-061-0128","AQS"
"05/24/2011","75","","Union City","34-017-2002","AQS"
"05/25/2011","62","","Elizabeth Lab","34-039-0004","AQS"
"05/26/2011","84","","Elizabeth Lab","34-039-0004","AQS"
"05/27/2011","88","","Elizabeth Lab","34-039-0004","AQS"
"05/28/2011","56","","Elizabeth Lab","34-039-0004","AQS"
"05/29/2011","56","","Flemington","34-019-0001","AQS"
"05/30/2011","69","","Fort Lee Library","34-003-0003","AQS"
"05/31/2011","66","","Elizabeth Lab","34-039-0004","AQS"
