date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20190220,0,PM2.5,14,17,15,11,15,15,19,17,,23,14,13,348,53,15,8,15,17,17,65,9,9,34,15,32,12,183,304,426,390,15,,17,6,6
20190220,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,0,PM10,,,,,17,,30,28,,,,,406,,,,,19,,,,,39,15,47,,,,457,419,,,,46,19
20190220,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,0,AQI,27,24,21,22,23,24,30,28,,33,25,19,398,73,21,22,31,25,24,88,30,22,49,25,47,27,233,354,451,427,21,,24,46,28
20190220,1,PM2.5,9,11,20,15,14,13,23,20,,19,21,19,354,20,12,8,11,24,14,11,11,9,40,16,29,10,56,162,395,361,17,,20,6,6
20190220,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,1,PM10,,,,,,,23,34,,,,,412,,,,,25,15,,,9,53,23,41,,,,418,394,,,,40,19
20190220,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,1,AQI,26,19,29,21,23,25,33,34,,27,30,27,403,29,20,20,29,34,20,22,27,21,56,23,41,26,76,212,430,407,24,,29,40,28
20190220,2,PM2.5,11,7,11,14,7,5,19,26,,22,69,25,356,20,9,7,12,16,18,5,15,8,36,23,28,9,11,43,405,325,16,,18,6,6
20190220,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,2,PM10,,,12,,16,,,43,,,,,406,,,,,18,21,,,9,47,34,33,9,,,412,372,,,,32,17
20190220,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,2,AQI,21,22,18,20,19,24,27,43,,31,93,36,404,29,21,19,28,25,26,18,21,20,51,34,40,25,21,60,437,375,23,,26,32,25
20190220,3,PM2.5,10,13,16,14,9,12,20,27,,22,215,23,359,135,9,11,13,18,17,5,9,10,35,22,29,10,3,17,390,95,9,,22,7,8
20190220,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,3,PM10,,,,,,,,56,,,,,418,161,,,,20,23,,12,,43,25,41,,,,397,257,,,,23,30
20190220,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,3,AQI,15,21,23,20,20,19,29,53,,31,265,33,406,179,22,18,26,26,24,20,20,20,50,31,41,24,20,24,427,154,18,,31,23,44
20190220,4,PM2.5,9,17,12,12,16,7,14,27,,16,87,27,324,265,9,9,10,18,22,7,10,9,37,21,34,7,4,19,391,49,10,,16,6,7
20190220,4,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,4,PM10,,,,,,9,20,41,,,102,,387,299,,,,24,26,,,11,49,28,43,10,,,393,278,,,,25,41
20190220,4,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,4,AQI,23,24,18,18,23,23,20,41,,23,115,39,374,315,29,18,24,26,31,10,14,18,53,30,49,23,19,27,427,164,14,,23,25,44
20190220,5,PM2.5,7,10,9,10,8,14,16,26,,15,24,20,217,279,11,6,11,25,20,8,10,7,44,21,31,11,2,51,350,68,11,,15,5,6
20190220,5,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20190220,5,PM10,9,,12,,16,,22,42,,,,,258,322,,7,,29,27,,,11,56,32,44,15,,,359,255,,,16,20,29
