Date,Nitrogen Dioxide AQI Value,Site Name,Site ID,Source
01/01/2011,40,Compton,06-037-1302,AQS
01/02/2011,41,Long Beach (hudson),06-037-4006,AQS
01/03/2011,37,Long Beach (hudson),06-037-4006,AQS
01/04/2011,52,Long Beach (hudson),06-037-4006,AQS
01/05/2011,51,Long Beach (hudson),06-037-4006,AQS
01/06/2011,60,Compton,06-037-1302,AQS
01/07/2011,47,Lax Hastings,06-037-5005,AQS
01/08/2011,32,Compton,06-037-1302,AQS
01/09/2011,101,Pasadena,06-037-2005,AQS
01/10/2011,56,Long Beach (hudson),06-037-4006,AQS
01/11/2011,48,Long Beach (hudson),06-037-4006,AQS
01/12/2011,45,Compton,06-037-1302,AQS
01/13/2011,57,Costa Mesa,06-059-1003,AQS
01/14/2011,68,Lax Hastings,06-037-5005,AQS
01/15/2011,62,Long Beach (hudson),06-037-4006,AQS
01/16/2011,70,Pico Rivera #2,06-037-1602,AQS
01/17/2011,97,Lax Hastings,06-037-5005,AQS
01/18/2011,80,West Los Angeles,06-037-0113,AQS
01/19/2011,73,Compton,06-037-1302,AQS
01/20/2011,66,Long Beach (hudson),06-037-4006,AQS
01/21/2011,63,Long Beach (hudson),06-037-4006,AQS
01/22/2011,48,Reseda,06-037-1201,AQS
01/23/2011,54,Lax Hastings,06-037-5005,AQS
01/24/2011,55,Long Beach (hudson),06-037-4006,AQS
01/25/2011,88,Long Beach (hudson),06-037-4006,AQS
01/26/2011,69,Long Beach (hudson),06-037-4006,AQS
01/27/2011,71,Long Beach (hudson),06-037-4006,AQS
01/28/2011,53,Long Beach (hudson),06-037-4006,AQS
01/29/2011,51,Lax Hastings,06-037-5005,AQS
01/30/2011,27,Compton,06-037-1302,AQS
01/31/2011,44,Lax Hastings,06-037-5005,AQS
02/01/2011,45,Pomona,06-037-1701,AQS
02/02/2011,53,Long Beach (hudson),06-037-4006,AQS
02/03/2011,56,Long Beach (hudson),06-037-4006,AQS
02/04/2011,47,Long Beach (hudson),06-037-4006,AQS
02/05/2011,60,Los Angeles-north Main Street,06-037-1103,AQS
02/06/2011,61,Lax Hastings,06-037-5005,AQS
02/07/2011,58,Compton,06-037-1302,AQS
02/08/2011,44,Lax Hastings,06-037-5005,AQS
02/09/2011,47,Lax Hastings,06-037-5005,AQS
02/10/2011,63,Lax Hastings,06-037-5005,AQS
02/11/2011,63,Long Beach (hudson),06-037-4006,AQS
02/12/2011,49,Pomona,06-037-1701,AQS
02/13/2011,44,Long Beach (north),06-037-4002,AQS
02/14/2011,42,Pomona,06-037-1701,AQS
02/15/2011,41,Los Angeles-north Main Street,06-037-1103,AQS
02/16/2011,33,Los Angeles-north Main Street,06-037-1103,AQS
02/17/2011,45,Long Beach (north),06-037-4002,AQS
02/18/2011,41,Long Beach (hudson),06-037-4006,AQS
02/19/2011,35,West Los Angeles,06-037-0113,AQS
02/20/2011,41,Long Beach (north),06-037-4002,AQS
02/21/2011,43,Long Beach (hudson),06-037-4006,AQS
02/22/2011,41,Pomona,06-037-1701,AQS
02/23/2011,43,Long Beach (hudson),06-037-4006,AQS
02/24/2011,40,Compton,06-037-1302,AQS
02/25/2011,43,Pomona,06-037-1701,AQS
02/26/2011,33,Compton,06-037-1302,AQS
02/27/2011,42,Anaheim,06-059-0007,AQS
02/28/2011,49,Pomona,06-037-1701,AQS
03/01/2011,47,Compton,06-037-1302,AQS
03/02/2011,47,Glendora,06-037-0016,AQS
03/03/2011,37,Long Beach (north),06-037-4002,AQS
03/04/2011,52,Burbank,06-037-1002,AQS
03/05/2011,47,Long Beach (north),06-037-4002,AQS
03/06/2011,38,Burbank,06-037-1002,AQS
03/07/2011,31,Pomona,06-037-1701,AQS
03/08/2011,50,Anaheim,06-059-0007,AQS
03/09/2011,55,Anaheim,06-059-0007,AQS
03/10/2011,64,Long Beach (hudson),06-037-4006,AQS
03/11/2011,43,Pomona,06-037-1701,AQS
03/12/2011,34,Burbank,06-037-1002,AQS
03/13/2011,35,Pomona,06-037-1701,AQS
03/14/2011,56,Los Angeles-north Main Street,06-037-1103,AQS
03/15/2011,44,Pomona,06-037-1701,AQS
03/16/2011,38,Burbank,06-037-1002,AQS
03/17/2011,48,Los Angeles-north Main Street,06-037-1103,AQS
03/18/2011,42,Pomona,06-037-1701,AQS
03/19/2011,28,Pomona,06-037-1701,AQS
03/20/2011,25,Lax Hastings,06-037-5005,AQS
03/21/2011,52,Pomona,06-037-1701,AQS
03/22/2011,42,Long Beach (hudson),06-037-4006,AQS
03/23/2011,37,Long Beach (north),06-037-4002,AQS
03/24/2011,38,Long Beach (hudson),06-037-4006,AQS
03/25/2011,35,Los Angeles-north Main Street,06-037-1103,AQS
03/26/2011,61,Pomona,06-037-1701,AQS
03/27/2011,33,Pomona,06-037-1701,AQS
03/28/2011,34,Lax Hastings,06-037-5005,AQS
03/29/2011,46,Los Angeles-north Main Street,06-037-1103,AQS
03/30/2011,57,Los Angeles-north Main Street,06-037-1103,AQS
03/31/2011,66,Lax Hastings,06-037-5005,AQS
04/01/2011,63,West Los Angeles,06-037-0113,AQS
04/02/2011,31,Pomona,06-037-1701,AQS
04/03/2011,30,Pomona,06-037-1701,AQS
04/04/2011,44,Pomona,06-037-1701,AQS
04/05/2011,46,Pasadena,06-037-2005,AQS
04/06/2011,35,Compton,06-037-1302,AQS
04/07/2011,27,Santa Clarita,06-037-6012,AQS
04/08/2011,39,Pico Rivera #2,06-037-1602,AQS
04/09/2011,38,Long Beach (hudson),06-037-4006,AQS
04/10/2011,39,Lax Hastings,06-037-5005,AQS
04/11/2011,44,Los Angeles-north Main Street,06-037-1103,AQS
04/12/2011,41,Burbank,06-037-1002,AQS
04/13/2011,30,Pomona,06-037-1701,AQS
04/14/2011,54,Pomona,06-037-1701,AQS
04/15/2011,60,Pomona,06-037-1701,AQS
04/16/2011,53,Long Beach (hudson),06-037-4006,AQS
04/17/2011,36,Pomona,06-037-1701,AQS
04/18/2011,26,Burbank,06-037-1002,AQS
04/19/2011,28,Los Angeles-north Main Street,06-037-1103,AQS
04/20/2011,36,Pomona,06-037-1701,AQS
04/21/2011,33,Burbank,06-037-1002,AQS
04/22/2011,27,Long Beach (hudson),06-037-4006,AQS
04/23/2011,28,Pomona,06-037-1701,AQS
04/24/2011,20,Pomona,06-037-1701,AQS
04/25/2011,29,Pico Rivera #2,06-037-1602,AQS
04/26/2011,44,Los Angeles-north Main Street,06-037-1103,AQS
04/27/2011,60,Azusa,06-037-0002,AQS
04/28/2011,61,Los Angeles-north Main Street,06-037-1103,AQS
04/29/2011,43,Burbank,06-037-1002,AQS
04/30/2011,46,Compton,06-037-1302,AQS
05/01/2011,42,Long Beach (hudson),06-037-4006,AQS
05/02/2011,56,Pico Rivera #2,06-037-1602,AQS
05/03/2011,57,Pico Rivera #2,06-037-1602,AQS
05/04/2011,65,Pico Rivera #2,06-037-1602,AQS
05/05/2011,58,Los Angeles-north Main Street,06-037-1103,AQS
05/06/2011,33,Burbank,06-037-1002,AQS
05/07/2011,33,Santa Clarita,06-037-6012,AQS
05/08/2011,15,Long Beach (hudson),06-037-4006,AQS
05/09/2011,29,Pico Rivera #2,06-037-1602,AQS
05/10/2011,30,Pomona,06-037-1701,AQS
05/11/2011,34,Pomona,06-037-1701,AQS
05/12/2011,44,Pomona,06-037-1701,AQS
05/13/2011,41,Lancaster-division Street,06-037-9033,AQS
05/14/2011,17,Los Angeles-north Main Street,06-037-1103,AQS
05/15/2011,23,Pomona,06-037-1701,AQS
05/16/2011,29,Pico Rivera #2,06-037-1602,AQS
05/17/2011,19,Long Beach (north),06-037-4002,AQS
05/18/2011,29,Burbank,06-037-1002,AQS
05/19/2011,30,Santa Clarita,06-037-6012,AQS
05/20/2011,37,Pomona,06-037-1701,AQS
05/21/2011,37,Pomona,06-037-1701,AQS
05/22/2011,25,Los Angeles-north Main Street,06-037-1103,AQS
05/23/2011,29,Pico Rivera #2,06-037-1602,AQS
05/24/2011,37,Pico Rivera #2,06-037-1602,AQS
05/25/2011,40,Long Beach (north),06-037-4002,AQS
05/26/2011,32,Pomona,06-037-1701,AQS
05/27/2011,39,Pomona,06-037-1701,AQS
05/28/2011,25,West Los Angeles,06-037-0113,AQS
05/29/2011,17,Pico Rivera #2,06-037-1602,AQS
05/30/2011,32,Los Angeles-north Main Street,06-037-1103,AQS
05/31/2011,43,Lancaster-division Street,06-037-9033,AQS
06/01/2011,35,Pomona,06-037-1701,AQS
06/02/2011,42,Lax Hastings,06-037-5005,AQS
06/03/2011,38,West Los Angeles,06-037-0113,AQS
06/04/2011,24,Pico Rivera #2,06-037-1602,AQS
06/05/2011,25,Los Angeles-north Main Street,06-037-1103,AQS
06/06/2011,41,Pomona,06-037-1701,AQS
06/07/2011,28,Los Angeles-north Main Street,06-037-1103,AQS
06/08/2011,22,Los Angeles-north Main Street,06-037-1103,AQS
06/09/2011,34,Lancaster-division Street,06-037-9033,AQS
06/10/2011,27,Long Beach (north),06-037-4002,AQS
06/11/2011,20,Los Angeles-north Main Street,06-037-1103,AQS
06/12/2011,25,West Los Angeles,06-037-0113,AQS
06/13/2011,29,West Los Angeles,06-037-0113,AQS
06/14/2011,41,Los Angeles-north Main Street,06-037-1103,AQS
06/15/2011,31,Lancaster-division Street,06-037-9033,AQS
06/16/2011,32,Santa Clarita,06-037-6012,AQS
06/17/2011,29,Pomona,06-037-1701,AQS
06/18/2011,21,Pomona,06-037-1701,AQS
06/19/2011,24,Pico Rivera #2,06-037-1602,AQS
06/20/2011,41,Los Angeles-north Main Street,06-037-1103,AQS
06/21/2011,37,Lancaster-division Street,06-037-9033,AQS
06/22/2011,36,Burbank,06-037-1002,AQS
06/23/2011,43,Santa Clarita,06-037-6012,AQS
06/24/2011,27,Burbank,06-037-1002,AQS
06/25/2011,25,Los Angeles-north Main Street,06-037-1103,AQS
06/26/2011,34,Pomona,06-037-1701,AQS
06/27/2011,53,Los Angeles-north Main Street,06-037-1103,AQS
06/28/2011,32,Santa Clarita,06-037-6012,AQS
06/29/2011,25,Burbank,06-037-1002,AQS
06/30/2011,48,Azusa,06-037-0002,AQS
07/01/2011,67,Azusa,06-037-0002,AQS
07/02/2011,42,Pomona,06-037-1701,AQS
07/03/2011,35,Compton,06-037-1302,AQS
07/04/2011,40,Compton,06-037-1302,AQS
07/05/2011,43,Los Angeles-north Main Street,06-037-1103,AQS
07/06/2011,28,Azusa,06-037-0002,AQS
07/07/2011,35,Pomona,06-037-1701,AQS
07/08/2011,31,Santa Clarita,06-037-6012,AQS
07/09/2011,26,Azusa,06-037-0002,AQS
07/10/2011,22,Azusa,06-037-0002,AQS
07/11/2011,22,Santa Clarita,06-037-6012,AQS
07/12/2011,22,Santa Clarita,06-037-6012,AQS
07/13/2011,25,Azusa,06-037-0002,AQS
07/14/2011,25,Pomona,06-037-1701,AQS
07/15/2011,25,Pomona,06-037-1701,AQS
07/16/2011,30,Pomona,06-037-1701,AQS
07/17/2011,25,Pomona,06-037-1701,AQS
07/18/2011,35,Pomona,06-037-1701,AQS
07/19/2011,44,Pomona,06-037-1701,AQS
07/20/2011,47,Pomona,06-037-1701,AQS
07/21/2011,32,Pomona,06-037-1701,AQS
07/22/2011,30,Santa Clarita,06-037-6012,AQS
07/23/2011,26,Azusa,06-037-0002,AQS
07/24/2011,33,Pomona,06-037-1701,AQS
07/25/2011,41,Azusa,06-037-0002,AQS
07/26/2011,40,Pomona,06-037-1701,AQS
07/27/2011,32,Lancaster-division Street,06-037-9033,AQS
07/28/2011,25,Azusa,06-037-0002,AQS
07/29/2011,33,Lancaster-division Street,06-037-9033,AQS
07/30/2011,25,Pomona,06-037-1701,AQS
07/31/2011,25,Azusa,06-037-0002,AQS
08/01/2011,43,Pomona,06-037-1701,AQS
08/02/2011,54,Azusa,06-037-0002,AQS
08/03/2011,52,Pomona,06-037-1701,AQS
08/04/2011,56,Pomona,06-037-1701,AQS
08/05/2011,45,Lancaster-division Street,06-037-9033,AQS
08/06/2011,33,Pomona,06-037-1701,AQS
08/07/2011,33,Pomona,06-037-1701,AQS
08/08/2011,42,Lancaster-division Street,06-037-9033,AQS
08/09/2011,34,Lancaster-division Street,06-037-9033,AQS
08/10/2011,21,Azusa,06-037-0002,AQS
08/11/2011,26,Lancaster-division Street,06-037-9033,AQS
08/12/2011,48,Lancaster-division Street,06-037-9033,AQS
08/13/2011,32,Long Beach (hudson),06-037-4006,AQS
08/14/2011,31,Los Angeles-north Main Street,06-037-1103,AQS
08/15/2011,37,Los Angeles-north Main Street,06-037-1103,AQS
08/16/2011,48,Pomona,06-037-1701,AQS
08/17/2011,54,Pomona,06-037-1701,AQS
08/18/2011,51,Pomona,06-037-1701,AQS
08/19/2011,32,Santa Clarita,06-037-6012,AQS
08/20/2011,19,Santa Clarita,06-037-6012,AQS
08/21/2011,23,Azusa,06-037-0002,AQS
08/22/2011,43,Pomona,06-037-1701,AQS
08/23/2011,52,Pasadena,06-037-2005,AQS
08/24/2011,45,Pasadena,06-037-2005,AQS
08/25/2011,54,Los Angeles-north Main Street,06-037-1103,AQS
08/26/2011,60,Azusa,06-037-0002,AQS
08/27/2011,56,Pomona,06-037-1701,AQS
08/28/2011,44,Los Angeles-north Main Street,06-037-1103,AQS
08/29/2011,47,Pomona,06-037-1701,AQS
08/30/2011,48,Lancaster-division Street,06-037-9033,AQS
08/31/2011,43,Lancaster-division Street,06-037-9033,AQS
09/01/2011,51,Pomona,06-037-1701,AQS
09/02/2011,46,Pomona,06-037-1701,AQS
09/03/2011,47,Pomona,06-037-1701,AQS
09/04/2011,39,Pomona,06-037-1701,AQS
09/05/2011,49,Pomona,06-037-1701,AQS
09/06/2011,65,Los Angeles-north Main Street,06-037-1103,AQS
09/07/2011,103,Los Angeles-north Main Street,06-037-1103,AQS
09/08/2011,63,Azusa,06-037-0002,AQS
09/09/2011,43,Lancaster-division Street,06-037-9033,AQS
09/10/2011,23,Burbank,06-037-1002,AQS
09/11/2011,27,Pomona,06-037-1701,AQS
09/12/2011,43,Pomona,06-037-1701,AQS
09/13/2011,53,Pomona,06-037-1701,AQS
09/14/2011,40,Lancaster-division Street,06-037-9033,AQS
09/15/2011,42,Santa Clarita,06-037-6012,AQS
09/16/2011,28,Pomona,06-037-1701,AQS
09/17/2011,31,Pomona,06-037-1701,AQS
09/18/2011,31,Pomona,06-037-1701,AQS
09/19/2011,54,Pomona,06-037-1701,AQS
09/20/2011,44,Lancaster-division Street,06-037-9033,AQS
09/21/2011,42,Santa Clarita,06-037-6012,AQS
09/22/2011,60,Azusa,06-037-0002,AQS
09/23/2011,46,Azusa,06-037-0002,AQS
09/24/2011,33,Azusa,06-037-0002,AQS
09/25/2011,29,West Los Angeles,06-037-0113,AQS
09/26/2011,44,Azusa,06-037-0002,AQS
09/27/2011,87,Los Angeles-north Main Street,06-037-1103,AQS
09/28/2011,45,Lancaster-division Street,06-037-9033,AQS
09/29/2011,41,Lancaster-division Street,06-037-9033,AQS
09/30/2011,50,Pomona,06-037-1701,AQS
10/01/2011,57,Los Angeles-north Main Street,06-037-1103,AQS
10/02/2011,40,Los Angeles-north Main Street,06-037-1103,AQS
10/03/2011,39,Los Angeles-north Main Street,06-037-1103,AQS
10/04/2011,23,Los Angeles-north Main Street,06-037-1103,AQS
10/05/2011,27,Los Angeles-north Main Street,06-037-1103,AQS
10/06/2011,34,Los Angeles-north Main Street,06-037-1103,AQS
10/07/2011,35,Long Beach (hudson),06-037-4006,AQS
10/08/2011,42,Los Angeles-north Main Street,06-037-1103,AQS
10/09/2011,45,Pomona,06-037-1701,AQS
10/10/2011,50,Los Angeles-north Main Street,06-037-1103,AQS
10/11/2011,65,Long Beach (north),06-037-4002,AQS
10/12/2011,67,La Habra,06-059-5001,AQS
10/13/2011,73,Long Beach (hudson),06-037-4006,AQS
10/14/2011,62,Lax Hastings,06-037-5005,AQS
10/15/2011,36,Lancaster-division Street,06-037-9033,AQS
10/16/2011,32,Lancaster-division Street,06-037-9033,AQS
10/17/2011,47,Pomona,06-037-1701,AQS
10/18/2011,46,Pomona,06-037-1701,AQS
10/19/2011,52,Santa Clarita,06-037-6012,AQS
10/20/2011,42,Lancaster-division Street,06-037-9033,AQS
10/21/2011,47,Pomona,06-037-1701,AQS
10/22/2011,55,Pomona,06-037-1701,AQS
10/23/2011,48,Los Angeles-north Main Street,06-037-1103,AQS
10/24/2011,44,Lancaster-division Street,06-037-9033,AQS
10/25/2011,38,Long Beach (hudson),06-037-4006,AQS
10/26/2011,41,Pomona,06-037-1701,AQS
10/27/2011,57,Pico Rivera #2,06-037-1602,AQS
10/28/2011,68,Long Beach (hudson),06-037-4006,AQS
10/29/2011,72,Pomona,06-037-1701,AQS
10/30/2011,77,Pico Rivera #2,06-037-1602,AQS
10/31/2011,89,Pico Rivera #2,06-037-1602,AQS
11/01/2011,67,Pomona,06-037-1701,AQS
11/02/2011,69,Long Beach (hudson),06-037-4006,AQS
11/03/2011,60,Long Beach (hudson),06-037-4006,AQS
11/04/2011,26,Anaheim,06-059-0007,AQS
11/05/2011,41,Lax Hastings,06-037-5005,AQS
11/06/2011,40,Lax Hastings,06-037-5005,AQS
11/07/2011,41,Pico Rivera #2,06-037-1602,AQS
11/08/2011,47,Lax Hastings,06-037-5005,AQS
11/09/2011,48,Long Beach (hudson),06-037-4006,AQS
11/10/2011,89,Long Beach (hudson),06-037-4006,AQS
11/11/2011,55,Long Beach (hudson),06-037-4006,AQS
11/12/2011,42,Lax Hastings,06-037-5005,AQS
11/13/2011,36,Lax Hastings,06-037-5005,AQS
11/14/2011,42,Lax Hastings,06-037-5005,AQS
11/15/2011,40,Pomona,06-037-1701,AQS
11/16/2011,62,Pomona,06-037-1701,AQS
11/17/2011,58,Long Beach (hudson),06-037-4006,AQS
11/18/2011,44,Los Angeles-north Main Street,06-037-1103,AQS
11/19/2011,43,Los Angeles-north Main Street,06-037-1103,AQS
11/20/2011,45,Lax Hastings,06-037-5005,AQS
11/21/2011,38,Long Beach (north),06-037-4002,AQS
11/22/2011,55,Pico Rivera #2,06-037-1602,AQS
11/23/2011,50,West Los Angeles,06-037-0113,AQS
11/24/2011,35,Lax Hastings,06-037-5005,AQS
11/25/2011,42,Burbank,06-037-1002,AQS
11/26/2011,49,Long Beach (north),06-037-4002,AQS
11/27/2011,43,Long Beach (north),06-037-4002,AQS
11/28/2011,56,Pico Rivera #2,06-037-1602,AQS
11/29/2011,69,Long Beach (hudson),06-037-4006,AQS
11/30/2011,61,Lax Hastings,06-037-5005,AQS
12/01/2011,37,Lax Hastings,06-037-5005,AQS
12/02/2011,48,Long Beach (hudson),06-037-4006,AQS
12/03/2011,46,Lax Hastings,06-037-5005,AQS
12/04/2011,47,Lax Hastings,06-037-5005,AQS
12/05/2011,47,Lax Hastings,06-037-5005,AQS
12/06/2011,52,Long Beach (hudson),06-037-4006,AQS
12/07/2011,53,Lax Hastings,06-037-5005,AQS
12/08/2011,58,Azusa,06-037-0002,AQS
12/09/2011,73,Lax Hastings,06-037-5005,AQS
12/10/2011,56,Long Beach (hudson),06-037-4006,AQS
12/11/2011,45,Lax Hastings,06-037-5005,AQS
12/12/2011,40,Lax Hastings,06-037-5005,AQS
12/13/2011,42,Long Beach (hudson),06-037-4006,AQS
12/14/2011,47,Lancaster-division Street,06-037-9033,AQS
12/15/2011,47,Compton,06-037-1302,AQS
12/16/2011,73,Compton,06-037-1302,AQS
12/17/2011,52,Compton,06-037-1302,AQS
12/18/2011,42,Lax Hastings,06-037-5005,AQS
12/19/2011,50,Lancaster-division Street,06-037-9033,AQS
12/20/2011,51,Long Beach (hudson),06-037-4006,AQS
12/21/2011,52,Lax Hastings,06-037-5005,AQS
12/22/2011,51,Long Beach (hudson),06-037-4006,AQS
12/23/2011,49,Long Beach (hudson),06-037-4006,AQS
12/24/2011,65,Lax Hastings,06-037-5005,AQS
12/25/2011,43,Compton,06-037-1302,AQS
12/26/2011,52,Pico Rivera #2,06-037-1602,AQS
12/27/2011,65,Long Beach (north),06-037-4002,AQS
12/28/2011,64,Long Beach (hudson),06-037-4006,AQS
12/29/2011,68,Los Angeles-north Main Street,06-037-1103,AQS
12/30/2011,97,Los Angeles-north Main Street,06-037-1103,AQS
12/31/2011,89,Pico Rivera #2,06-037-1602,AQS
01/01/2012,78,Compton,06-037-1302,AQS
01/02/2012,48,Pomona,06-037-1701,AQS
01/03/2012,77,Long Beach (hudson),06-037-4006,AQS
01/04/2012,76,Long Beach (hudson),06-037-4006,AQS
01/05/2012,58,Azusa,06-037-0002,AQS
01/06/2012,64,Santa Clarita,06-037-6012,AQS
01/07/2012,45,Pomona,06-037-1701,AQS
01/08/2012,46,Long Beach (north),06-037-4002,AQS
01/09/2012,52,Compton,06-037-1302,AQS
01/10/2012,56,Long Beach (north),06-037-4002,AQS
01/11/2012,69,Azusa,06-037-0002,AQS
01/12/2012,67,Long Beach (north),06-037-4002,AQS
01/13/2012,72,Long Beach (hudson),06-037-4006,AQS
01/14/2012,60,Long Beach (north),06-037-4002,AQS
01/15/2012,46,Long Beach (north),06-037-4002,AQS
01/16/2012,43,Lax Hastings,06-037-5005,AQS
01/17/2012,51,Long Beach (hudson),06-037-4006,AQS
01/18/2012,50,Compton,06-037-1302,AQS
01/19/2012,60,Azusa,06-037-0002,AQS
01/20/2012,46,Pomona,06-037-1701,AQS
01/21/2012,40,Azusa,06-037-0002,AQS
01/22/2012,34,Long Beach (north),06-037-4002,AQS
01/23/2012,34,Long Beach (north),06-037-4002,AQS
01/24/2012,47,Long Beach (hudson),06-037-4006,AQS
01/25/2012,52,Long Beach (hudson),06-037-4006,AQS
01/26/2012,54,Long Beach (hudson),06-037-4006,AQS
01/27/2012,53,Los Angeles-north Main Street,06-037-1103,AQS
01/28/2012,48,Lax Hastings,06-037-5005,AQS
01/29/2012,44,Lax Hastings,06-037-5005,AQS
01/30/2012,51,Santa Clarita,06-037-6012,AQS
01/31/2012,45,Long Beach (north),06-037-4002,AQS
02/01/2012,49,Los Angeles-north Main Street,06-037-1103,AQS
02/02/2012,48,Azusa,06-037-0002,AQS
02/03/2012,51,Long Beach (north),06-037-4002,AQS
02/04/2012,46,Lax Hastings,06-037-5005,AQS
02/05/2012,46,Pico Rivera #2,06-037-1602,AQS
02/06/2012,56,Long Beach (north),06-037-4002,AQS
02/07/2012,50,Compton,06-037-1302,AQS
02/08/2012,45,Los Angeles-north Main Street,06-037-1103,AQS
02/09/2012,53,Long Beach (hudson),06-037-4006,AQS
02/10/2012,43,Lax Hastings,06-037-5005,AQS
02/11/2012,31,Santa Clarita,06-037-6012,AQS
02/12/2012,27,Compton,06-037-1302,AQS
02/13/2012,35,Pico Rivera #2,06-037-1602,AQS
02/14/2012,42,Long Beach (hudson),06-037-4006,AQS
02/15/2012,45,Pomona,06-037-1701,AQS
02/16/2012,54,Long Beach (hudson),06-037-4006,AQS
02/17/2012,48,Long Beach (hudson),06-037-4006,AQS
02/18/2012,35,Lax Hastings,06-037-5005,AQS
02/19/2012,30,Lax Hastings,06-037-5005,AQS
02/20/2012,36,Pico Rivera #2,06-037-1602,AQS
02/21/2012,49,Long Beach (hudson),06-037-4006,AQS
02/22/2012,58,Long Beach (hudson),06-037-4006,AQS
02/23/2012,55,Los Angeles-north Main Street,06-037-1103,AQS
02/24/2012,66,Los Angeles-north Main Street,06-037-1103,AQS
02/25/2012,35,Los Angeles-north Main Street,06-037-1103,AQS
02/26/2012,35,Los Angeles-north Main Street,06-037-1103,AQS
02/27/2012,27,Compton,06-037-1302,AQS
02/28/2012,43,Lax Hastings,06-037-5005,AQS
02/29/2012,41,Long Beach (hudson),06-037-4006,AQS
03/01/2012,33,Compton,06-037-1302,AQS
03/02/2012,49,Long Beach (hudson),06-037-4006,AQS
03/03/2012,50,Long Beach (hudson),06-037-4006,AQS
03/04/2012,58,Lax Hastings,06-037-5005,AQS
03/05/2012,54,Long Beach (hudson),06-037-4006,AQS
03/06/2012,42,Pomona,06-037-1701,AQS
03/07/2012,41,West Los Angeles,06-037-0113,AQS
03/08/2012,57,Long Beach (hudson),06-037-4006,AQS
03/09/2012,63,Long Beach (hudson),06-037-4006,AQS
03/10/2012,55,Lax Hastings,06-037-5005,AQS
03/11/2012,32,West Los Angeles,06-037-0113,AQS
03/12/2012,43,Lancaster-division Street,06-037-9033,AQS
03/13/2012,34,West Los Angeles,06-037-0113,AQS
03/14/2012,33,Los Angeles-north Main Street,06-037-1103,AQS
03/15/2012,36,Lancaster-division Street,06-037-9033,AQS
03/16/2012,29,Long Beach (hudson),06-037-4006,AQS
03/17/2012,17,Long Beach (north),06-037-4002,AQS
03/18/2012,22,Pomona,06-037-1701,AQS
03/19/2012,40,Long Beach (hudson),06-037-4006,AQS
03/20/2012,48,Pomona,06-037-1701,AQS
03/21/2012,61,Long Beach (hudson),06-037-4006,AQS
03/22/2012,47,Azusa,06-037-0002,AQS
03/23/2012,36,Azusa,06-037-0002,AQS
03/24/2012,31,Azusa,06-037-0002,AQS
03/25/2012,27,Los Angeles-north Main Street,06-037-1103,AQS
03/26/2012,41,Long Beach (north),06-037-4002,AQS
03/27/2012,38,Lax Hastings,06-037-5005,AQS
03/28/2012,37,Lax Hastings,06-037-5005,AQS
03/29/2012,30,Azusa,06-037-0002,AQS
03/30/2012,40,Azusa,06-037-0002,AQS
03/31/2012,32,Azusa,06-037-0002,AQS
04/01/2012,31,Pico Rivera #2,06-037-1602,AQS
04/02/2012,46,Los Angeles-north Main Street,06-037-1103,AQS
04/03/2012,52,Lax Hastings,06-037-5005,AQS
04/04/2012,45,West Los Angeles,06-037-0113,AQS
04/05/2012,37,Los Angeles-north Main Street,06-037-1103,AQS
04/06/2012,53,Los Angeles-north Main Street,06-037-1103,AQS
04/07/2012,54,Los Angeles-north Main Street,06-037-1103,AQS
04/08/2012,45,Los Angeles-north Main Street,06-037-1103,AQS
04/09/2012,57,Compton,06-037-1302,AQS
04/10/2012,38,Lancaster-division Street,06-037-9033,AQS
04/11/2012,25,West Los Angeles,06-037-0113,AQS
04/12/2012,31,Compton,06-037-1302,AQS
04/13/2012,27,Los Angeles-north Main Street,06-037-1103,AQS
04/14/2012,31,West Los Angeles,06-037-0113,AQS
04/15/2012,29,Anaheim,06-059-0007,AQS
04/16/2012,50,Los Angeles-north Main Street,06-037-1103,AQS
04/17/2012,60,Pomona,06-037-1701,AQS
04/18/2012,47,Azusa,06-037-0002,AQS
04/19/2012,35,Pasadena,06-037-2005,AQS
04/20/2012,53,Los Angeles-north Main Street,06-037-1103,AQS
04/21/2012,34,Los Angeles-north Main Street,06-037-1103,AQS
04/22/2012,22,Long Beach (north),06-037-4002,AQS
04/23/2012,28,Azusa,06-037-0002,AQS
04/24/2012,33,Azusa,06-037-0002,AQS
04/25/2012,39,Glendora,06-037-0016,AQS
04/26/2012,21,Los Angeles-north Main Street,06-037-1103,AQS
04/27/2012,39,Burbank,06-037-1002,AQS
04/28/2012,39,Burbank,06-037-1002,AQS
04/29/2012,24,West Los Angeles,06-037-0113,AQS
04/30/2012,38,Lancaster-division Street,06-037-9033,AQS
05/01/2012,26,Pomona,06-037-1701,AQS
05/02/2012,25,Azusa,06-037-0002,AQS
05/03/2012,30,Azusa,06-037-0002,AQS
05/04/2012,36,Azusa,06-037-0002,AQS
05/05/2012,36,Pomona,06-037-1701,AQS
05/06/2012,31,Pomona,06-037-1701,AQS
05/07/2012,33,Azusa,06-037-0002,AQS
05/08/2012,42,Pomona,06-037-1701,AQS
05/09/2012,44,Pomona,06-037-1701,AQS
05/10/2012,25,Santa Clarita,06-037-6012,AQS
05/11/2012,21,Azusa,06-037-0002,AQS
05/12/2012,20,Pomona,06-037-1701,AQS
05/13/2012,27,Pomona,06-037-1701,AQS
05/14/2012,30,Lax Hastings,06-037-5005,AQS
