Date,Nitrogen Dioxide AQI Value,Site Name,Site ID,Source
01/16/2019,38,Lax Hastings,06-037-5005,AQS
01/17/2019,44,Long Beach-route 710 Near Road,06-037-4008,AQS
01/18/2019,43,Long Beach-route 710 Near Road,06-037-4008,AQS
01/19/2019,41,Anaheim,06-059-0007,AQS
01/20/2019,29,Long Beach-route 710 Near Road,06-037-4008,AQS
01/21/2019,39,Long Beach-route 710 Near Road,06-037-4008,AQS
01/22/2019,71,Long Beach-route 710 Near Road,06-037-4008,AQS
01/23/2019,63,Long Beach-route 710 Near Road,06-037-4008,AQS
01/24/2019,76,Long Beach-route 710 Near Road,06-037-4008,AQS
01/25/2019,62,Long Beach-route 710 Near Road,06-037-4008,AQS
01/26/2019,57,Long Beach-route 710 Near Road,06-037-4008,AQS
01/27/2019,50,Long Beach-route 710 Near Road,06-037-4008,AQS
01/28/2019,77,Long Beach-route 710 Near Road,06-037-4008,AQS
01/29/2019,67,Los Angeles-north Main Street,06-037-1103,AQS
01/30/2019,40,Long Beach-route 710 Near Road,06-037-4008,AQS
01/31/2019,31,Anaheim,06-059-0007,AQS
02/01/2019,37,Long Beach-route 710 Near Road,06-037-4008,AQS
02/02/2019,26,Compton,06-037-1302,AQS
02/03/2019,25,West Los Angeles,06-037-0113,AQS
02/04/2019,40,Long Beach-route 710 Near Road,06-037-4008,AQS
02/05/2019,46,Long Beach-route 710 Near Road,06-037-4008,AQS
02/06/2019,52,Long Beach-route 710 Near Road,06-037-4008,AQS
02/07/2019,49,Long Beach-route 710 Near Road,06-037-4008,AQS
02/08/2019,56,Long Beach-route 710 Near Road,06-037-4008,AQS
02/09/2019,40,Long Beach-route 710 Near Road,06-037-4008,AQS
02/10/2019,32,Anaheim,06-059-0007,AQS
02/11/2019,57,Long Beach-route 710 Near Road,06-037-4008,AQS
02/12/2019,50,Long Beach-route 710 Near Road,06-037-4008,AQS
02/13/2019,42,Lax Hastings,06-037-5005,AQS
