Date,PM10 AQI Value,Site Name,Site ID,Source
10/25/2013,53,Glendora,06-037-0016,AQS
10/26/2013,55,Anaheim,06-059-0007,AQS
10/27/2013,44,Glendora,06-037-0016,AQS
10/28/2013,40,Lancaster-division Street,06-037-9033,AQS
10/29/2013,15,Glendora,06-037-0016,AQS
10/30/2013,23,Anaheim,06-059-0007,AQS
10/31/2013,32,Anaheim,06-059-0007,AQS
11/01/2013,39,Anaheim,06-059-0007,AQS
11/02/2013,23,Burbank,06-037-1002,AQS
11/03/2013,26,Lancaster-division Street,06-037-9033,AQS
11/04/2013,38,Lancaster-division Street,06-037-9033,AQS
11/05/2013,34,Anaheim,06-059-0007,AQS
11/06/2013,36,Long Beach (south),06-037-4004,AQS
11/07/2013,37,Anaheim,06-059-0007,AQS
11/08/2013,34,Burbank,06-037-1002,AQS
11/09/2013,34,Anaheim,06-059-0007,AQS
11/10/2013,34,Anaheim,06-059-0007,AQS
11/11/2013,44,Anaheim,06-059-0007,AQS
11/12/2013,64,Anaheim,06-059-0007,AQS
11/13/2013,52,Anaheim,06-059-0007,AQS
11/14/2013,35,Anaheim,06-059-0007,AQS
11/15/2013,36,Glendora,06-037-0016,AQS
11/16/2013,27,Anaheim,06-059-0007,AQS
11/17/2013,24,Glendora,06-037-0016,AQS
11/18/2013,34,Glendora,06-037-0016,AQS
11/19/2013,34,Glendora,06-037-0016,AQS
11/20/2013,30,Glendora,06-037-0016,AQS
11/21/2013,10,Glendora,06-037-0016,AQS
11/22/2013,8,Glendora,06-037-0016,AQS
11/23/2013,11,Burbank,06-037-1002,AQS
11/24/2013,18,Burbank,06-037-1002,AQS
11/25/2013,23,Anaheim,06-059-0007,AQS
11/26/2013,30,Burbank,06-037-1002,AQS
11/27/2013,23,Burbank,06-037-1002,AQS
11/28/2013,21,Burbank,06-037-1002,AQS
11/29/2013,24,Anaheim,06-059-0007,AQS
11/30/2013,21,Long Beach (south),06-037-4004,AQS
12/01/2013,18,Burbank,06-037-1002,AQS
12/02/2013,28,Anaheim,06-059-0007,AQS
12/03/2013,24,Burbank,06-037-1002,AQS
12/04/2013,25,Anaheim,06-059-0007,AQS
12/05/2013,25,Burbank,06-037-1002,AQS
12/06/2013,29,Burbank,06-037-1002,AQS
12/07/2013,19,Anaheim,06-059-0007,AQS
12/08/2013,26,Anaheim,06-059-0007,AQS
12/09/2013,51,Anaheim,06-059-0007,AQS
12/10/2013,22,Burbank,06-037-1002,AQS
12/11/2013,42,Anaheim,06-059-0007,AQS
12/12/2013,35,Burbank,06-037-1002,AQS
12/13/2013,37,Anaheim,06-059-0007,AQS
12/14/2013,38,Anaheim,06-059-0007,AQS
12/15/2013,22,Burbank,06-037-1002,AQS
12/16/2013,48,Anaheim,06-059-0007,AQS
12/17/2013,48,Anaheim,06-059-0007,AQS
12/18/2013,55,Azusa,06-037-0002,AQS
12/19/2013,16,Lancaster-division Street,06-037-9033,AQS
12/20/2013,24,Anaheim,06-059-0007,AQS
12/21/2013,30,Anaheim,06-059-0007,AQS
12/22/2013,46,Anaheim,06-059-0007,AQS
12/23/2013,32,Anaheim,06-059-0007,AQS
12/24/2013,30,Long Beach (south),06-037-4004,AQS
12/25/2013,15,Burbank,06-037-1002,AQS
12/26/2013,25,Burbank,06-037-1002,AQS
12/27/2013,30,Burbank,06-037-1002,AQS
12/28/2013,28,Burbank,06-037-1002,AQS
12/29/2013,33,Anaheim,06-059-0007,AQS
12/30/2013,36,Burbank,06-037-1002,AQS
12/31/2013,47,Anaheim,06-059-0007,AQS
01/01/2014,57,Burbank,06-037-1002,AQS
01/02/2014,55,Anaheim,06-059-0007,AQS
01/03/2014,41,Anaheim,06-059-0007,AQS
01/04/2014,40,Anaheim,06-059-0007,AQS
01/05/2014,46,Long Beach (hudson),06-037-4006,AQS
01/06/2014,55,Lancaster-division Street,06-037-9033,AQS
01/07/2014,38,Burbank,06-037-1002,AQS
01/08/2014,41,Anaheim,06-059-0007,AQS
01/09/2014,50,Anaheim,06-059-0007,AQS
01/10/2014,59,Anaheim,06-059-0007,AQS
01/11/2014,58,Anaheim,06-059-0007,AQS
01/12/2014,51,Anaheim,06-059-0007,AQS
01/13/2014,28,Burbank,06-037-1002,AQS
01/14/2014,44,Anaheim,06-059-0007,AQS
01/15/2014,33,Burbank,06-037-1002,AQS
01/16/2014,29,Burbank,06-037-1002,AQS
01/17/2014,71,Azusa,06-037-0002,AQS
01/18/2014,34,Burbank,06-037-1002,AQS
01/19/2014,33,Anaheim,06-059-0007,AQS
01/20/2014,45,Anaheim,06-059-0007,AQS
01/21/2014,63,Anaheim,06-059-0007,AQS
01/22/2014,47,Anaheim,06-059-0007,AQS
01/23/2014,53,Azusa,06-037-0002,AQS
01/24/2014,43,Anaheim,06-059-0007,AQS
01/25/2014,40,Anaheim,06-059-0007,AQS
01/26/2014,31,Anaheim,06-059-0007,AQS
01/27/2014,35,Glendora,06-037-0016,AQS
01/28/2014,41,Glendora,06-037-0016,AQS
01/29/2014,59,Azusa,06-037-0002,AQS
01/30/2014,46,Glendora,06-037-0016,AQS
01/31/2014,17,Glendora,06-037-0016,AQS
02/01/2014,19,Anaheim,06-059-0007,AQS
02/02/2014,14,Burbank,06-037-1002,AQS
02/03/2014,13,Burbank,06-037-1002,AQS
02/04/2014,21,Long Beach (hudson),06-037-4006,AQS
02/05/2014,24,Anaheim,06-059-0007,AQS
02/06/2014,22,Glendora,06-037-0016,AQS
02/07/2014,13,Anaheim,06-059-0007,AQS
02/08/2014,19,Glendora,06-037-0016,AQS
02/09/2014,20,Glendora,06-037-0016,AQS
02/10/2014,32,Azusa,06-037-0002,AQS
02/11/2014,25,Anaheim,06-059-0007,AQS
02/12/2014,40,Anaheim,06-059-0007,AQS
02/13/2014,39,Anaheim,06-059-0007,AQS
02/14/2014,41,Anaheim,06-059-0007,AQS
02/15/2014,42,Anaheim,06-059-0007,AQS
02/16/2014,44,Los Angeles-north Main Street,06-037-1103,AQS
02/17/2014,30,Glendora,06-037-0016,AQS
02/18/2014,47,Glendora,06-037-0016,AQS
02/19/2014,49,Lancaster-division Street,06-037-9033,AQS
02/20/2014,44,Anaheim,06-059-0007,AQS
02/21/2014,40,Anaheim,06-059-0007,AQS
02/22/2014,44,Los Angeles-north Main Street,06-037-1103,AQS
02/23/2014,31,Glendora,06-037-0016,AQS
02/24/2014,40,Glendora,06-037-0016,AQS
02/25/2014,36,Glendora,06-037-0016,AQS
02/26/2014,24,Glendora,06-037-0016,AQS
02/27/2014,11,Burbank,06-037-1002,AQS
02/28/2014,11,Lax Hastings,06-037-5005,AQS
03/01/2014,11,Burbank,06-037-1002,AQS
03/02/2014,10,Burbank,06-037-1002,AQS
03/03/2014,20,Anaheim,06-059-0007,AQS
03/04/2014,29,Glendora,06-037-0016,AQS
03/05/2014,37,Anaheim,06-059-0007,AQS
03/06/2014,33,Azusa,06-037-0002,AQS
03/07/2014,34,Glendora,06-037-0016,AQS
03/08/2014,25,Anaheim,06-059-0007,AQS
03/09/2014,13,Burbank,06-037-1002,AQS
03/10/2014,24,Anaheim,06-059-0007,AQS
03/11/2014,31,Burbank,06-037-1002,AQS
03/12/2014,33,Anaheim,06-059-0007,AQS
03/13/2014,31,Glendora,06-037-0016,AQS
03/14/2014,31,Glendora,06-037-0016,AQS
03/15/2014,31,Anaheim,06-059-0007,AQS
03/16/2014,26,Anaheim,06-059-0007,AQS
03/17/2014,38,Lancaster-division Street,06-037-9033,AQS
03/18/2014,53,Burbank,06-037-1002,AQS
03/19/2014,33,Burbank,06-037-1002,AQS
03/20/2014,40,Anaheim,06-059-0007,AQS
03/21/2014,39,Glendora,06-037-0016,AQS
03/22/2014,32,Glendora,06-037-0016,AQS
03/23/2014,39,Glendora,06-037-0016,AQS
03/24/2014,48,Glendora,06-037-0016,AQS
03/25/2014,44,Glendora,06-037-0016,AQS
03/26/2014,20,Glendora,06-037-0016,AQS
03/27/2014,22,Glendora,06-037-0016,AQS
03/28/2014,31,Glendora,06-037-0016,AQS
03/29/2014,32,Glendora,06-037-0016,AQS
03/30/2014,19,Azusa,06-037-0002,AQS
03/31/2014,53,Lancaster-division Street,06-037-9033,AQS
04/01/2014,16,Glendora,06-037-0016,AQS
04/02/2014,13,Glendora,06-037-0016,AQS
04/03/2014,20,Glendora,06-037-0016,AQS
04/04/2014,19,Glendora,06-037-0016,AQS
04/05/2014,25,Azusa,06-037-0002,AQS
04/06/2014,19,Glendora,06-037-0016,AQS
04/07/2014,25,Anaheim,06-059-0007,AQS
04/08/2014,28,Anaheim,06-059-0007,AQS
04/09/2014,30,Anaheim,06-059-0007,AQS
04/10/2014,27,Glendora,06-037-0016,AQS
04/11/2014,53,Azusa,06-037-0002,AQS
04/12/2014,33,Glendora,06-037-0016,AQS
04/13/2014,31,Glendora,06-037-0016,AQS
04/14/2014,38,Anaheim,06-059-0007,AQS
04/15/2014,44,Glendora,06-037-0016,AQS
04/16/2014,51,Glendora,06-037-0016,AQS
04/17/2014,51,Glendora,06-037-0016,AQS
04/18/2014,36,Glendora,06-037-0016,AQS
04/19/2014,37,Glendora,06-037-0016,AQS
04/20/2014,39,Glendora,06-037-0016,AQS
04/21/2014,42,Glendora,06-037-0016,AQS
04/22/2014,40,Glendora,06-037-0016,AQS
04/23/2014,42,Azusa,06-037-0002,AQS
04/24/2014,38,Glendora,06-037-0016,AQS
04/25/2014,30,Glendora,06-037-0016,AQS
04/26/2014,15,Glendora,06-037-0016,AQS
04/27/2014,25,Glendora,06-037-0016,AQS
04/28/2014,28,Glendora,06-037-0016,AQS
04/29/2014,66,Anaheim,06-059-0007,AQS
04/30/2014,84,Anaheim,06-059-0007,AQS
05/01/2014,38,Anaheim,06-059-0007,AQS
05/02/2014,30,Anaheim,06-059-0007,AQS
05/03/2014,27,Anaheim,06-059-0007,AQS
05/04/2014,32,Glendora,06-037-0016,AQS
05/05/2014,42,Azusa,06-037-0002,AQS
05/06/2014,26,Glendora,06-037-0016,AQS
05/07/2014,33,Glendora,06-037-0016,AQS
05/08/2014,41,Glendora,06-037-0016,AQS
05/09/2014,40,Glendora,06-037-0016,AQS
05/10/2014,44,Lancaster-division Street,06-037-9033,AQS
05/11/2014,61,Azusa,06-037-0002,AQS
05/12/2014,25,Glendora,06-037-0016,AQS
05/13/2014,31,Anaheim,06-059-0007,AQS
05/14/2014,26,Anaheim,06-059-0007,AQS
05/15/2014,19,Anaheim,06-059-0007,AQS
05/16/2014,40,Burbank,06-037-1002,AQS
05/17/2014,53,Azusa,06-037-0002,AQS
05/18/2014,44,Glendora,06-037-0016,AQS
05/19/2014,39,Glendora,06-037-0016,AQS
05/20/2014,24,Glendora,06-037-0016,AQS
05/21/2014,26,Glendora,06-037-0016,AQS
05/22/2014,30,Glendora,06-037-0016,AQS
05/23/2014,34,Azusa,06-037-0002,AQS
05/24/2014,30,Glendora,06-037-0016,AQS
05/25/2014,33,Glendora,06-037-0016,AQS
05/26/2014,39,Glendora,06-037-0016,AQS
05/27/2014,46,Glendora,06-037-0016,AQS
05/28/2014,39,Glendora,06-037-0016,AQS
05/29/2014,43,Glendora,06-037-0016,AQS
05/30/2014,42,Glendora,06-037-0016,AQS
05/31/2014,40,Glendora,06-037-0016,AQS
06/01/2014,38,Glendora,06-037-0016,AQS
06/02/2014,43,Glendora,06-037-0016,AQS
06/03/2014,33,Glendora,06-037-0016,AQS
06/04/2014,54,Azusa,06-037-0002,AQS
06/05/2014,45,Glendora,06-037-0016,AQS
06/06/2014,48,Glendora,06-037-0016,AQS
06/07/2014,49,Glendora,06-037-0016,AQS
06/08/2014,50,Glendora,06-037-0016,AQS
06/09/2014,54,Glendora,06-037-0016,AQS
06/10/2014,44,Glendora,06-037-0016,AQS
06/11/2014,38,Glendora,06-037-0016,AQS
06/12/2014,41,Glendora,06-037-0016,AQS
06/13/2014,21,Burbank,06-037-1002,AQS
06/14/2014,23,Burbank,06-037-1002,AQS
06/15/2014,32,Lancaster-division Street,06-037-9033,AQS
06/16/2014,49,Azusa,06-037-0002,AQS
06/17/2014,24,Burbank,06-037-1002,AQS
06/18/2014,37,Glendora,06-037-0016,AQS
06/19/2014,46,Glendora,06-037-0016,AQS
06/20/2014,52,Glendora,06-037-0016,AQS
06/21/2014,44,Glendora,06-037-0016,AQS
06/22/2014,38,Glendora,06-037-0016,AQS
06/23/2014,49,Glendora,06-037-0016,AQS
06/24/2014,53,Glendora,06-037-0016,AQS
06/25/2014,51,Glendora,06-037-0016,AQS
06/26/2014,47,Glendora,06-037-0016,AQS
06/27/2014,44,Glendora,06-037-0016,AQS
06/28/2014,42,Glendora,06-037-0016,AQS
06/29/2014,40,Glendora,06-037-0016,AQS
06/30/2014,48,Glendora,06-037-0016,AQS
07/01/2014,47,Glendora,06-037-0016,AQS
07/02/2014,46,Glendora,06-037-0016,AQS
07/03/2014,51,Glendora,06-037-0016,AQS
07/04/2014,51,Glendora,06-037-0016,AQS
07/05/2014,62,Glendora,06-037-0016,AQS
07/06/2014,44,Lancaster-division Street,06-037-9033,AQS
07/07/2014,39,Lancaster-division Street,06-037-9033,AQS
07/08/2014,50,Glendora,06-037-0016,AQS
07/09/2014,45,Glendora,06-037-0016,AQS
07/10/2014,60,Azusa,06-037-0002,AQS
07/11/2014,31,Glendora,06-037-0016,AQS
07/12/2014,32,Glendora,06-037-0016,AQS
07/13/2014,40,Glendora,06-037-0016,AQS
07/14/2014,48,Glendora,06-037-0016,AQS
07/15/2014,41,Glendora,06-037-0016,AQS
07/16/2014,42,Azusa,06-037-0002,AQS
07/17/2014,30,Glendora,06-037-0016,AQS
07/18/2014,27,Glendora,06-037-0016,AQS
07/19/2014,31,Glendora,06-037-0016,AQS
07/20/2014,33,Glendora,06-037-0016,AQS
07/21/2014,53,Lancaster-division Street,06-037-9033,AQS
07/22/2014,55,Azusa,06-037-0002,AQS
07/23/2014,40,Glendora,06-037-0016,AQS
07/24/2014,40,Glendora,06-037-0016,AQS
07/25/2014,49,Glendora,06-037-0016,AQS
07/26/2014,48,Glendora,06-037-0016,AQS
07/27/2014,38,Glendora,06-037-0016,AQS
07/28/2014,59,Azusa,06-037-0002,AQS
07/29/2014,41,Glendora,06-037-0016,AQS
07/30/2014,51,Glendora,06-037-0016,AQS
07/31/2014,53,Glendora,06-037-0016,AQS
08/01/2014,53,Glendora,06-037-0016,AQS
08/02/2014,51,Glendora,06-037-0016,AQS
08/03/2014,29,Azusa,06-037-0002,AQS
08/04/2014,34,Glendora,06-037-0016,AQS
08/05/2014,89,Lancaster-division Street,06-037-9033,AQS
08/06/2014,31,Glendora,06-037-0016,AQS
08/07/2014,59,Lancaster-division Street,06-037-9033,AQS
08/08/2014,45,Glendora,06-037-0016,AQS
08/09/2014,48,Glendora,06-037-0016,AQS
08/10/2014,39,Glendora,06-037-0016,AQS
08/11/2014,55,Lancaster-division Street,06-037-9033,AQS
08/12/2014,45,Glendora,06-037-0016,AQS
08/13/2014,41,Glendora,06-037-0016,AQS
08/14/2014,34,Glendora,06-037-0016,AQS
08/15/2014,59,Azusa,06-037-0002,AQS
08/16/2014,25,Glendora,06-037-0016,AQS
08/17/2014,29,Glendora,06-037-0016,AQS
08/18/2014,55,Glendora,06-037-0016,AQS
08/19/2014,35,Glendora,06-037-0016,AQS
08/20/2014,33,Glendora,06-037-0016,AQS
08/21/2014,51,Azusa,06-037-0002,AQS
08/22/2014,37,Glendora,06-037-0016,AQS
08/23/2014,29,Glendora,06-037-0016,AQS
08/24/2014,24,Glendora,06-037-0016,AQS
08/25/2014,31,Glendora,06-037-0016,AQS
08/26/2014,33,Glendora,06-037-0016,AQS
08/27/2014,62,Azusa,06-037-0002,AQS
08/28/2014,35,Glendora,06-037-0016,AQS
08/29/2014,44,Glendora,06-037-0016,AQS
08/30/2014,43,Glendora,06-037-0016,AQS
08/31/2014,38,Glendora,06-037-0016,AQS
09/01/2014,38,Glendora,06-037-0016,AQS
09/02/2014,53,Azusa,06-037-0002,AQS
09/03/2014,44,Glendora,06-037-0016,AQS
09/04/2014,41,Glendora,06-037-0016,AQS
09/05/2014,45,Glendora,06-037-0016,AQS
09/06/2014,44,Glendora,06-037-0016,AQS
09/07/2014,31,Glendora,06-037-0016,AQS
09/08/2014,55,Azusa,06-037-0002,AQS
09/09/2014,28,Glendora,06-037-0016,AQS
09/10/2014,34,Glendora,06-037-0016,AQS
09/11/2014,35,Glendora,06-037-0016,AQS
09/12/2014,40,Glendora,06-037-0016,AQS
09/13/2014,38,Glendora,06-037-0016,AQS
09/14/2014,52,Azusa,06-037-0002,AQS
09/15/2014,39,Glendora,06-037-0016,AQS
09/16/2014,42,Glendora,06-037-0016,AQS
09/17/2014,32,Glendora,06-037-0016,AQS
09/18/2014,27,Glendora,06-037-0016,AQS
09/19/2014,24,Glendora,06-037-0016,AQS
09/20/2014,31,Glendora,06-037-0016,AQS
09/21/2014,25,Glendora,06-037-0016,AQS
09/22/2014,32,Glendora,06-037-0016,AQS
09/23/2014,33,Glendora,06-037-0016,AQS
09/24/2014,31,Glendora,06-037-0016,AQS
09/25/2014,45,Lancaster-division Street,06-037-9033,AQS
09/26/2014,51,Azusa,06-037-0002,AQS
09/27/2014,24,Glendora,06-037-0016,AQS
09/28/2014,22,Glendora,06-037-0016,AQS
09/29/2014,30,Glendora,06-037-0016,AQS
09/30/2014,27,Anaheim,06-059-0007,AQS
10/01/2014,35,Glendora,06-037-0016,AQS
10/02/2014,42,Azusa,06-037-0002,AQS
10/03/2014,29,Anaheim,06-059-0007,AQS
10/04/2014,31,Anaheim,06-059-0007,AQS
10/05/2014,23,Glendora,06-037-0016,AQS
10/06/2014,31,Glendora,06-037-0016,AQS
10/07/2014,31,Glendora,06-037-0016,AQS
10/08/2014,56,Los Angeles-north Main Street,06-037-1103,AQS
10/09/2014,37,Glendora,06-037-0016,AQS
10/10/2014,43,Glendora,06-037-0016,AQS
10/11/2014,44,Glendora,06-037-0016,AQS
10/12/2014,44,Glendora,06-037-0016,AQS
10/13/2014,45,Glendora,06-037-0016,AQS
10/14/2014,51,Azusa,06-037-0002,AQS
10/15/2014,26,Glendora,06-037-0016,AQS
10/16/2014,35,Lancaster-division Street,06-037-9033,AQS
10/17/2014,36,Glendora,06-037-0016,AQS
10/18/2014,38,Glendora,06-037-0016,AQS
10/19/2014,34,Glendora,06-037-0016,AQS
10/20/2014,44,Azusa,06-037-0002,AQS
10/21/2014,43,Glendora,06-037-0016,AQS
10/22/2014,43,Anaheim,06-059-0007,AQS
10/23/2014,44,Anaheim,06-059-0007,AQS
10/24/2014,40,Anaheim,06-059-0007,AQS
10/25/2014,27,Glendora,06-037-0016,AQS
10/26/2014,31,Lancaster-division Street,06-037-9033,AQS
10/27/2014,36,Glendora,06-037-0016,AQS
10/28/2014,41,Anaheim,06-059-0007,AQS
10/29/2014,44,Anaheim,06-059-0007,AQS
10/30/2014,41,Glendora,06-037-0016,AQS
10/31/2014,28,Glendora,06-037-0016,AQS
11/01/2014,9,Anaheim,06-059-0007,AQS
11/02/2014,11,Glendora,06-037-0016,AQS
11/03/2014,19,Anaheim,06-059-0007,AQS
11/04/2014,24,Anaheim,06-059-0007,AQS
11/05/2014,29,Anaheim,06-059-0007,AQS
11/06/2014,25,Anaheim,06-059-0007,AQS
11/07/2014,34,Long Beach (hudson),06-037-4006,AQS
11/08/2014,35,Anaheim,06-059-0007,AQS
11/09/2014,35,Glendora,06-037-0016,AQS
11/10/2014,41,Glendora,06-037-0016,AQS
11/11/2014,21,Glendora,06-037-0016,AQS
11/12/2014,22,Glendora,06-037-0016,AQS
11/13/2014,32,Azusa,06-037-0002,AQS
11/14/2014,30,Glendora,06-037-0016,AQS
11/15/2014,26,Glendora,06-037-0016,AQS
11/16/2014,71,Anaheim,06-059-0007,AQS
11/17/2014,19,Anaheim,06-059-0007,AQS
11/18/2014,28,Anaheim,06-059-0007,AQS
11/19/2014,33,Long Beach (hudson),06-037-4006,AQS
11/20/2014,25,Glendora,06-037-0016,AQS
11/21/2014,20,Glendora,06-037-0016,AQS
11/22/2014,63,Lancaster-division Street,06-037-9033,AQS
11/23/2014,38,Anaheim,06-059-0007,AQS
11/24/2014,26,Anaheim,06-059-0007,AQS
11/25/2014,36,Long Beach (hudson),06-037-4006,AQS
11/26/2014,46,Anaheim,06-059-0007,AQS
11/27/2014,25,Lancaster-division Street,06-037-9033,AQS
11/28/2014,31,Anaheim,06-059-0007,AQS
11/29/2014,24,Anaheim,06-059-0007,AQS
11/30/2014,14,Anaheim,06-059-0007,AQS
12/01/2014,26,Long Beach (hudson),06-037-4006,AQS
12/02/2014,10,Lancaster-division Street,06-037-9033,AQS
12/03/2014,9,Glendora,06-037-0016,AQS
12/04/2014,19,Glendora,06-037-0016,AQS
12/05/2014,35,Anaheim,06-059-0007,AQS
12/06/2014,31,Anaheim,06-059-0007,AQS
12/07/2014,24,Anaheim,06-059-0007,AQS
12/08/2014,27,Anaheim,06-059-0007,AQS
12/09/2014,28,Anaheim,06-059-0007,AQS
12/10/2014,43,Anaheim,06-059-0007,AQS
12/11/2014,29,Glendora,06-037-0016,AQS
12/12/2014,8,Glendora,06-037-0016,AQS
12/13/2014,17,Anaheim,06-059-0007,AQS
12/14/2014,22,Anaheim,06-059-0007,AQS
12/15/2014,26,Anaheim,06-059-0007,AQS
12/16/2014,18,Anaheim,06-059-0007,AQS
12/17/2014,9,Anaheim,06-059-0007,AQS
12/18/2014,23,Anaheim,06-059-0007,AQS
12/19/2014,36,Long Beach (hudson),06-037-4006,AQS
12/20/2014,39,Anaheim,06-059-0007,AQS
12/21/2014,47,Anaheim,06-059-0007,AQS
12/22/2014,44,Anaheim,06-059-0007,AQS
12/23/2014,36,Anaheim,06-059-0007,AQS
12/24/2014,27,Anaheim,06-059-0007,AQS
12/25/2014,18,Long Beach (hudson),06-037-4006,AQS
12/26/2014,12,Anaheim,06-059-0007,AQS
12/27/2014,17,Anaheim,06-059-0007,AQS
12/28/2014,19,Anaheim,06-059-0007,AQS
12/29/2014,26,Anaheim,06-059-0007,AQS
12/30/2014,24,Anaheim,06-059-0007,AQS
12/31/2014,37,Mission Viejo,06-059-2022,AQS
01/01/2015,40,Anaheim,06-059-0007,AQS
01/02/2015,38,Anaheim,06-059-0007,AQS
01/03/2015,35,Anaheim,06-059-0007,AQS
01/04/2015,41,Anaheim,06-059-0007,AQS
01/05/2015,34,Anaheim,06-059-0007,AQS
01/06/2015,63,Long Beach (hudson),06-037-4006,AQS
01/07/2015,37,Anaheim,06-059-0007,AQS
01/08/2015,33,Anaheim,06-059-0007,AQS
01/09/2015,39,Glendora,06-037-0016,AQS
01/10/2015,33,Anaheim,06-059-0007,AQS
01/11/2015,22,Glendora,06-037-0016,AQS
01/12/2015,51,Long Beach (hudson),06-037-4006,AQS
01/13/2015,33,Glendora,06-037-0016,AQS
01/14/2015,24,Anaheim,06-059-0007,AQS
01/15/2015,18,Anaheim,06-059-0007,AQS
01/16/2015,27,Anaheim,06-059-0007,AQS
01/17/2015,30,Anaheim,06-059-0007,AQS
01/18/2015,38,Anaheim,06-059-0007,AQS
01/19/2015,46,Anaheim,06-059-0007,AQS
01/20/2015,55,Glendora,06-037-0016,AQS
01/21/2015,60,Los Angeles-north Main Street,06-037-1103,AQS
01/22/2015,28,Anaheim,06-059-0007,AQS
01/23/2015,23,Anaheim,06-059-0007,AQS
01/24/2015,43,Azusa,06-037-0002,AQS
01/25/2015,11,Glendora,06-037-0016,AQS
01/26/2015,14,Anaheim,06-059-0007,AQS
01/27/2015,15,Anaheim,06-059-0007,AQS
01/28/2015,23,Anaheim,06-059-0007,AQS
01/29/2015,20,Anaheim,06-059-0007,AQS
01/30/2015,22,Long Beach (hudson),06-037-4006,AQS
01/31/2015,19,Glendora,06-037-0016,AQS
02/01/2015,26,Anaheim,06-059-0007,AQS
02/02/2015,33,Anaheim,06-059-0007,AQS
02/03/2015,36,Anaheim,06-059-0007,AQS
02/04/2015,55,Anaheim,06-059-0007,AQS
02/05/2015,61,Azusa,06-037-0002,AQS
02/06/2015,47,Anaheim,06-059-0007,AQS
02/07/2015,36,Anaheim,06-059-0007,AQS
02/08/2015,21,Anaheim,06-059-0007,AQS
02/09/2015,19,Glendora,06-037-0016,AQS
02/10/2015,36,Anaheim,06-059-0007,AQS
02/11/2015,38,Long Beach (hudson),06-037-4006,AQS
02/12/2015,19,Anaheim,06-059-0007,AQS
02/13/2015,19,Lancaster-division Street,06-037-9033,AQS
02/14/2015,20,Anaheim,06-059-0007,AQS
02/15/2015,21,Glendora,06-037-0016,AQS
02/16/2015,35,Glendora,06-037-0016,AQS
02/17/2015,48,Glendora,06-037-0016,AQS
02/18/2015,54,Glendora,06-037-0016,AQS
02/19/2015,56,Glendora,06-037-0016,AQS
02/20/2015,52,Glendora,06-037-0016,AQS
02/21/2015,27,Glendora,06-037-0016,AQS
02/22/2015,12,Glendora,06-037-0016,AQS
02/23/2015,18,Long Beach (hudson),06-037-4006,AQS
02/24/2015,19,Anaheim,06-059-0007,AQS
02/25/2015,23,Anaheim,06-059-0007,AQS
02/26/2015,27,Glendora,06-037-0016,AQS
02/27/2015,30,Glendora,06-037-0016,AQS
02/28/2015,9,Glendora,06-037-0016,AQS
03/01/2015,6,Glendora,06-037-0016,AQS
03/02/2015,6,Glendora,06-037-0016,AQS
03/03/2015,8,Glendora,06-037-0016,AQS
03/04/2015,17,Anaheim,06-059-0007,AQS
03/05/2015,17,Anaheim,06-059-0007,AQS
03/06/2015,20,Anaheim,06-059-0007,AQS
03/07/2015,33,Long Beach (hudson),06-037-4006,AQS
03/08/2015,22,Glendora,06-037-0016,AQS
03/09/2015,45,Glendora,06-037-0016,AQS
03/10/2015,45,Anaheim,06-059-0007,AQS
03/11/2015,49,Anaheim,06-059-0007,AQS
03/12/2015,25,Anaheim,06-059-0007,AQS
03/13/2015,44,Long Beach (hudson),06-037-4006,AQS
03/14/2015,16,Lancaster-division Street,06-037-9033,AQS
03/15/2015,14,Glendora,06-037-0016,AQS
03/16/2015,21,Lancaster-division Street,06-037-9033,AQS
03/17/2015,29,Anaheim,06-059-0007,AQS
03/18/2015,31,Glendora,06-037-0016,AQS
03/19/2015,34,Glendora,06-037-0016,AQS
03/20/2015,43,Glendora,06-037-0016,AQS
03/21/2015,44,Glendora,06-037-0016,AQS
03/22/2015,33,Glendora,06-037-0016,AQS
03/23/2015,24,Glendora,06-037-0016,AQS
03/24/2015,27,Glendora,06-037-0016,AQS
03/25/2015,34,Long Beach (hudson),06-037-4006,AQS
03/26/2015,31,Anaheim,06-059-0007,AQS
03/27/2015,30,Anaheim,06-059-0007,AQS
03/28/2015,26,Glendora,06-037-0016,AQS
03/29/2015,29,Glendora,06-037-0016,AQS
03/30/2015,40,Glendora,06-037-0016,AQS
03/31/2015,49,Azusa,06-037-0002,AQS
04/01/2015,41,Glendora,06-037-0016,AQS
04/02/2015,38,Glendora,06-037-0016,AQS
04/03/2015,55,Lancaster-division Street,06-037-9033,AQS
04/04/2015,28,Anaheim,06-059-0007,AQS
04/05/2015,27,Glendora,06-037-0016,AQS
04/06/2015,24,Azusa,06-037-0002,AQS
04/07/2015,17,Lancaster-division Street,06-037-9033,AQS
04/08/2015,13,Glendora,06-037-0016,AQS
04/09/2015,20,Glendora,06-037-0016,AQS
04/10/2015,25,Glendora,06-037-0016,AQS
04/11/2015,26,Glendora,06-037-0016,AQS
04/12/2015,30,Santa Clarita,06-037-6012,AQS
04/13/2015,37,Glendora,06-037-0016,AQS
04/14/2015,39,Glendora,06-037-0016,AQS
04/15/2015,56,Anaheim,06-059-0007,AQS
04/16/2015,39,Anaheim,06-059-0007,AQS
04/17/2015,40,Anaheim,06-059-0007,AQS
04/18/2015,44,Azusa,06-037-0002,AQS
