date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210220,0,SO2,2,1,3,3,1,2,3,3,3,10,2,3,4,3,3,7,9,2,1,3,2,3,3,2,3,4,4,2,2,3,3,5,7,6,5
20210220,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,0,NO2,37,81,56,73,54,83,78,44,90,22,41,54,10,11,6,12,13,12,3,32,17,47,47,58,25,63,54,65,54,61,77,47,35,82,18
20210220,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,0,O3,44,1,18,8,21,5,3,30,1,58,18,27,70,75,63,68,72,56,65,28,52,27,4,18,48,18,16,13,22,28,1,21,19,15,66
20210220,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,0,CO,0.5,1.6,0.7,1,0.6,0.9,0.8,0.5,0.9,0.5,0.5,0.5,0.3,0.1,0.2,0.4,0.4,0.3,0.2,0.3,0.2,0.6,1.2,0.7,0.4,0.6,0.5,0.8,0.6,0.5,1.2,0.9,1.3,1,0.1
20210220,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,1,SO2,3,1,3,3,1,3,3,2,3,8,2,5,5,4,2,7,7,2,1,3,1,2,3,3,3,4,5,2,2,3,5,6,5,4,5
20210220,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,1,NO2,72,73,57,83,66,84,82,37,79,20,39,47,23,16,3,18,23,15,3,27,11,47,44,43,23,75,77,64,45,71,80,31,34,77,19
20210220,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,1,O3,8,1,15,2,4,1,2,24,7,57,15,31,53,63,62,55,52,51,64,36,51,19,3,31,44,7,1,13,26,13,1,32,17,9,60
20210220,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,1,CO,0.7,1.6,0.7,0.9,0.7,1.1,0.9,0.3,0.8,0.5,0.5,0.4,0.3,0.2,0.2,0.5,0.4,0.4,0.2,0.3,0.3,1.3,1.1,0.6,0.3,0.6,0.4,0.9,0.6,0.7,1.3,1.3,1.5,0.9,0.2
20210220,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,2,SO2,3,1,3,3,1,2,3,1,3,5,2,3,6,2,3,5,5,2,1,3,2,1,3,3,3,4,6,2,1,3,5,3,6,3,4
20210220,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,2,NO2,68,73,64,78,67,85,79,52,78,22,43,62,26,14,4,18,20,23,5,23,13,26,39,35,44,71,76,70,45,67,78,26,25,71,15
20210220,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,2,O3,9,1,5,2,1,1,1,5,1,53,7,10,49,50,57,48,48,36,53,31,49,40,4,36,20,6,2,7,20,13,1,34,25,8,60
20210220,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,2,CO,0.9,1.5,1.2,0.7,0.8,1.3,0.8,0.4,0.9,0.4,0.6,0.4,0.4,0.1,0.4,0.5,0.6,0.4,0.3,0.4,0.4,0.5,1.1,0.5,0.4,0.7,0.6,0.9,0.6,0.7,1.3,1,1.6,0.9,0.2
20210220,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,3,SO2,4,1,3,3,2,2,3,1,2,6,2,2,5,1,3,5,6,2,1,3,1,3,3,2,3,4,6,1,1,3,4,3,6,2,7
20210220,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,3,NO2,68,68,65,78,75,82,83,51,73,31,47,52,37,14,4,15,16,28,6,28,17,14,36,41,43,72,78,68,55,79,70,26,18,67,19
20210220,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,3,O3,9,2,1,2,1,1,1,2,2,41,3,13,32,40,54,51,53,26,49,23,43,52,6,22,16,3,2,2,13,2,1,37,33,10,57
20210220,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,3,CO,0.9,1.3,1.7,0.7,0.8,1.2,0.9,0.5,0.8,0.6,0.9,0.5,0.4,0.2,0.3,0.5,0.4,0.8,0.3,0.5,0.4,0.3,1,0.6,0.4,1,0.5,1,0.6,0.8,1.2,0.8,1.4,0.8,0.2
20210220,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,4,SO2,5,1,3,3,2,3,2,1,1,5,2,2,5,1,2,7,5,1,3,3,1,3,3,3,1,3,5,1,1,3,3,2,6,2,4
20210220,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,4,NO2,67,69,64,77,71,77,82,53,81,22,33,41,46,24,5,21,20,30,4,35,19,16,30,30,31,68,75,72,65,78,67,23,16,52,15
20210220,4,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210220,4,O3,8,1,2,2,1,1,2,2,2,46,15,20,19,24,49,43,44,18,46,15,37,46,9,34,28,3,2,2,4,1,1,41,40,19,51
