date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210311,0,SO2,2,3,3,2,1,3,1,3,2,5,2,3,4,1,2,2,2,5,1,2,1,3,3,3,1,1,2,2,3,3,2,2,2,3,2
20210311,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210311,0,NO2,29,38,37,40,42,43,48,58,61,49,48,63,79,62,23,31,44,53,30,53,46,23,28,88,90,57,48,31,31,25,49,48,51,51,25
20210311,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210311,0,O3,47,36,47,43,46,52,43,2,21,38,31,24,8,3,61,63,41,33,45,3,23,53,34,8,4,33,31,53,45,59,33,22,8,34,53
20210311,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210311,0,CO,0.6,0.7,0.6,0.6,0.7,0.6,0.9,1.2,0.6,1.1,1.2,0.9,1.8,1.3,1.2,1.3,1.5,1.7,1.5,1.5,1.3,0.6,0.7,1.6,1.5,0.6,0.5,0.6,0.5,0.5,0.6,1.6,1.9,1,1.1
20210311,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210311,1,SO2,2,3,3,2,1,3,1,3,2,5,2,3,5,1,2,2,3,4,3,2,1,3,3,2,1,1,2,1,3,1,2,2,2,1,1
20210311,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210311,1,NO2,29,38,32,39,37,41,53,56,71,54,52,70,92,51,20,35,56,60,26,36,39,20,26,82,80,60,47,31,32,29,65,42,49,46,24
20210311,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210311,1,O3,43,33,49,38,45,49,29,1,7,26,18,8,5,4,55,54,23,15,34,16,20,45,29,1,2,24,27,46,37,49,15,22,6,35,42
20210311,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210311,1,CO,0.6,0.6,0.5,0.5,0.6,0.6,0.7,1.1,0.5,1,1.1,0.8,2.4,1.2,1.2,1.3,1.5,1.7,1.5,1.3,1.2,0.5,0.7,1.4,1.3,0.5,0.5,0.7,0.5,0.5,0.6,1.4,2.3,0.9,1.1
20210311,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
