date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210304,0,SO2,3,3,1,3,3,3,1,3,3,1,1,1,3,1,3,3,2,4,3,3,1,1,1,2,1,1,1,3,3,3,2,1,1,3,1
20210304,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,0,NO2,45,37,61,71,68,56,57,42,51,33,38,39,51,49,30,30,29,46,50,45,36,32,29,65,62,57,56,55,40,49,55,37,36,52,29
20210304,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,0,O3,12,8,2,2,1,14,8,2,1,24,12,14,4,3,13,24,24,13,9,10,20,27,31,1,2,2,2,1,14,10,2,3,2,3,15
20210304,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,0,CO,1,1.2,1.2,1.2,1.3,1.2,1.2,1.1,1,0.9,1,1,1.3,1.3,1.1,1.1,1.2,1.4,1.4,1.2,1.3,1.1,1.1,1.7,1.6,1.3,1.2,1.4,1.1,1.2,1.2,1.4,2.4,1.1,1
20210304,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,1,SO2,3,3,1,3,3,2,1,3,3,1,1,1,1,1,3,3,2,3,3,2,1,1,1,2,1,1,2,3,3,3,1,1,1,3,1
20210304,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,1,NO2,55,36,57,69,69,61,54,42,47,50,46,46,50,51,27,33,33,39,44,48,39,34,40,63,59,56,55,52,40,59,53,34,36,52,28
20210304,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,1,O3,4,3,2,2,2,7,8,2,2,7,4,8,4,2,9,22,22,17,13,4,15,22,10,2,2,2,2,2,9,2,2,5,1,1,10
20210304,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,1,CO,1.1,1.2,1.2,1.2,1.4,1.2,1.2,1.1,1,0.9,1.1,1,1.3,1.3,1.1,1.2,1.2,1.3,1.3,1.3,1.3,1.1,1.2,1.6,1.6,1.2,1.2,1.4,1.1,1.2,1.2,1.4,1.7,1.2,1.1
20210304,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,2,SO2,3,3,2,3,1,2,1,3,3,1,1,2,1,3,3,3,2,4,3,3,1,2,1,2,1,1,2,3,3,3,2,3,1,,1
20210304,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,2,NO2,57,38,57,67,68,68,55,40,47,52,44,50,39,42,27,35,38,52,44,51,49,43,43,62,58,57,55,55,52,59,54,28,35,50,22
20210304,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,2,O3,2,1,2,2,2,2,7,2,1,1,2,3,10,4,8,18,17,8,12,3,5,10,4,1,2,2,2,2,2,2,2,11,2,1,11
20210304,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,2,CO,1.2,1.3,1.2,1.2,1.5,1.3,1.2,1,1,0.9,1.2,1,1.2,1.2,1.1,1.2,1.2,1.4,1.3,1.3,1.4,1.3,1.3,1.8,1.5,1.3,1.2,1.5,1.2,1.2,1.2,1.1,1.2,1.2,1.1
20210304,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,3,SO2,3,3,2,3,1,2,1,3,3,1,2,2,3,1,3,3,2,4,3,3,2,1,1,2,1,1,2,1,3,1,2,3,1,3,1
20210304,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,3,NO2,58,43,58,63,68,67,62,40,47,49,42,49,34,36,26,31,34,45,41,55,53,44,40,61,57,57,55,50,54,56,48,25,33,45,19
20210304,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210304,3,O3,2,2,2,2,2,2,4,2,2,1,2,1,12,8,9,24,20,12,12,2,2,6,5,1,2,2,2,2,2,2,2,13,2,2,10
20210304,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
