date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210126,0,SO2,1,1,3,2,3,3,3,1,1,3,1,1,3,1,1,3,3,3,3,1,2,2,3,3,3,3,1,3,3,3,4,3,1,3,3
20210126,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210126,0,NO2,64,52,76,77,67,70,67,58,69,47,69,74,51,37,38,63,56,44,29,36,40,37,38,60,50,65,56,68,50,60,67,57,58,71,45
20210126,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210126,0,O3,1,2,2,2,1,2,2,2,2,3,2,2,3,2,15,7,6,3,13,10,13,14,11,2,5,2,2,1,2,2,2,1,2,1,5
20210126,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210126,0,CO,1.5,1.8,2.2,1.7,1.6,1.3,1.7,1.7,2,1.3,2,2,1.3,1.3,1.3,2.5,2.7,1.5,1.1,1.3,1.4,1,1.2,1.3,1.2,1.3,1.3,1.7,1.5,2.7,1.6,1.6,2.5,1.5,1.6
20210126,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210126,1,SO2,1,1,3,1,1,3,3,1,1,3,1,1,3,1,2,2,3,3,3,1,2,1,3,3,3,3,1,3,3,2,3,3,3,2,2
20210126,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210126,1,NO2,59,42,69,68,68,65,65,52,66,49,64,74,47,36,31,58,52,36,28,32,31,31,29,56,37,61,56,72,50,64,66,53,55,64,43
20210126,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
