date,hour,type,东城东四,东城天坛,西城官园,西城万寿西宫,朝阳奥体中心,朝阳农展馆,海淀万柳,海淀四季青,丰台小屯,丰台云岗,石景山古城,石景山老山,昌平镇,昌平南邵,定陵(对照点),延庆夏都,延庆石河营,怀柔镇,怀柔新城,密云镇,密云新城,平谷镇,平谷新城,顺义新城,顺义北小营,通州永顺,通州东关,大兴黄村,大兴旧宫,亦庄开发区,京东南区域点,门头沟双峪,门头沟三家店,房山良乡,房山燕山
20210213,0,SO2,6,2,7,5,8,6,5,2,9,15,9,10,5,4,6,6,6,5,3,6,8,4,3,9,5,5,10,1,2,5,2,9,13,6,7
20210213,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,0,NO2,32,43,33,42,50,41,86,35,98,34,54,54,21,17,14,20,24,19,14,47,2,25,28,56,34,37,29,46,30,30,53,27,33,43,23
20210213,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,0,O3,65,35,58,46,43,59,7,42,1,69,26,41,75,49,74,73,56,64,58,35,69,62,34,38,62,51,52,47,52,62,15,64,46,57,79
20210213,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,0,CO,1.5,1.9,1.6,1.6,2,1.7,2.1,1.7,2.2,1.8,1.9,1.8,1.1,1,1.1,1.2,1.3,1.1,1.1,2.4,2.1,2.6,2.5,2.6,2.3,1.9,1.7,1.7,1.5,1.3,1.8,1.7,2.7,1.5,1.5
20210213,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,1,SO2,4,2,6,5,7,4,4,1,8,13,9,8,6,3,6,5,6,4,3,5,8,4,3,9,5,4,8,1,2,4,2,9,10,5,6
20210213,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,1,NO2,25,45,33,35,36,35,73,37,86,31,42,54,21,17,14,18,23,20,13,40,2,23,23,35,31,34,31,31,23,46,37,22,32,53,21
20210213,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,1,O3,61,27,55,49,53,56,19,34,1,69,30,34,73,40,73,70,52,56,60,37,59,50,35,41,49,48,44,54,50,34,27,67,39,38,75
20210213,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,1,CO,1.4,1.8,1.4,1.5,1.5,1.6,2.1,1.7,2.4,1.7,1.9,1.8,1.4,1,1.2,1.2,1.4,1.3,1.2,2.5,2.1,2.3,2.5,2.3,2.1,2,1.8,1.5,1.3,1.5,1.5,1.5,3.2,1.5,1.5
20210213,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,2,SO2,3,2,4,5,6,4,2,1,3,10,5,7,4,3,4,4,5,5,6,2,7,2,1,9,4,3,6,1,2,3,2,6,6,3,6
20210213,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,2,NO2,23,37,29,33,41,39,71,47,83,62,37,45,20,17,14,18,21,23,18,37,,24,26,45,40,36,32,38,24,34,35,20,27,55,19
20210213,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,2,O3,54,37,53,45,41,46,19,27,1,35,29,38,71,44,71,62,56,48,49,28,52,30,23,19,22,31,28,38,34,37,20,66,38,34,78
20210213,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,2,CO,1.3,1.7,1.3,1.5,1.5,1.6,1.9,1.9,2.3,1.7,1.8,1.8,1.6,1,1.3,1.3,1.4,1.5,1.6,2.5,2.1,2.2,2.6,2.6,2,2.1,1.9,1.4,1.3,1.5,1.6,1.4,2.5,1.5,1.3
20210213,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,3,SO2,3,2,3,4,5,3,2,1,3,7,4,6,4,3,3,4,4,5,7,2,7,2,1,12,5,4,6,1,2,3,2,4,5,2,4
20210213,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,3,NO2,26,39,29,32,39,39,45,39,80,56,31,42,19,20,15,17,19,28,25,28,27,26,27,57,50,41,37,39,27,37,38,18,26,51,19
20210213,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,3,O3,37,23,43,36,36,35,33,28,1,31,33,34,67,54,62,60,52,40,39,39,53,28,19,5,11,17,16,26,25,24,9,62,34,26,66
20210213,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,3,CO,1.5,1.7,1.4,1.6,1.5,1.8,1.5,1.7,1.9,1.6,1.6,1.7,1.9,1.6,1.4,1.3,1.5,1.6,2,2,2,2.7,3,3.2,2.9,2.1,2.1,1.6,1.7,1.8,1.8,1.6,3.1,1.4,1.4
20210213,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,4,SO2,2,2,3,5,4,4,3,1,2,4,4,5,3,3,2,3,3,9,9,3,6,2,3,15,6,4,7,2,2,3,2,4,4,2,4
20210213,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,4,NO2,31,41,32,38,44,50,52,35,70,50,24,38,24,26,16,19,28,42,32,35,37,26,28,59,58,50,44,42,35,42,41,16,25,62,19
20210213,4,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,4,O3,21,7,26,18,20,11,13,24,9,22,39,38,38,32,56,44,41,18,28,14,24,22,15,3,3,5,3,12,10,10,3,58,37,,66
20210213,4,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,4,CO,1.7,1.9,1.6,1.8,1.7,2,1.5,1.7,1.7,1.5,1.6,1.6,1.9,1.8,1.4,1.4,1.6,2.2,2.1,2.2,2.3,2.3,3.2,3.8,3.5,2.8,2.7,1.8,1.9,2.1,1.9,1.6,2.7,1.6,1.3
20210213,4,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,5,SO2,2,2,3,5,3,4,3,3,2,4,3,4,3,3,1,3,3,12,10,2,7,1,3,20,7,5,9,1,1,3,2,3,4,2,3
20210213,5,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,5,NO2,42,45,40,50,49,55,62,37,46,51,24,38,30,26,21,17,21,36,37,43,43,26,24,62,58,53,49,49,37,43,38,15,25,48,21
20210213,5,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,5,O3,9,2,17,5,12,2,8,20,12,15,36,32,30,27,51,49,34,22,22,6,16,17,17,2,3,3,2,4,6,5,3,58,37,10,59
20210213,5,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,5,CO,2.2,2.2,1.8,2.3,1.9,2.3,1.8,1.7,1.6,1.6,1.7,1.6,1.8,1.7,1.6,1.5,1.9,2.2,2.3,2.5,2.7,2.3,3,4,3.7,3.2,3.2,2.1,2,2.2,2,1.5,2.6,1.5,1.4
20210213,5,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,6,SO2,3,2,3,4,3,3,3,1,2,3,2,4,2,2,2,3,3,14,13,2,7,1,3,25,9,5,10,1,1,3,2,3,4,2,2
20210213,6,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,6,NO2,47,50,49,53,56,57,57,39,55,53,26,51,32,24,19,17,19,39,38,46,47,32,23,64,57,54,49,50,40,46,37,21,23,52,14
20210213,6,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,6,O3,4,2,5,2,2,2,9,12,2,8,33,16,28,23,52,56,38,17,18,4,12,15,16,1,2,3,2,2,3,3,1,48,42,5,63
20210213,6,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,6,CO,2.3,2.5,2.2,2.3,2.3,2.5,1.8,1.7,1.7,1.7,1.7,1.8,1.9,1.7,1.5,1.5,1.7,2.3,2.6,2.8,2.8,2.8,2.9,4.2,4,3.3,3.3,2.2,2.5,2.4,2,1.7,1.9,1.7,1.4
20210213,6,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,7,SO2,3,2,2,3,3,4,1,1,1,2,3,4,4,2,2,3,3,12,12,3,5,1,3,23,9,6,10,2,2,3,2,2,3,2,2
20210213,7,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,7,NO2,50,53,51,55,58,59,57,46,63,56,45,51,39,28,31,23,24,35,32,43,53,38,18,62,56,53,49,53,42,47,35,22,28,55,17
20210213,7,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,7,O3,1,2,1,2,2,2,3,13,2,5,17,11,15,13,30,60,35,17,22,5,6,12,26,1,1,3,2,1,2,1,1,44,38,2,52
20210213,7,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,7,CO,2.3,2.7,2.3,2.4,2.5,2.7,2.1,2.1,1.7,1.7,1.9,2,2.1,1.8,1.6,1.5,1.8,2.2,2.3,2.7,2.8,2.9,2.6,4,4,3.1,3.2,2.4,2.5,2.7,2,1.6,1.9,2,1.5
20210213,7,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,8,SO2,3,2,2,3,3,3,3,2,3,2,3,4,3,3,2,3,3,12,12,3,5,1,1,23,8,6,10,2,2,3,2,2,4,2,2
20210213,8,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,8,NO2,49,52,53,55,56,57,57,49,52,47,45,51,43,40,27,32,24,36,29,41,54,28,18,59,55,53,45,55,45,49,33,33,34,58,23
20210213,8,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,8,O3,3,2,2,2,2,2,2,3,4,18,11,6,13,4,32,39,36,17,23,8,5,21,26,1,2,3,3,1,3,1,2,26,31,2,42
20210213,8,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,8,CO,2.4,2.9,2.5,2.5,2.4,2.8,2.5,2.5,2.1,1.9,2.1,2.3,2.2,2.3,1.7,1.8,1.8,2.2,2.3,2.7,2.8,2.6,2.4,3.8,3.9,3.3,2.8,2.6,2.9,3,2,1.9,1.9,2,1.6
20210213,8,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,9,SO2,3,3,1,3,3,4,3,3,4,3,4,5,5,3,4,3,3,12,12,5,5,1,1,23,7,6,10,2,3,4,1,3,4,2,2
20210213,9,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,9,NO2,47,55,51,52,55,57,54,45,46,43,45,48,43,30,28,27,28,44,28,44,47,34,21,58,50,47,41,54,48,50,28,26,22,62,27
20210213,9,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,9,O3,5,2,4,2,1,2,4,5,6,15,7,7,13,8,28,40,34,10,23,6,9,14,21,2,4,7,5,3,4,2,5,40,52,6,39
20210213,9,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,9,CO,2.4,2.7,2.4,2.2,2.7,2.8,2.7,2.5,2.4,2.1,2.5,2.5,2.2,1.9,1.8,1.6,1.9,2.8,2.4,2.8,2.8,2.9,2.5,3.9,3.9,3,2.7,2.9,3,3.1,1.8,1.6,1.3,2.1,1.5
20210213,9,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,10,SO2,2,3,2,3,4,6,3,3,4,5,4,5,6,4,8,5,5,12,10,6,7,2,2,22,7,7,10,2,3,4,2,4,5,2,3
20210213,10,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,10,NO2,49,50,51,51,54,56,51,39,48,43,42,42,39,38,34,24,30,49,32,37,37,33,29,54,48,44,38,57,48,47,25,21,23,61,21
20210213,10,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,10,O3,6,5,3,2,3,6,6,9,6,14,9,10,19,10,24,51,44,10,20,12,18,16,17,5,5,9,5,4,6,5,5,48,50,10,52
20210213,10,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,10,CO,2.8,2.8,2.7,2.5,2.9,3.1,2.6,2.4,2.6,2.4,2.5,2.4,2.2,2.2,2.2,1.5,1.7,3.1,2.6,2.9,2.7,2.9,2.8,3.8,3.9,2.9,2.9,3,3,3.1,1.8,1.5,1.4,2.2,1.4
20210213,10,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,11,SO2,4,7,3,5,5,7,3,3,4,6,4,5,7,6,9,6,7,11,12,7,9,2,4,24,7,8,12,3,3,4,2,5,7,3,4
20210213,11,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,11,NO2,49,50,53,51,53,52,48,38,44,35,33,39,34,41,29,22,27,41,39,33,26,37,32,48,46,46,39,55,40,39,25,25,25,52,20
20210213,11,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,11,O3,10,9,5,5,5,11,8,9,9,19,16,13,32,20,40,57,56,19,22,21,34,17,19,12,9,11,9,6,12,12,6,37,43,14,63
20210213,11,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,11,CO,2.9,3.1,2.9,2.8,3,3,2.6,2.4,2.4,2.2,2.3,2.4,2.1,2.1,2.1,1.5,1.6,2.8,3.1,2.8,2.4,3.2,3.1,3.3,3.8,3.1,3,2.9,2.7,2.8,1.8,1.9,1.8,2.2,1.4
20210213,11,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,12,SO2,5,8,5,7,6,8,6,4,5,7,6,7,7,7,8,8,9,11,10,7,8,4,6,22,9,9,12,3,4,6,2,5,9,3,4
20210213,12,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,12,NO2,44,48,47,51,52,49,47,35,46,33,33,36,28,28,23,30,43,29,28,24,22,37,31,45,42,44,42,44,34,37,26,30,26,40,29
20210213,12,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,12,O3,15,13,14,11,10,17,14,15,12,26,21,21,47,41,53,55,45,34,35,37,38,25,26,19,18,16,10,20,19,16,6,35,49,27,50
20210213,12,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,12,CO,2.8,3,2.8,2.9,3,3,2.6,2.4,2.7,2.1,2.5,2.5,1.8,1.8,1.9,1.5,1.6,2.3,2.5,2.4,2.3,3.2,3.1,3.2,3.4,3.1,3.1,2.7,2.9,3,1.6,2,1.9,1.9,1.9
20210213,12,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,13,SO2,6,9,8,10,8,10,7,5,6,7,6,8,6,6,6,9,9,9,8,6,8,5,9,20,9,13,14,3,5,7,2,5,7,2,3
20210213,13,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,13,NO2,35,40,37,43,41,43,41,29,37,37,31,35,24,25,21,19,24,22,25,23,19,35,30,40,36,42,37,42,41,38,23,28,31,36,27
20210213,13,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,13,O3,30,25,30,24,26,29,27,27,28,30,30,31,54,47,61,78,74,47,43,43,48,31,33,27,26,24,19,22,17,20,7,40,49,34,48
20210213,13,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,13,CO,2.4,2.7,2.5,2.6,2.5,2.8,2.4,2.1,2.4,2.2,2.2,2.2,1.8,1.8,1.8,1.5,1.6,2,2.3,2.2,2,3.1,3.1,2.8,3,3,3,2.8,2.9,3,1.6,1.9,2,1.9,1.9
20210213,13,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,14,SO2,5,8,7,8,8,8,7,5,6,6,6,7,5,6,4,14,13,8,7,5,8,4,8,16,8,12,13,3,5,7,2,4,6,3,3
20210213,14,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,14,NO2,32,40,31,37,38,40,40,34,31,35,31,34,24,26,22,16,18,25,22,23,18,36,32,35,32,39,34,43,35,36,22,28,31,36,26
20210213,14,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,14,O3,38,30,43,33,35,36,35,33,39,39,40,40,58,49,63,104,101,49,52,51,59,32,33,35,35,33,27,25,24,26,8,44,51,38,54
20210213,14,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,14,CO,2.1,2.6,2.1,2.2,2.2,2.5,2.2,2.2,2.2,2.2,2.1,2.1,1.8,1.8,1.8,1.4,1.5,2,2.1,2,1.8,2.9,2.9,2.6,2.7,2.9,3,2.8,2.9,3,1.5,1.9,2,1.9,1.8
20210213,14,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,15,SO2,4,7,6,8,7,7,6,4,6,6,5,7,4,5,4,15,15,6,6,4,6,4,7,13,7,11,13,3,6,7,1,4,5,3,3
20210213,15,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,15,NO2,34,42,28,41,37,39,40,34,34,36,32,34,22,22,22,16,20,26,21,23,18,38,33,35,30,39,34,48,40,35,24,32,32,38,30
20210213,15,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20210213,15,O3,39,30,49,31,37,41,39,39,41,41,44,43,58,52,62,116,115,55,58,55,65,30,32,40,42,37,29,23,26,31,9,47,51,39,50
20210213,15,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
