date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20201027,0,PM2.5,5,7,5,8,3,4,2,6,,6,4,14,5,3,3,2,3,7,3,3,1,3,6,4,16,4,11,10,8,115,2,2,,4,7
20201027,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201027,0,PM10,61,60,57,65,49,54,51,56,,52,48,57,62,57,52,68,42,77,51,45,39,58,60,69,103,58,38,63,46,128,34,52,61,56,60
20201027,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201027,0,AQI,56,55,54,58,49,52,51,53,,51,48,54,56,54,51,59,42,64,51,45,39,54,55,60,77,54,38,57,46,150,34,51,56,53,55
20201027,1,PM2.5,5,7,6,10,1,4,1,5,,8,3,10,4,3,3,2,5,11,2,3,3,3,7,2,14,8,8,10,4,93,2,2,,4,6
20201027,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201027,1,PM10,63,66,62,64,56,63,64,79,,67,35,40,69,72,67,72,47,106,52,47,39,53,69,59,117,53,58,78,40,100,47,54,57,63,68
20201027,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201027,1,AQI,57,58,56,57,53,57,57,65,,59,35,40,60,61,59,61,47,78,51,47,39,52,60,55,84,52,54,64,40,123,47,52,54,57,59
20201027,2,PM2.5,9,7,10,9,3,5,3,7,,8,2,8,3,3,3,1,8,8,2,3,4,3,6,4,14,3,10,5,2,78,13,2,9,4,6
20201027,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201027,2,PM10,66,64,63,60,56,61,59,76,,67,50,114,75,69,71,54,46,65,48,28,53,42,62,43,92,34,91,76,92,88,52,62,60,60,67
20201027,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201027,2,AQI,58,57,57,55,53,56,55,63,,59,50,82,63,60,61,52,46,58,48,28,52,42,56,43,71,34,71,63,71,104,51,56,55,55,59
20201027,3,PM2.5,6,4,7,8,6,1,11,11,,9,3,12,4,3,2,1,5,6,2,3,4,3,6,4,14,2,12,6,7,41,2,2,8,8,5
20201027,3,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201027,3,PM10,49,52,54,50,43,50,59,64,,78,72,67,79,74,65,54,58,54,38,42,28,39,53,37,103,51,93,74,98,76,36,49,47,66,60
20201027,3,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201027,3,AQI,49,51,52,50,43,50,55,57,,64,61,59,65,62,58,52,54,52,38,42,28,39,52,37,77,51,72,62,74,63,36,49,47,58,55
20201027,4,PM2.5,5,4,5,4,4,5,9,10,,6,4,8,4,3,2,1,6,4,1,3,7,3,6,7,10,2,11,9,5,27,1,2,9,2,5
