date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20200226,0,PM2.5,26,23,20,26,22,25,28,66,,26,31,35,30,19,28,30,38,49,43,33,38,78,55,51,66,44,47,31,27,25,19,23,31,21,21
20200226,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200226,0,PM10,31,29,30,32,32,37,46,93,,39,39,38,44,28,37,47,55,65,62,44,61,93,59,65,87,59,54,38,,38,21,23,,33,54
20200226,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200226,0,AQI,37,33,30,37,32,37,46,89,,39,44,50,44,28,40,47,54,68,60,47,56,104,75,70,89,61,65,44,39,38,27,33,44,33,52
20200226,1,PM2.5,23,25,27,28,23,25,26,62,,28,29,32,27,22,27,30,32,52,38,31,44,54,63,52,61,47,37,31,26,41,22,26,26,23,17
20200226,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200226,1,PM10,37,28,40,35,37,33,41,81,,42,40,37,43,24,36,43,41,64,51,34,60,84,64,65,82,60,56,36,30,44,34,34,32,44,43
20200226,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200226,1,AQI,37,36,40,40,37,36,41,84,,42,41,46,43,31,39,43,46,71,54,44,61,74,85,71,83,65,53,44,37,58,34,37,37,44,43
20200226,2,PM2.5,30,35,28,27,27,30,29,61,,31,29,31,28,18,20,24,39,49,34,31,43,52,68,51,60,46,34,34,18,37,24,31,32,26,21
20200226,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200226,2,PM10,40,44,35,36,40,42,38,75,,43,36,40,48,29,26,40,50,58,48,48,59,74,,63,79,59,,35,30,42,31,33,,49,42
20200226,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
