"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/25/2017","AQS","120110035","1","45.7","ppb","42","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"01/26/2017","AQS","120110035","1","40.8","ppb","38","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"01/27/2017","AQS","120110035","1","24.4","ppb","23","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"01/28/2017","AQS","120110035","1","46.4","ppb","43","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"01/29/2017","AQS","120110035","1","17.3","ppb","16","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"01/31/2017","AQS","120110035","1","46.4","ppb","43","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/01/2017","AQS","120110035","1","55","ppb","52","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/02/2017","AQS","120110035","1","38.5","ppb","36","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/03/2017","AQS","120110035","1","35.6","ppb","33","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/04/2017","AQS","120110035","1","34","ppb","32","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/05/2017","AQS","120110035","1","28.9","ppb","26","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/06/2017","AQS","120110035","1","36.6","ppb","34","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/07/2017","AQS","120110035","1","33.4","ppb","31","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/08/2017","AQS","120110035","1","21","ppb","20","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/09/2017","AQS","120110035","1","28.3","ppb","26","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/10/2017","AQS","120110035","1","27.5","ppb","25","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/11/2017","AQS","120110035","1","34.1","ppb","32","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/12/2017","AQS","120110035","1","37.8","ppb","35","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/14/2017","AQS","120110035","1","35","ppb","33","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/15/2017","AQS","120110035","1","26.4","ppb","25","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/16/2017","AQS","120110035","1","9.3","ppb","8","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/17/2017","AQS","120110035","1","36","ppb","34","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
"02/18/2017","AQS","120110035","1","44.6","ppb","42","Near Road - Fort Lauderdale","24","100.0000","42602","Nitrogen dioxide (NO2)","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12","Florida","011","Broward","26.132677","-80.169817"
