date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20200411,0,PM2.5,35,33,35,38,38,25,37,43,,39,28,37,44,45,44,39,41,28,35,42,27,23,30,23,30,21,47,48,52,39,38,35,34,33,27
20200411,0,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200411,0,PM10,63,52,57,69,61,61,80,79,,88,45,58,91,64,68,74,90,29,54,54,36,59,53,29,42,31,89,92,83,68,61,66,67,79,59
20200411,0,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200411,0,AQI,57,51,54,60,56,56,65,65,,69,45,54,71,63,61,62,70,40,52,59,39,55,52,33,43,31,70,71,71,59,56,58,59,65,55
20200411,1,PM2.5,36,36,36,38,33,31,44,35,,49,29,28,44,50,42,49,44,28,27,42,24,23,31,20,37,20,54,52,52,28,40,37,42,34,28
20200411,1,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200411,1,PM10,62,51,52,61,65,82,79,83,,75,46,37,82,65,73,73,67,30,38,47,25,57,49,29,50,30,95,86,82,46,56,61,72,85,51
20200411,1,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200411,1,AQI,56,51,51,56,58,66,65,67,,68,46,40,66,69,62,68,61,40,39,59,34,54,49,34,53,30,74,71,71,46,56,56,61,68,51
20200411,2,PM2.5,38,31,38,40,35,29,39,44,,54,25,29,41,49,43,43,42,25,29,39,24,19,34,29,41,21,54,51,51,25,47,38,43,34,25
20200411,2,PM2.5_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200411,2,PM10,58,48,54,62,49,54,73,65,,73,42,35,66,72,76,77,53,34,36,43,30,46,57,36,52,29,86,82,80,36,67,57,61,92,49
20200411,2,PM10_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
