date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20201114,0,SO2,3,1,3,3,2,2,3,2,,,5,3,3,3,1,7,5,3,1,3,3,2,2,3,1,1,2,4,2,3,4,6,1,3,2
20201114,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,0,NO2,56,56,71,73,58,47,72,66,,76,72,58,72,82,44,68,71,32,53,32,28,50,42,26,61,32,65,54,37,46,69,64,72,72,60
20201114,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,0,O3,11,4,2,2,11,19,2,2,,2,4,2,2,2,19,2,3,16,1,20,20,2,10,23,3,17,2,2,24,1,1,3,3,2,3
20201114,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,0,CO,0.7,0.5,0.6,0.6,0.4,0.4,0.6,1.1,,0.6,0.7,0.6,0.9,0.7,0.2,0.8,1.1,0.6,1.1,0.8,0.8,1.5,0.9,0.6,0.6,1.2,0.9,0.7,0.7,0.6,0.5,0.5,0.5,0.6,0.4
20201114,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,1,SO2,3,1,3,3,2,2,3,2,,,4,3,2,3,1,11,5,3,1,3,3,3,2,3,4,1,2,4,2,3,3,6,1,3,7
20201114,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,1,NO2,61,63,67,73,68,57,70,67,,73,67,55,65,76,58,74,66,28,51,30,27,49,39,28,70,30,59,57,58,44,69,62,71,70,55
20201114,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,1,O3,7,2,1,2,3,10,1,1,,2,6,2,4,2,6,2,3,18,2,20,18,2,9,20,1,16,2,2,5,2,2,2,2,2,2
20201114,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,1,CO,0.7,0.5,0.7,0.6,0.5,0.5,0.5,0.9,,0.6,0.7,0.6,0.8,0.7,0.3,0.9,1.2,0.6,1,0.7,0.8,1.4,0.9,0.6,1,1.2,1,0.7,0.7,0.6,0.6,0.9,0.5,0.7,0.6
20201114,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,2,SO2,3,1,3,3,2,2,3,1,,,2,3,3,3,3,11,4,2,2,2,2,3,2,2,5,1,2,6,1,3,3,7,1,2,14
20201114,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,2,NO2,67,56,61,67,66,53,68,61,,65,68,53,67,73,66,66,57,28,52,35,25,47,39,32,78,38,54,51,58,42,70,59,65,65,46
20201114,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,2,O3,2,2,3,2,2,12,1,1,,4,4,2,1,1,2,2,2,16,2,14,18,2,8,15,2,10,2,2,2,1,2,2,3,2,2
20201114,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,2,CO,0.7,0.5,0.6,0.6,0.5,0.4,0.5,0.8,,0.6,0.7,0.5,0.8,0.7,0.3,0.8,1.1,0.6,0.8,0.8,0.7,1.3,0.8,0.6,0.8,1.1,1.1,0.7,0.8,0.6,0.6,1.4,0.5,0.7,0.7
20201114,2,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,3,SO2,3,1,3,3,1,2,3,1,,,2,3,2,3,1,9,3,3,2,1,2,2,1,3,5,1,2,7,1,3,3,8,1,2,13
20201114,3,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,3,NO2,63,53,56,65,65,60,67,62,,52,72,53,67,72,66,63,59,36,52,35,26,43,39,33,77,38,50,50,61,40,67,51,65,64,43
20201114,3,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,3,O3,4,2,8,2,1,2,1,1,,11,4,2,2,2,2,2,2,9,2,14,15,2,6,14,2,11,2,2,2,1,2,2,3,2,2
20201114,3,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,3,CO,0.7,0.5,0.6,0.6,0.5,0.5,0.7,0.8,,0.6,0.5,0.5,0.8,0.7,0.3,0.7,1.1,0.6,0.7,0.7,0.7,1.2,0.7,0.6,0.7,1.1,1,0.7,0.6,0.6,0.6,0.8,0.4,0.6,0.7
20201114,3,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,4,SO2,1,1,3,3,2,3,3,2,,,2,3,3,2,2,7,3,6,2,1,2,2,2,2,5,2,1,5,1,3,3,7,3,2,13
20201114,4,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,4,NO2,59,48,53,64,69,76,66,57,,66,72,49,66,82,66,62,59,55,55,34,24,41,38,41,77,30,48,41,59,39,67,48,65,61,47
20201114,4,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,4,O3,7,2,9,2,2,2,1,1,,2,1,2,2,2,2,2,2,2,2,13,16,2,7,7,2,16,2,2,2,2,2,1,1,2,2
20201114,4,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,4,CO,0.7,0.6,0.7,0.6,0.7,0.7,0.9,0.9,,0.6,0.5,0.7,0.8,0.9,0.4,0.8,1.2,0.8,0.8,0.7,0.7,1.3,0.7,0.5,0.7,1,1,0.7,0.6,0.5,0.6,0.9,0.8,0.6,0.7
20201114,4,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,5,SO2,3,1,6,3,2,4,5,2,,,1,4,3,2,2,7,4,4,3,1,2,2,1,2,5,1,1,4,2,3,4,7,6,3,15
20201114,5,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,5,NO2,66,45,75,64,74,74,68,53,,67,65,54,65,81,65,64,56,53,57,36,24,41,38,48,75,30,45,43,55,35,65,48,65,61,45
20201114,5,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,5,O3,1,2,2,2,2,2,1,1,,2,1,2,2,2,2,2,2,2,2,8,15,2,2,2,2,13,2,2,2,2,2,1,2,2,2
20201114,5,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,5,CO,1.1,0.6,1.2,0.6,0.9,0.7,0.9,0.9,,0.6,0.5,0.8,0.8,1,0.5,0.7,1.2,0.7,0.7,0.7,0.6,1.2,0.7,0.5,0.8,0.9,0.9,0.7,0.7,0.5,0.6,0.7,1.1,0.6,0.8
20201114,5,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,6,SO2,3,1,6,1,2,3,6,2,,,2,4,3,1,1,6,4,4,3,1,1,2,1,2,5,1,2,4,1,3,6,8,5,3,12
20201114,6,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20201114,6,NO2,68,53,75,69,71,70,69,48,,73,64,52,65,82,69,63,53,57,62,31,26,44,35,45,76,33,38,40,50,32,65,55,67,60,46
