date,hour,type,东四,天坛,官园,万寿西宫,奥体中心,农展馆,万柳,北部新区,植物园,丰台花园,云岗,古城,房山,大兴,亦庄,通州,顺义,昌平,门头沟,平谷,怀柔,密云,延庆,定陵,八达岭,密云水库,东高村,永乐店,榆垡,琉璃河,前门,永定门内,西直门北,南三环,东四环
20200201,0,SO2,3,1,2,1,4,3,3,4,,1,2,3,3,1,3,1,3,3,3,1,1,3,3,3,4,1,3,3,1,3,1,4,1,1,1
20200201,0,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,0,NO2,10,11,12,11,10,7,9,13,,15,9,5,12,12,10,10,9,8,9,9,10,15,5,2,15,3,7,9,16,20,8,14,17,17,27
20200201,0,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,0,O3,65,69,68,67,70,78,69,39,,65,66,68,75,80,79,76,77,73,82,70,62,55,78,78,54,75,74,70,54,26,76,67,64,69,49
20200201,0,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,0,CO,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.5,,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.4,1.1,0.4,0.2,0.2,0.3,0.3
20200201,0,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,1,SO2,2,2,1,3,3,1,3,8,,3,2,3,3,1,3,1,3,3,3,3,3,3,1,3,7,1,3,3,1,3,2,4,3,3,3
20200201,1,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,1,NO2,11,9,13,10,9,7,8,13,,13,8,6,12,11,10,14,8,6,8,10,6,17,5,3,16,3,10,8,15,17,8,13,14,16,19
20200201,1,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,1,O3,65,70,66,66,70,76,67,34,,65,67,66,73,76,77,69,78,72,81,62,64,46,70,76,48,74,65,69,53,23,76,63,62,69,55
20200201,1,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,1,CO,0.3,0.3,0.3,0.3,0.2,0.3,0.3,1.1,,0.2,0.2,0.3,0.4,0.3,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.5,0.2,0.2,0.5,0.2,0.2,0.2,0.4,1.2,0.4,0.3,0.2,0.3,0.3
20200201,1,CO_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,2,SO2,2,2,2,1,2,2,16,3,,3,2,3,1,1,1,2,3,1,1,1,1,3,1,2,7,1,3,3,2,3,4,4,1,1,2
20200201,2,SO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,2,NO2,9,10,12,10,9,9,12,12,,16,4,7,7,12,11,10,8,3,7,6,3,9,5,2,16,3,14,9,14,15,10,15,15,15,18
20200201,2,NO2_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20200201,2,O3,66,67,65,63,67,71,61,48,,59,73,65,81,71,72,71,74,73,82,58,73,62,68,74,40,74,54,67,53,28,70,55,58,70,54
20200201,2,O3_24h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
